ROWID	_ShopID|INTEGER	_TabID|INTEGER	_TabNameID|INTEGER	_ListID|INTEGER	_itemindex|INTEGER	_Quantity|INTEGER	_Period|INTEGER	_PurchaseType1|INTEGER	_PurchaseItem1|INTEGER	_PurchaseItemValue1|INTEGER	_PurchaseType2|INTEGER	_PurchaseItem2|INTEGER	_PurchaseItemValue2|INTEGER	_PurchaseLimitType|INTEGER	_PurchaseLimitValue|INTEGER	_buyLimitCount|INTEGER	_ShopLimitReset|INTEGER	_SampleID|INTEGER	_ItemOptionID|INTEGER	_RepurchaseTime|INTEGER	_ShopSealCount|INTEGER	_PotentialList|INTEGER	_StorePreview|BOOLEAN
75001100	75001	1	1000064210	0	805308290	3	0	2	805308294	5	0	0	0	0	0	0	0	0	0	0	-1	0	false
75001101	75001	1	1000064210	1	805308291	3	0	2	805308294	5	0	0	0	0	0	0	0	0	0	0	-1	0	false
75001102	75001	1	1000064210	2	805308292	3	0	2	805308294	5	0	0	0	0	0	0	0	0	0	0	-1	0	false
75001103	75001	1	1000064210	3	805308293	3	0	2	805308294	5	0	0	0	0	0	0	0	0	0	0	-1	0	false
75001105	75001	1	1000064210	5	805308270	1	0	2	805308294	5	0	0	0	0	0	0	0	0	0	0	-1	0	false
75001106	75001	1	1000064210	6	805308271	1	0	2	805308294	5	0	0	0	0	0	0	0	0	0	0	-1	0	false
75001107	75001	1	1000064210	7	805308272	1	0	2	805308294	5	0	0	0	0	0	0	0	0	0	0	-1	0	false
75001108	75001	1	1000064210	8	805308273	1	0	2	805308294	5	0	0	0	0	0	0	0	0	0	0	-1	0	false
75001110	75001	1	1000064210	10	1073760797	20	0	2	805308294	6	0	0	0	0	0	0	0	0	0	0	-1	0	false
75001111	75001	1	1000064210	11	805308278	20	0	2	805308294	6	0	0	0	0	0	0	0	0	0	0	-1	0	false
75001112	75001	1	1000064210	12	805308277	10	0	2	805308294	6	0	0	0	0	0	0	0	0	0	0	-1	0	false
75001115	75001	1	1000064210	15	805308296	1	0	2	805308294	10	0	0	0	0	0	0	0	0	0	0	-1	0	false
75001116	75001	1	1000064210	16	805308281	1	0	2	805308294	20	0	0	0	0	0	0	0	0	0	0	-1	0	false
75001117	75001	1	1000064210	17	805308297	1	0	2	805308294	20	0	0	0	0	0	0	0	0	0	0	-1	0	false
75001118	75001	1	1000064210	18	1073741983	1	7	2	805308294	30	0	0	0	0	0	0	0	0	0	0	-1	0	false
75001119	75001	1	1000064210	19	1073796639	1	7	2	805308294	100	0	0	0	0	0	0	0	0	0	0	-1	0	false
75001120	75001	1	1000064210	20	805308300	1	0	2	805308294	160	0	0	0	0	0	0	0	0	0	0	-1	0	false
75001121	75001	1	1000064210	21	1073796637	1	0	2	805308294	300	0	0	0	0	0	0	0	0	0	0	-1	0	false
70001100	70001	1	1000058653	0	1073749186	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70001101	70001	1	1000058653	1	1073749188	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70001102	70001	1	1000058653	2	1073749190	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70001103	70001	1	1000058653	3	1073749192	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70002100	70002	1	1000058653	0	1073749194	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70002101	70002	1	1000058653	1	1073749196	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70002102	70002	1	1000058653	2	1073749198	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70002103	70002	1	1000058653	3	1073749290	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70003100	70003	1	1000058653	0	1073749200	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70003101	70003	1	1000058653	1	1073749202	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70003102	70003	1	1000058653	2	1073749204	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70003103	70003	1	1000058653	3	1073749206	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70004100	70004	1	1000058653	0	1073749208	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70004101	70004	1	1000058653	1	1073749210	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70004102	70004	1	1000058653	2	1073749212	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70004103	70004	1	1000058653	3	1073749214	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70005100	70005	1	1000058653	0	1073749216	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70005101	70005	1	1000058653	1	1073749218	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70005102	70005	1	1000058653	2	1073749220	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70006100	70006	1	1000058653	0	1073755604	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70006101	70006	1	1000058653	1	1073755606	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70006102	70006	1	1000058653	2	1073755602	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70007100	70007	1	1000058653	0	1073790378	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70007101	70007	1	1000058653	1	1073800158	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70007102	70007	1	1000058653	2	1073790379	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70008100	70008	1	1000058653	0	1073826014	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70008101	70008	1	1000058653	1	1073826015	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70009100	70009	1	1000058653	0	1073860209	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70009101	70009	1	1000058653	1	1073860210	1	0	2	1073750420	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70001105	70001	1	1000058653	5	1073779479	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70001106	70001	1	1000058653	6	1073779480	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70001107	70001	1	1000058653	7	1073779481	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70001108	70001	1	1000058653	8	1073779482	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70002105	70002	1	1000058653	5	1073779483	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70002106	70002	1	1000058653	6	1073779484	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70002107	70002	1	1000058653	7	1073779485	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70002108	70002	1	1000058653	8	1073779486	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70003105	70003	1	1000058653	5	1073779487	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70003106	70003	1	1000058653	6	1073779488	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70003107	70003	1	1000058653	7	1073779489	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70003108	70003	1	1000058653	8	1073779490	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70004105	70004	1	1000058653	5	1073779491	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70004106	70004	1	1000058653	6	1073779492	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70004107	70004	1	1000058653	7	1073779493	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70004108	70004	1	1000058653	8	1073779494	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70005105	70005	1	1000058653	5	1073779495	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70005106	70005	1	1000058653	6	1073779496	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70005107	70005	1	1000058653	7	1073779497	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70006105	70006	1	1000058653	5	1073779499	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70006106	70006	1	1000058653	6	1073779500	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70006107	70006	1	1000058653	7	1073779498	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70007105	70007	1	1000058653	5	1073790382	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70007106	70007	1	1000058653	6	1073797403	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70007107	70007	1	1000058653	7	1073790383	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70008105	70008	1	1000058653	5	1073826018	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70008106	70008	1	1000058653	6	1073826019	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70009105	70009	1	1000058653	5	1073860203	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70009106	70009	1	1000058653	6	1073860204	1	0	2	1073779515	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70001110	70001	1	1000058653	10	1073880559	1	0	2	1073880617	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70001111	70001	1	1000058653	11	1073880560	1	0	2	1073880617	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70001112	70001	1	1000058653	12	1073880561	1	0	2	1073880617	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70001113	70001	1	1000058653	13	1073880562	1	0	2	1073880617	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70002110	70002	1	1000058653	10	1073880563	1	0	2	1073880617	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70002111	70002	1	1000058653	11	1073880564	1	0	2	1073880617	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70002112	70002	1	1000058653	12	1073880565	1	0	2	1073880617	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70002113	70002	1	1000058653	13	1073880566	1	0	2	1073880617	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70003110	70003	1	1000058653	10	1073880567	1	0	2	1073880617	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70003111	70003	1	1000058653	11	1073880568	1	0	2	1073880617	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70003112	70003	1	1000058653	12	1073880569	1	0	2	1073880617	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70003113	70003	1	1000058653	13	1073880570	1	0	2	1073880617	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70004110	70004	1	1000058653	10	1073880571	1	0	2	1073880617	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70004111	70004	1	1000058653	11	1073880572	1	0	2	1073880617	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70004112	70004	1	1000058653	12	1073880573	1	0	2	1073880617	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70004113	70004	1	1000058653	13	1073880574	1	0	2	1073880617	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70005110	70005	1	1000058653	10	1073880575	1	0	2	1073880617	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
70005111	70005	1	1000058653	11	1073880576	1	0	2	1073880617	1	0	0	0	0	0	0	0	0	0	0	-1	0	true
