ROWID	_DropGroupID|INTEGER	_FTGBoostFlag|BOOLEAN	_Difficulty|INTEGER	_ExDifficulty|INTEGER	_DropID|INTEGER	_Expectation|DOUBLE	_PropertyDrop|BOOLEAN	_MinLevel|INTEGER	_MaxLevel|INTEGER	_PropertyDropCopy|BOOLEAN
109378688	117441320	false	3	0	201001	0.0	false	0	0	false
109378689	117441322	false	3	0	201001	0.0	false	0	0	false
109378690	117441324	false	3	0	201001	0.0	false	0	0	false
109378691	117441317	false	3	0	201000	0.0	false	0	0	false
109378692	117441321	false	3	0	201000	0.0	false	0	0	false
109378693	117441323	false	3	0	201000	0.0	false	0	0	false
109378694	117441325	false	3	0	201000	0.0	false	0	0	false
109378695	117441318	false	3	0	201003	0.0	false	0	0	false
109378696	117441319	false	3	0	201003	0.0	false	0	0	false
109378697	117441320	false	1	0	201001	0.0	false	0	0	false
109378698	117441322	false	1	0	201001	0.0	false	0	0	false
109378699	117441324	false	1	0	201001	0.0	false	0	0	false
109378700	117441317	false	1	0	201000	0.0	false	0	0	false
109378701	117441321	false	1	0	201000	0.0	false	0	0	false
109378702	117441323	false	1	0	201000	0.0	false	0	0	false
109378703	117441325	false	1	0	201000	0.0	false	0	0	false
109378704	117441318	false	1	0	201003	0.0	false	0	0	false
109378705	117441319	false	1	0	201003	0.0	false	0	0	false
109378706	117441320	false	0	0	201001	0.0	false	0	0	false
109378707	117441322	false	0	0	201001	0.0	false	0	0	false
109378708	117441324	false	0	0	201001	0.0	false	0	0	false
109378709	117441317	false	0	0	201000	0.0	false	0	0	false
109378710	117441321	false	0	0	201000	0.0	false	0	0	false
109378711	117441323	false	0	0	201000	0.0	false	0	0	false
109378712	117441325	false	0	0	201000	0.0	false	0	0	false
109378713	117441318	false	0	0	201003	0.0	false	0	0	false
109378714	117441319	false	0	0	201003	0.0	false	0	0	false
109378715	117441320	false	2	0	201001	0.0	false	0	0	false
109378716	117441322	false	2	0	201001	0.0	false	0	0	false
109378717	117441324	false	2	0	201001	0.0	false	0	0	false
109378718	117441317	false	2	0	201000	0.0	false	0	0	false
109378719	117441321	false	2	0	201000	0.0	false	0	0	false
109378720	117441323	false	2	0	201000	0.0	false	0	0	false
109378721	117441325	false	2	0	201000	0.0	false	0	0	false
109378722	117441318	false	2	0	201003	0.0	false	0	0	false
109378723	117441319	false	2	0	201003	0.0	false	0	0	false
