ROWID	_UseCompound|BOOLEAN	_UseDesign|BOOLEAN	_sort|INTEGER
1073871921	false	false	0
1073871922	false	false	0
1073871923	false	false	0
1073871924	false	false	0
1073871925	false	false	0
1073871926	false	false	0
1073871927	false	false	0
1073871928	false	false	0
1073871929	false	false	0
1073871930	false	false	0
1073871931	false	false	0
1073871932	false	false	0
1073871933	false	false	0
1073871934	false	false	0
1073871935	false	false	0
1073871936	false	false	0
1073871937	false	false	0
1073871938	false	false	0
1073871939	false	false	0
1073871940	false	false	0
1073871941	false	false	0
1073871942	false	false	0
1073871943	false	false	0
1073871944	false	false	0
1073871945	false	false	0
1073871946	false	false	0
1073871947	false	false	0
1073871948	false	false	0
1073871949	false	false	0
1073871950	false	false	0
1073871951	false	false	0
1073871952	false	false	0
1073871953	false	false	0
1073871954	false	false	0
1073871955	false	false	0
1073871956	false	false	0
1073871957	false	false	0
1073871958	false	false	0
1073871959	false	false	0
1073871960	false	false	0
1073871961	false	false	0
1073871962	false	false	0
1073871963	false	false	0
1073871964	false	false	0
1073871965	false	false	0
1073871966	false	false	0
1073871967	false	false	0
1073871968	false	false	0
1073871969	false	false	0
1073871970	false	false	0
1073871971	false	false	0
1073871972	false	false	0
1073871973	false	false	0
1073871974	false	false	0
1073870638	true	false	0
1073870639	true	false	0
1073870640	true	false	0
1073870641	true	false	0
1073870642	true	false	0
1073870643	true	false	0
1073870644	true	false	0
1073870645	true	false	0
1073870646	true	false	0
1073870647	true	false	0
1073870648	true	false	0
1073870649	true	false	0
1073870650	true	false	0
1073870651	true	false	0
1073870652	true	false	0
1073870653	true	false	0
1073870654	true	false	0
1073870655	true	false	0
1073870656	true	false	0
1073870657	true	false	0
1073870658	true	false	0
1073870659	true	false	0
1073870660	true	false	0
1073870661	true	false	0
1073870662	true	false	0
1073870663	true	false	0
1073870664	true	false	0
1073870665	true	false	0
1073870666	true	false	0
1073870667	true	false	0
1073870668	true	false	0
1073870669	true	false	0
1073870670	true	false	0
1073870671	true	false	0
1073870672	true	false	0
1073870673	true	false	0
