ROWID	_ImprintingType|INTEGER
1073871921	2
1073871922	4
1073871923	2
1073871924	4
1073871925	2
1073871926	4
1073871927	2
1073871928	4
1073871929	2
1073871930	4
1073871931	2
1073871932	4
1073871933	2
1073871934	4
1073871935	2
1073871936	4
1073871937	2
1073871938	4
1073871939	2
1073871940	4
1073871941	2
1073871942	4
1073871943	2
1073871944	4
1073871945	2
1073871946	4
1073871947	2
1073871948	4
1073871949	2
1073871950	4
1073871951	2
1073871952	4
1073871953	2
1073871954	4
1073871955	2
1073871956	4
1073871957	2
1073871958	4
1073871959	2
1073871960	4
1073871961	2
1073871962	4
1073871963	2
1073871964	4
1073871965	2
1073871966	4
1073871967	2
1073871968	4
1073871969	2
1073871970	4
1073871971	2
1073871972	4
1073871973	2
1073871974	4
1073870638	2
1073870639	2
1073870640	2
1073870641	2
1073870642	2
1073870643	2
1073870644	2
1073870645	2
1073870646	2
1073870647	2
1073870648	2
1073870649	2
1073870650	2
1073870651	2
1073870652	2
1073870653	2
1073870654	2
1073870655	2
1073870656	2
1073870657	2
1073870658	2
1073870659	2
1073870660	2
1073870661	2
1073870662	2
1073870663	2
1073870664	2
1073870665	2
1073870666	2
1073870667	2
1073870668	2
1073870669	2
1073870670	2
1073870671	2
1073870672	2
1073870673	2
1073870674	2
1073870675	2
1073870676	2
1073870677	2
1073870678	2
1073870679	2
1073870680	2
1073870681	2
1073870682	2
1073870683	2
1073870684	2
1073870685	2
1073870686	2
1073870687	2
1073870688	2
1073870689	2
1073870690	2
1073870691	2
1073870692	2
1073870693	2
1073870694	2
1073870695	2
1073870696	2
1073870697	2
1073870698	2
1073870699	2
1073870700	2
1073870701	2
1073870702	2
1073870703	2
1073870704	2
1073870705	2
1073870706	2
1073870707	2
1073870708	2
1073870709	2
1073870710	2
1073870711	2
1073870712	2
1073870713	2
1073870714	2
1073870715	2
1073870716	2
1073870717	2
1073870718	2
1073870719	2
1073870720	2
1073870721	2
1073870722	2
1073870723	2
1073870724	2
1073870725	2
1073870726	2
1073870727	2
1073870728	2
1073870729	2
1073870730	2
1073870731	2
1073870732	2
1073870733	2
1073870734	2
1073870735	2
1073870736	2
1073870737	2
1073870738	2
1073870739	2
1073870740	2
1073870741	2
1073870742	2
1073870743	2
1073870744	2
1073870745	2
1073870746	2
1073870747	2
1073870748	2
1073870749	2
1073870750	2
1073870751	2
1073870752	2
1073870753	2
1073870754	2
1073870755	2
1073870756	2
1073870757	2
1073918465	2
1073918466	2
1073918467	2
1073918468	2
1073918469	2
1073918470	2
1073918471	2
1073918472	2
1073918473	2
1073918474	2
1073918475	2
1073918476	2
1073918477	2
1073918478	2
1073918479	2
1073918480	2
1073918481	2
1073918482	2
1073918483	2
1073918484	2
1073918485	2
1073918486	2
1073918487	2
1073918488	2
1073918489	2
1073918490	2
1073918491	2
1073918492	2
1073918493	2
1073918494	2
1073870025	2
1073870026	2
1073870027	2
1073870028	2
1073870029	2
1073870030	2
1073870031	2
1073870032	2
1073870033	2
1073870034	2
1073870035	2
1073870036	2
1073870037	2
1073870038	2
1073870039	2
1073870040	2
1073870041	2
1073870042	2
1073870043	2
1073870044	2
1073870045	2
1073870046	2
1073870047	2
1073870048	2
1073870049	2
1073870050	2
1073870051	2
1073870052	2
1073870053	2
1073870054	2
1073870055	2
1073870056	2
1073870057	2
1073870058	2
1073870059	2
1073870060	2
1073870061	2
1073870062	2
1073870063	2
1073870064	2
1073870065	2
1073870066	2
1073870067	2
1073870068	2
1073870069	2
1073870070	2
1073870071	2
1073870072	2
1073870073	2
1073870074	2
1073870075	2
1073870076	2
1073870077	2
1073870078	2
1073870079	2
1073870080	2
1073870081	2
1073870082	2
1073870083	2
1073870084	2
1073870085	2
1073870086	2
1073870087	2
1073870088	2
1073870089	2
1073870090	2
1073870091	2
1073870092	2
1073870093	2
1073870094	2
1073870095	2
1073870096	2
1073870097	2
1073870098	2
1073870099	2
1073870100	2
1073870101	2
1073870102	2
1073870103	2
1073870104	2
1073870105	2
1073870106	2
1073870107	2
1073870108	2
1073870109	2
1073870110	2
1073870111	2
1073870112	2
1073870113	2
1073870114	2
1073870115	2
1073870116	2
1073870117	2
1073870118	2
1073870119	2
1073870120	2
1073870121	2
1073870122	2
1073870123	2
1073870124	2
1073870125	2
1073870126	2
1073870127	2
1073870128	2
1073870129	2
1073870130	2
1073870131	2
1073870132	2
1073870133	2
1073870134	2
1073870135	2
1073870136	2
1073870137	2
1073870138	2
1073870139	2
1073870140	2
1073870141	2
1073870142	2
1073870143	2
1073870144	2
1073870145	2
1073870146	2
1073870147	2
1073870148	2
1073870149	2
1073870150	2
1073870151	2
1073870152	2
1073870153	2
1073870154	2
1073870155	2
1073870156	2
1073870157	2
1073870158	2
1073870159	2
1073868723	2
1073868724	2
1073868725	2
1073868726	2
1073868727	2
1073868728	2
1073868729	2
1073868730	2
1073868731	2
1073868732	2
1073868733	2
1073868734	2
1073868735	2
1073868736	2
1073868737	2
1073868738	2
1073868739	2
1073868740	2
1073868741	2
1073868742	2
1073868743	2
1073868744	2
1073868745	2
1073868746	2
1073868747	2
1073868748	2
1073868749	2
1073868750	2
1073868751	2
1073868752	2
1073868753	2
1073868754	2
1073868755	2
1073868756	2
1073868757	2
1073868758	2
1073868759	2
1073868760	2
1073868761	2
1073868762	2
1073868763	2
1073868764	2
1073868765	2
1073868766	2
1073868767	2
1073868768	2
1073868769	2
1073868770	2
1073868771	2
1073868772	2
1073868773	2
1073868774	2
1073868775	2
1073868776	2
1073868777	2
1073868778	2
1073868779	2
1073868780	2
1073868781	2
1073868782	2
1073868783	2
1073868784	2
1073868785	2
1073868786	2
1073868787	2
1073868788	2
1073868789	2
1073868790	2
1073868791	2
1073868792	2
1073868793	2
1073868794	2
1073868795	2
1073868796	2
1073868797	2
1073868798	2
1073868799	2
1073868800	2
1073868801	2
1073868802	2
1073868803	2
1073868804	2
1073868805	2
1073868806	2
1073868807	2
1073868808	2
1073868809	2
1073868810	2
1073868811	2
1073868812	2
1073868813	2
1073868814	2
1073868815	2
1073868816	2
1073868817	2
1073868818	2
1073868819	2
1073868820	2
1073868821	2
1073868822	2
1073868823	2
1073868824	2
1073868825	2
1073868826	2
1073868827	2
1073868828	2
1073868829	2
1073868830	2
1073868831	2
1073868832	2
1073868833	2
1073868834	2
1073868835	2
1073868836	2
1073868837	2
1073868838	2
1073868839	2
1073868840	2
1073868841	2
1073868842	2
1073868628	2
1073868629	4
1073868630	2
1073868631	4
1073868632	2
1073868633	4
1073868634	2
1073868635	4
1073868636	2
1073868637	4
1073868638	2
1073868639	4
1073868640	2
1073868641	4
1073868642	2
1073868643	4
1073868644	2
1073868645	4
1073868646	2
1073868647	4
1073868648	2
1073868649	4
1073868650	2
1073868651	4
1073868652	2
1073868653	4
1073868654	2
1073868655	4
1073868656	2
1073868657	4
1073868658	2
1073868659	4
1073868660	2
1073868661	4
1073868662	2
1073868663	4
1073868664	2
1073868665	4
1073868666	2
1073868667	4
1073868668	2
1073868669	4
1073868670	2
1073868671	4
1073868672	2
1073868673	4
1073868674	2
1073868675	4
1073868676	2
1073868677	4
1073868678	2
1073868679	4
1073868680	2
1073868681	4
1073866997	2
1073866998	4
1073867002	2
1073867003	4
1073867007	2
1073867008	4
1073867012	2
1073867013	4
1073867017	2
1073867018	4
1073867022	2
1073867023	4
1073867027	2
1073867028	4
1073867032	2
1073867033	4
1073867037	2
1073867038	4
1073867042	2
1073867043	4
1073867047	2
1073867048	4
1073867052	2
1073867053	4
1073867057	2
1073867058	4
1073867062	2
1073867063	4
1073867067	2
1073867068	4
1073867072	2
1073867073	4
1073867077	2
1073867078	4
1073867082	2
1073867083	4
1073867087	2
1073867088	4
1073867092	2
1073867093	4
1073867097	2
1073867098	4
1073867102	2
1073867103	4
1073867107	2
1073867108	4
1073867112	2
1073867113	4
1073867117	2
1073867118	4
1073867122	2
1073867123	4
1073867127	2
1073867128	4
1073866870	2
1073866871	2
1073866872	2
1073866873	2
1073866874	2
1073866379	2
1073866380	2
1073866381	2
1073866382	2
1073866383	2
1073866384	2
1073866385	2
1073866386	2
1073866387	2
1073866388	2
1073866389	2
1073866390	2
1073866391	2
1073866392	2
1073866393	2
1073866394	2
1073866395	2
1073866396	2
1073866397	2
1073866398	2
1073866399	2
1073866400	2
1073866401	2
1073866402	2
1073866403	2
1073866404	2
1073866405	2
1073866406	2
1073866407	2
1073866408	2
1073866409	2
1073866410	2
1073866411	2
1073866412	2
1073866413	2
1073866414	2
1073866415	2
1073866416	2
1073866417	2
1073866418	2
1073866419	2
1073866420	2
1073866421	2
1073866422	2
1073866423	2
1073866424	2
1073866425	2
1073866426	2
1073866427	2
1073866428	2
1073866429	2
1073866430	2
1073866431	2
1073866432	2
1073866433	2
1073866434	2
1073866435	2
1073866436	2
1073866437	2
1073866438	2
1073866439	2
1073866440	2
1073866441	2
1073866442	2
1073866443	2
1073866444	2
1073866445	2
1073866446	2
1073866447	2
1073866448	2
1073866449	2
1073866450	2
1073866451	2
1073866452	2
1073866453	2
1073866454	2
1073866455	2
1073866456	2
1073866457	2
1073866458	2
1073866459	2
1073866460	2
1073866461	2
1073866462	2
1073866463	2
1073866464	2
1073866465	2
1073866466	2
1073866467	2
1073866468	2
1073865788	2
1073865789	2
1073865790	2
1073865791	2
1073865792	2
1073865793	2
1073865794	2
1073865795	2
1073865796	2
1073865797	2
1073865798	2
1073865799	2
1073865800	2
1073865801	2
1073865802	2
1073865803	2
1073865804	2
1073865805	2
1073865806	2
1073865807	2
1073865808	2
1073865809	2
1073865810	2
1073865811	2
1073865812	2
1073865813	2
1073865814	2
1073865815	2
1073865816	2
1073865817	2
1073865818	2
1073865819	2
1073865820	2
1073865821	2
1073865822	2
1073865823	2
1073865824	2
1073865825	2
1073865826	2
1073865827	2
1073865828	2
1073865829	2
1073865830	2
1073865831	2
1073865832	2
1073865833	2
1073865834	2
1073865835	2
1073865836	2
1073865837	2
1073865838	2
1073865839	2
1073865840	2
1073865841	2
1073865842	2
1073865843	2
1073865844	2
1073865845	2
1073865846	2
1073865847	2
1073865848	2
1073865849	2
1073865850	2
1073865851	2
1073865852	2
1073865853	2
1073865854	2
1073865855	2
1073865856	2
1073865857	2
1073865858	2
1073865859	2
1073865860	2
1073865861	2
1073865862	2
1073865863	2
1073865864	2
1073865865	2
1073865866	2
1073865867	2
1073865868	2
1073865869	2
1073865870	2
1073865871	2
1073865872	2
1073865873	2
1073865874	2
1073865875	2
1073865876	2
1073865877	2
1073865878	2
1073865879	2
1073865880	2
1073865881	2
1073865882	2
1073865883	2
1073865884	2
1073865885	2
1073865886	2
1073865887	2
1073865888	2
1073865889	2
1073865890	2
1073865891	2
1073865892	2
1073865893	2
1073865894	2
1073865895	2
1073865896	2
1073865897	2
1073865898	2
1073865899	2
1073865900	2
1073865901	2
1073865902	2
1073865903	2
1073865904	2
1073865905	2
1073865906	2
1073865907	2
1073865908	2
1073865909	2
1073865910	2
1073865911	2
1073865912	2
1073865913	2
1073865914	2
1073865915	2
1073865916	2
1073865917	2
1073865918	2
1073865919	2
1073865920	2
1073865921	2
1073865922	2
1073865170	2
1073865171	2
1073865172	2
1073865173	2
1073865174	2
1073865175	2
1073865176	2
1073865177	2
1073865178	2
1073865179	2
1073865180	2
1073865181	2
1073865182	2
1073865183	2
1073865184	2
1073865185	2
1073865186	2
1073865187	2
1073865188	2
1073865189	2
1073865190	2
1073865191	2
1073865192	2
1073865193	2
1073865194	2
1073865195	2
1073865196	2
1073865197	2
1073865198	2
1073865199	2
1073865200	2
1073865201	2
1073865202	2
1073865203	2
1073865204	2
1073865205	2
1073865206	2
1073865207	2
1073865208	2
1073865209	2
1073865210	2
1073865211	2
1073865212	2
1073865213	2
1073865214	2
1073865215	2
1073865216	2
1073865217	2
1073865218	2
1073865219	2
1073865220	2
1073865221	2
1073865222	2
1073865223	2
1073865224	2
1073865225	2
1073865226	2
1073865227	2
1073865228	2
1073865229	2
1073865230	2
1073865231	2
1073865232	2
1073865233	2
1073865234	2
1073865235	2
1073865236	2
1073865237	2
1073865238	2
1073865239	2
1073865240	2
1073865241	2
1073865242	2
1073865243	2
1073865244	2
1073865245	2
1073865246	2
1073865247	2
1073865248	2
1073865249	2
1073865250	2
1073865251	2
1073865252	2
1073865253	2
1073865254	2
1073865255	2
1073865256	2
1073865257	2
1073865258	2
1073865259	2
1073865260	2
1073865261	2
1073865262	2
1073865263	2
1073865264	2
1073865265	2
1073865266	2
1073865267	2
1073865268	2
1073865269	2
1073865270	2
1073865271	2
1073865272	2
1073865273	2
1073865274	2
1073865275	2
1073865276	2
1073865277	2
1073865278	2
1073865279	2
1073865280	2
1073865281	2
1073865282	2
1073865283	2
1073865284	2
1073865285	2
1073865286	2
1073865287	2
1073865288	2
1073865289	2
1073865290	2
1073865291	2
1073865292	2
1073865293	2
1073865294	2
1073865295	2
1073865296	2
1073865297	2
1073865298	2
1073865299	2
1073865300	2
1073865301	2
1073865302	2
1073865303	2
1073865304	2
1073864180	2
1073864181	2
1073864182	2
1073864183	2
1073864184	2
1073864185	2
1073864186	2
1073864187	2
1073864188	2
1073864189	2
1073864190	2
1073864191	2
1073864192	2
1073864193	2
1073864194	2
1073864195	2
1073864196	2
1073864197	2
1073864198	2
1073864199	2
1073864200	2
1073864201	2
1073864202	2
1073864203	2
1073864204	2
1073864205	2
1073864206	2
1073864207	2
1073864208	2
1073864209	2
1073864210	2
1073864211	2
1073864212	2
1073864213	2
1073864214	2
1073864215	2
1073864216	2
1073864217	2
1073864218	2
1073864219	2
1073864220	2
1073864221	2
1073864222	2
1073864223	2
1073864224	2
1073864225	2
1073864226	2
1073864227	2
1073864228	2
1073864229	2
1073864230	2
1073864231	2
1073864232	2
1073864233	2
1073864234	2
1073864235	2
1073864236	2
1073864237	2
1073864238	2
1073864239	2
1073864240	2
1073864241	2
1073864242	2
1073864243	2
1073864244	2
1073864245	2
1073864246	2
1073864247	2
1073864248	2
1073864249	2
1073864250	2
1073864251	2
1073864252	2
1073864253	2
1073864254	2
1073864255	2
1073864256	2
1073864257	2
1073864258	2
1073864259	2
1073864260	2
1073864261	2
1073864262	2
1073864263	2
1073864264	2
1073864265	2
1073864266	2
1073864267	2
1073864268	2
1073864269	2
1073864270	2
1073864271	2
1073864272	2
1073864273	2
1073864274	2
1073864275	2
1073864276	2
1073864277	2
1073864278	2
1073864279	2
1073864280	2
1073864281	2
1073864282	2
1073864283	2
1073864284	2
1073864285	2
1073864286	2
1073864287	2
1073864288	2
1073864289	2
1073864290	2
1073864291	2
1073864292	2
1073864293	2
1073864294	2
1073864295	2
1073864296	2
1073864297	2
1073864298	2
1073864299	2
1073864300	2
1073864301	2
1073864302	2
1073864303	2
1073864304	2
1073864305	2
1073864306	2
1073864307	2
1073864308	2
1073864309	2
1073864310	2
1073864311	2
1073864312	2
1073864313	2
1073864314	2
1073863784	2
1073863785	4
1073863786	2
1073863787	4
1073863788	2
1073863789	4
1073863790	2
1073863791	4
1073863792	2
1073863793	4
1073863794	2
1073863795	4
1073863796	2
1073863797	4
1073863798	2
1073863799	4
1073863800	2
1073863801	4
1073863802	2
1073863803	4
1073863804	2
1073863805	4
1073863806	2
1073863807	4
1073863808	2
1073863809	4
1073863810	2
1073863811	4
1073863812	2
1073863813	4
1073863814	2
1073863815	4
1073863816	2
1073863817	4
1073863818	2
1073863819	4
1073863820	2
1073863821	4
1073863822	2
1073863823	4
1073863824	2
1073863825	4
1073863826	2
1073863827	4
1073863828	2
1073863829	4
1073863830	2
1073863831	4
1073863832	2
1073863833	4
1073863834	2
1073863835	4
1073863836	2
1073863837	4
1073861275	2
1073861276	2
1073861277	2
1073861278	2
1073861279	2
1073861280	2
1073861281	2
1073861282	2
1073861283	2
1073861284	2
1073861285	2
1073861286	2
1073861287	2
1073861288	2
1073861289	2
1073861290	2
1073861291	2
1073861292	2
1073861293	2
1073861294	2
1073861295	2
1073861296	2
1073861297	2
1073861298	2
1073861299	2
1073861300	2
1073861301	2
1073861302	2
1073861303	2
1073861304	2
1073861305	2
1073861306	2
1073861307	2
1073861308	2
1073861309	2
1073861310	2
1073861311	2
1073861312	2
1073861313	2
1073861314	2
1073861315	2
1073861316	2
1073861317	2
1073861318	2
1073861319	2
1073861320	2
1073861321	2
1073861322	2
1073861323	2
1073861324	2
1073861325	2
1073861326	2
1073861327	2
1073861328	2
1073861329	2
1073861330	2
1073861331	2
1073861332	2
1073861333	2
1073861334	2
1073861335	2
1073861336	2
1073861337	2
1073861338	2
1073861339	2
1073861340	2
1073861341	2
1073861342	2
1073861343	2
1073861344	2
1073861345	2
1073861346	2
1073861347	2
1073861348	2
1073861349	2
1073861350	2
1073861351	2
1073861352	2
1073861353	2
1073861354	2
1073861355	2
1073861356	2
1073861357	2
1073861358	2
1073861359	2
1073861360	2
1073861361	2
1073861362	2
1073861363	2
1073861364	2
1073861365	2
1073861366	2
1073861367	2
1073861368	2
1073861369	2
1073861370	2
1073861371	2
1073861372	2
1073861373	2
1073861374	2
1073861375	2
1073861376	2
1073861377	2
1073861378	2
1073861379	2
1073861380	2
1073861381	2
1073861382	2
1073861383	2
1073861384	2
1073861385	2
1073861386	2
1073861387	2
1073861388	2
1073861389	2
1073861390	2
1073861391	2
1073861392	2
1073861393	2
1073861394	2
1073861395	2
1073861396	2
1073861397	2
1073861398	2
1073861399	2
1073861400	2
1073861401	2
1073861402	2
1073861403	2
1073861404	2
1073861405	2
1073861406	2
1073861407	2
1073861408	2
1073861409	2
1073860647	2
1073860648	4
1073860649	2
1073860650	4
1073860651	2
1073860652	4
1073860653	2
1073860654	4
1073860655	2
1073860656	4
1073860657	2
1073860658	4
1073860659	2
1073860660	4
1073860661	2
1073860662	4
1073860663	2
1073860664	4
1073860665	2
1073860666	4
1073860667	2
1073860668	4
1073860669	2
1073860670	4
1073860671	2
1073860672	4
1073860673	2
1073860674	4
1073860675	2
1073860676	4
1073860677	2
1073860678	4
1073860679	2
1073860680	4
1073860681	2
1073860682	4
1073860683	2
1073860684	4
1073860685	2
1073860686	4
1073860687	2
1073860688	4
1073860689	2
1073860690	4
