ROWID	_UseCompound|BOOLEAN	_UseDesign|BOOLEAN	_sort|INTEGER
1073851358	false	false	0
1073851359	false	false	0
1073851360	false	false	0
1073851361	false	false	0
1073851362	false	false	0
1073851897	true	false	0
1073851898	true	false	0
1073851899	true	false	0
1073851900	true	false	0
1073851901	true	false	0
1073851902	true	false	0
1073851903	true	false	0
1073851904	true	false	0
1073851905	true	false	0
1073851906	true	false	0
1073851907	true	false	0
1073851908	true	false	0
1073851909	true	false	0
1073851910	true	false	0
1073851911	true	false	0
1073851912	true	false	0
1073851913	true	false	0
1073851914	true	false	0
1073851915	true	false	0
1073851916	true	false	0
1073851917	true	false	0
1073851918	true	false	0
1073851919	true	false	0
1073851920	true	false	0
1073851921	true	false	0
1073851922	true	false	0
1073851923	true	false	0
1073851924	true	false	0
1073851925	true	false	0
1073851926	true	false	0
1073851927	true	false	0
1073851928	true	false	0
1073851929	true	false	0
1073851930	true	false	0
1073851931	true	false	0
1073851932	true	false	0
1073851933	true	false	0
1073851934	true	false	0
1073851935	true	false	0
1073851936	true	false	0
1073851937	true	false	0
1073851938	true	false	0
1073851939	true	false	0
1073851940	true	false	0
1073851941	true	false	0
1073851942	true	false	0
1073851943	true	false	0
1073851944	true	false	0
1073851945	true	false	0
1073851946	true	false	0
1073851947	true	false	0
1073851948	true	false	0
1073851949	true	false	0
1073851950	true	false	0
1073851951	true	false	0
1073851952	true	false	0
1073851953	true	false	0
1073851954	true	false	0
1073851955	true	false	0
1073851956	true	false	0
1073851957	true	false	0
1073851958	true	false	0
1073851959	true	false	0
1073851960	true	false	0
1073851961	true	false	0
1073851962	true	false	0
1073851963	true	false	0
1073851964	true	false	0
1073851965	true	false	0
1073851966	true	false	0
1073851967	true	false	0
1073851968	true	false	0
1073851969	true	false	0
1073851970	true	false	0
1073851971	true	false	0
1073851972	true	false	0
1073851973	true	false	0
1073851974	true	false	0
1073851975	true	false	0
1073851976	true	false	0
1073862360	true	false	0
1073862361	true	false	0
1073862362	true	false	0
1073862363	true	false	0
1073862364	true	false	0
1073862365	true	false	0
1073862366	true	false	0
1073862367	true	false	0
1073862368	true	false	0
1073862369	true	false	0
1073844867	true	false	0
1073844868	true	false	0
1073844869	true	false	0
1073844870	true	false	0
1073844871	true	false	0
1073844872	true	false	0
1073844873	true	false	0
1073844874	true	false	0
1073844875	true	false	0
1073844876	true	false	0
1073844877	true	false	0
1073844878	true	false	0
1073844879	true	false	0
1073844880	true	false	0
1073844881	true	false	0
1073844882	true	false	0
1073844883	true	false	0
1073844884	true	false	0
1073844885	true	false	0
1073844886	true	false	0
1073844887	true	false	0
1073844888	true	false	0
1073844889	true	false	0
1073844890	true	false	0
1073844891	true	false	0
1073844892	true	false	0
1073844893	true	false	0
1073844894	true	false	0
1073844895	true	false	0
1073844896	true	false	0
1073844897	true	false	0
1073844898	true	false	0
1073844899	true	false	0
1073844900	true	false	0
1073844901	true	false	0
1073844902	true	false	0
1073844903	true	false	0
1073844904	true	false	0
1073844905	true	false	0
1073844906	true	false	0
1073844907	true	false	0
1073844908	true	false	0
1073844909	true	false	0
1073844910	true	false	0
1073844911	true	false	0
1073844912	true	false	0
1073844913	true	false	0
1073844914	true	false	0
1073844915	true	false	0
1073844916	true	false	0
1073844917	true	false	0
1073844918	true	false	0
1073844919	true	false	0
1073844920	true	false	0
1073844921	true	false	0
1073844922	true	false	0
1073844923	true	false	0
1073844924	true	false	0
1073844925	true	false	0
1073844926	true	false	0
1073844927	true	false	0
1073844928	true	false	0
1073844929	true	false	0
1073844930	true	false	0
1073844931	true	false	0
1073844932	true	false	0
1073844933	true	false	0
1073844934	true	false	0
1073844935	true	false	0
1073844936	true	false	0
1073844937	true	false	0
1073844938	true	false	0
1073844939	true	false	0
1073844940	true	false	0
1073844941	true	false	0
1073844942	true	false	0
1073844943	true	false	0
1073844944	true	false	0
1073844945	true	false	0
1073844946	true	false	0
1073844947	true	false	0
1073844948	true	false	0
1073844949	true	false	0
1073844950	true	false	0
1073844951	true	false	0
1073844952	true	false	0
1073844953	true	false	0
1073844954	true	false	0
1073844955	true	false	0
1073844956	true	false	0
1073844957	true	false	0
1073844958	true	false	0
1073844959	true	false	0
1073844960	true	false	0
1073844961	true	false	0
1073844962	true	false	0
1073844963	true	false	0
1073844964	true	false	0
1073844965	true	false	0
1073844966	true	false	0
1073844967	true	false	0
1073844968	true	false	0
1073844969	true	false	0
1073844970	true	false	0
1073844971	true	false	0
1073844972	true	false	0
1073844973	true	false	0
1073844974	true	false	0
1073844975	true	false	0
1073844976	true	false	0
1073844977	true	false	0
1073844978	true	false	0
1073844979	true	false	0
1073844980	true	false	0
1073844981	true	false	0
1073844982	true	false	0
1073844983	true	false	0
1073844984	true	false	0
1073844985	true	false	0
1073844986	true	false	0
1073843272	true	false	0
1073843273	true	false	0
1073843274	true	false	0
1073843275	true	false	0
1073843276	true	false	0
1073843277	true	false	0
1073843278	true	false	0
1073843279	true	false	0
1073843280	true	false	0
1073843281	true	false	0
1073843282	true	false	0
1073843283	true	false	0
1073843284	true	false	0
1073843285	true	false	0
1073843286	true	false	0
1073839264	true	false	0
1073839265	true	false	0
1073839266	true	false	0
1073839267	true	false	0
1073839268	true	false	0
1073839269	true	false	0
1073839270	true	false	0
1073839271	true	false	0
1073839272	true	false	0
1073839273	true	false	0
1073839274	true	false	0
1073839275	true	false	0
1073839276	true	false	0
1073839277	true	false	0
1073839278	true	false	0
1073839279	true	false	0
1073839280	true	false	0
1073839281	true	false	0
1073839282	true	false	0
1073839283	true	false	0
1073839284	true	false	0
1073839285	true	false	0
1073839286	true	false	0
1073839287	true	false	0
1073839288	true	false	0
1073839289	true	false	0
1073839290	true	false	0
1073839291	true	false	0
1073839292	true	false	0
1073839293	true	false	0
1073839294	true	false	0
1073839295	true	false	0
1073839296	true	false	0
1073839297	true	false	0
1073839298	true	false	0
1073839299	true	false	0
1073839300	true	false	0
1073839301	true	false	0
1073839302	true	false	0
1073839303	true	false	0
1073839304	true	false	0
1073839305	true	false	0
1073839306	true	false	0
1073839307	true	false	0
1073839308	true	false	0
1073839309	true	false	0
1073839310	true	false	0
1073839311	true	false	0
1073839312	true	false	0
1073839313	true	false	0
1073839314	true	false	0
1073839315	true	false	0
1073839316	true	false	0
1073839317	true	false	0
1073839318	true	false	0
1073839319	true	false	0
1073839320	true	false	0
1073839321	true	false	0
1073839322	true	false	0
1073839323	true	false	0
1073839324	true	false	0
1073839325	true	false	0
1073839326	true	false	0
1073839327	true	false	0
1073839328	true	false	0
1073839329	true	false	0
1073839330	true	false	0
1073839331	true	false	0
1073839332	true	false	0
1073839333	true	false	0
1073839334	true	false	0
1073839335	true	false	0
1073839336	true	false	0
1073839337	true	false	0
1073839338	true	false	0
1073839339	true	false	0
1073839340	true	false	0
1073839341	true	false	0
1073839342	true	false	0
1073839343	true	false	0
1073839344	true	false	0
1073839345	true	false	0
1073839346	true	false	0
1073839347	true	false	0
1073839348	true	false	0
1073839349	true	false	0
1073839350	true	false	0
1073839351	true	false	0
1073839352	true	false	0
1073839353	true	false	0
1073839354	true	false	0
1073839355	true	false	0
1073839356	true	false	0
