ROWID	_ShopID|INTEGER	_TabID|INTEGER	_TabNameID|INTEGER	_ListID|INTEGER	_itemindex|INTEGER	_Quantity|INTEGER	_Period|INTEGER	_PurchaseType1|INTEGER	_PurchaseItem1|INTEGER	_PurchaseItemValue1|INTEGER	_PurchaseType2|INTEGER	_PurchaseItem2|INTEGER	_PurchaseItemValue2|INTEGER	_PurchaseLimitType|INTEGER	_PurchaseLimitValue|INTEGER	_buyLimitCount|INTEGER	_ShopLimitReset|INTEGER	_SampleID|INTEGER	_ItemOptionID|INTEGER	_RepurchaseTime|INTEGER	_ShopSealCount|INTEGER	_PotentialList|INTEGER	_StorePreview|BOOLEAN
5501100	5501	1	1000010191	0	536871449	1	7	2	268494501	250	0	0	0	3	26	0	0	0	0	0	-1	0	false
5501101	5501	1	1000010191	1	536876163	1	7	2	268494501	250	0	0	0	3	26	0	0	0	0	0	-1	0	false
5502100	5502	1	1000010191	0	536871449	1	7	2	268494501	250	0	0	0	3	26	0	0	0	0	0	-1	0	false
5502101	5502	1	1000010191	1	536876163	1	7	2	268494501	250	0	0	0	3	26	0	0	0	0	0	-1	0	false
5502200	5502	2	7105	0	805312831	1	0	2	268494501	55	0	0	0	3	4	0	0	0	0	0	-1	0	false
5502201	5502	2	7105	1	805312832	1	0	2	268494501	110	0	0	0	3	7	0	0	0	0	0	-1	0	false
5502205	5502	2	7105	5	805312833	1	0	2	268494501	220	0	0	0	3	10	0	0	0	0	0	-1	0	false
5502206	5502	2	7105	6	805312834	1	0	2	268494501	330	0	0	0	3	13	0	0	0	0	0	-1	0	false
5502210	5502	2	7105	10	805312835	1	0	2	268494501	440	0	0	0	3	16	0	0	0	0	0	-1	0	false
5502211	5502	2	7105	11	805312836	1	0	2	268494501	550	0	0	0	3	19	0	0	0	0	0	-1	0	false
5502215	5502	2	7105	15	805312837	1	0	2	268494501	660	0	0	0	3	22	0	0	0	0	0	-1	0	false
5502216	5502	2	7105	16	805312838	1	0	2	268494501	770	0	0	0	3	25	0	0	0	0	0	-1	0	false
5502220	5502	2	7105	20	805312839	1	0	2	268494501	880	0	0	0	3	26	0	0	0	0	0	-1	0	false
5502300	5502	3	1712	0	268494510	1	0	2	268494501	160	0	0	0	3	4	0	0	0	0	0	-1	0	false
5502301	5502	3	1712	1	268494514	1	0	2	268494501	160	0	0	0	3	4	0	0	0	0	0	-1	0	false
5502302	5502	3	1712	2	268494527	1	0	2	268494501	160	0	0	0	3	4	0	0	0	0	0	-1	0	false
5502303	5502	3	1712	3	268494532	1	0	2	268494501	115	0	0	0	3	4	0	0	0	0	0	-1	0	false
5502305	5502	3	1712	5	268494541	1	0	2	268494501	320	0	0	0	3	13	0	0	0	0	0	-1	0	false
5502306	5502	3	1712	6	268494545	1	0	2	268494501	320	0	0	0	3	13	0	0	0	0	0	-1	0	false
5502307	5502	3	1712	7	268494558	1	0	2	268494501	320	0	0	0	3	13	0	0	0	0	0	-1	0	false
5502308	5502	3	1712	8	268494563	1	0	2	268494501	230	0	0	0	3	13	0	0	0	0	0	-1	0	false
