ROWID	_MixUseCompound|BOOLEAN	_MixRank|INTEGER	_MixMsg|BOOLEAN	_MixResultAble|BOOLEAN
1073741952	true	5	false	false
1078067328	true	0	false	false
1078198400	true	0	false	false
1078329472	true	0	false	false
1078460544	true	0	false	false
1078067456	true	0	false	false
1078198528	true	0	false	false
1078329600	true	0	false	false
1078460672	true	0	false	false
1078067584	true	0	false	false
1078198656	true	0	false	false
1078329728	true	0	false	false
1078460800	true	0	false	false
1078067712	true	0	false	false
1078198784	true	0	false	false
1078329856	true	0	false	false
1078460928	true	0	false	false
1078067840	true	0	false	false
1078198912	true	0	false	false
1078329984	true	0	false	false
1078461056	true	0	false	false
1078067968	true	0	false	false
1078199040	true	0	false	false
1078330112	true	0	false	false
1078461184	true	0	false	false
1078068096	true	0	false	false
1078199168	true	0	false	false
1078330240	true	0	false	false
1078461312	true	0	false	false
1077937024	true	0	false	false
1078068224	true	0	false	false
1078199296	true	0	false	false
1078330368	true	0	false	false
1078461440	true	0	false	false
1077937152	true	0	false	false
1078068352	true	0	false	false
1078199424	true	0	false	false
1078330496	true	0	false	false
1078461568	true	0	false	false
1082130560	true	0	false	false
1082261632	true	0	false	false
1082392704	true	0	false	false
1082523776	true	0	false	false
1082654848	true	0	false	false
1082130688	true	0	false	false
1082261760	true	0	false	false
1082392832	true	0	false	false
1082523904	true	0	false	false
1082654976	true	0	false	false
1082261888	true	0	false	false
1082392960	true	0	false	false
1082524032	true	0	false	false
1082655104	true	0	false	false
1082262016	true	0	false	false
1082393088	true	0	false	false
1082524160	true	0	false	false
1082655232	true	0	false	false
1082262144	true	0	false	false
1082393216	true	0	false	false
1082524288	true	0	false	false
1082655360	true	0	false	false
1082262272	true	0	false	false
1082393344	true	0	false	false
1082524416	true	0	false	false
1082655488	true	0	false	false
1082262400	true	0	false	false
1082393472	true	0	false	false
1082524544	true	0	false	false
1082655616	true	0	false	false
1082131328	true	0	false	false
1082262528	true	0	false	false
1082393600	true	0	false	false
1082524672	true	0	false	false
1082655744	true	0	false	false
1082131456	true	0	false	false
1082262656	true	0	false	false
1082393728	true	0	false	false
1082524800	true	0	false	false
1082655872	true	0	false	false
1082131584	true	0	false	false
1086324864	true	0	false	false
1086455936	true	0	false	false
1086587008	true	0	false	false
1086718080	true	0	false	false
1086849152	true	0	false	false
1086324992	true	0	false	false
1086456064	true	0	false	false
1086587136	true	0	false	false
1086718208	true	0	false	false
1086849280	true	0	false	false
1086456192	true	0	false	false
1086587264	true	0	false	false
1086718336	true	0	false	false
1086849408	true	0	false	false
1086456320	true	0	false	false
1086587392	true	0	false	false
1086718464	true	0	false	false
1086849536	true	0	false	false
1086456448	true	0	false	false
1086587520	true	0	false	false
1086718592	true	0	false	false
1086849664	true	0	false	false
1086456576	true	0	false	false
1086587648	true	0	false	false
1086718720	true	0	false	false
1086849792	true	0	false	false
1086456704	true	0	false	false
1086587776	true	0	false	false
1086718848	true	0	false	false
1086849920	true	0	false	false
1086325632	true	0	false	false
1086456832	true	0	false	false
1086587904	true	0	false	false
1086718976	true	0	false	false
1086850048	true	0	false	false
1086325760	true	0	false	false
1086456960	true	0	false	false
1086588032	true	0	false	false
1086719104	true	0	false	false
1086850176	true	0	false	false
1086325888	true	0	false	false
1090519168	true	0	false	false
1090650240	true	0	false	false
1090781312	true	0	false	false
1090912384	true	0	false	false
1091043456	true	0	false	false
1090519296	true	0	false	false
1090650368	true	0	false	false
1090781440	true	0	false	false
1090912512	true	0	false	false
1091043584	true	0	false	false
1090650496	true	0	false	false
1090781568	true	0	false	false
1090912640	true	0	false	false
1091043712	true	0	false	false
1090650624	true	0	false	false
1090781696	true	0	false	false
1090912768	true	0	false	false
1091043840	true	0	false	false
1090650752	true	0	false	false
1090781824	true	0	false	false
1090912896	true	0	false	false
1091043968	true	0	false	false
1090650880	true	0	false	false
1090781952	true	0	false	false
1090913024	true	0	false	false
1091044096	true	0	false	false
1090651008	true	0	false	false
1090782080	true	0	false	false
1090913152	true	0	false	false
1091044224	true	0	false	false
1090651136	true	0	false	false
1090782208	true	0	false	false
1090913280	true	0	false	false
1091044352	true	0	false	false
1090651264	true	0	false	false
1090782336	true	0	false	false
1090913408	true	0	false	false
1091044480	true	0	false	false
1090520192	true	0	false	false
1078068480	true	0	false	false
1078199552	true	0	false	false
1078330624	true	0	false	false
1078461696	true	0	false	false
1078068608	true	0	false	false
1078199680	true	0	false	false
1078330752	true	0	false	false
1078461824	true	0	false	false
1082262784	true	0	false	false
1082393856	true	0	false	false
1082524928	true	0	false	false
1082656000	true	0	false	false
1082262912	true	0	false	false
1082393984	true	0	false	false
1082525056	true	0	false	false
1082656128	true	0	false	false
1086457088	true	0	false	false
1086588160	true	0	false	false
1086719232	true	0	false	false
1086850304	true	0	false	false
1086457216	true	0	false	false
1086588288	true	0	false	false
1086719360	true	0	false	false
1086850432	true	0	false	false
1090651392	true	0	false	false
1090782464	true	0	false	false
1090913536	true	0	false	false
1091044608	true	0	false	false
1090651520	true	0	false	false
1090782592	true	0	false	false
1090913664	true	0	false	false
