ROWID	_MixUseCompound|BOOLEAN	_MixRank|INTEGER	_MixMsg|BOOLEAN	_MixResultAble|BOOLEAN
1073871921	true	2	false	false
1073871922	false	2	false	false
1073871923	true	2	false	false
1073871924	false	2	false	false
1073871925	true	2	false	false
1073871926	false	2	false	false
1073871927	true	2	false	false
1073871928	false	2	false	false
1073871929	true	2	false	false
1073871930	false	2	false	false
1073871931	true	2	false	false
1073871932	false	2	false	false
1073871933	true	2	false	false
1073871934	false	2	false	false
1073871935	true	2	false	false
1073871936	false	2	false	false
1073871937	true	2	false	false
1073871938	false	2	false	false
1073871939	true	2	false	false
1073871940	false	2	false	false
1073871941	true	2	false	false
1073871942	false	2	false	false
1073871943	true	2	false	false
1073871944	false	2	false	false
1073871945	true	2	false	false
1073871946	false	2	false	false
1073871947	true	2	false	false
1073871948	false	2	false	false
1073871949	true	2	false	false
1073871950	false	2	false	false
1073871951	true	2	false	false
1073871952	false	2	false	false
1073871953	true	2	false	false
1073871954	false	2	false	false
1073871955	true	2	false	false
1073871956	false	2	false	false
1073871957	true	2	false	false
1073871958	false	2	false	false
1073871959	true	2	false	false
1073871960	false	2	false	false
1073871961	true	2	false	false
1073871962	false	2	false	false
1073871963	true	2	false	false
1073871964	false	2	false	false
1073871965	true	2	false	false
1073871966	false	2	false	false
1073871967	true	2	false	false
1073871968	false	2	false	false
1073871969	true	2	false	false
1073871970	false	2	false	false
1073871971	true	2	false	false
1073871972	false	2	false	false
1073871973	true	2	false	false
1073871974	false	2	false	false
1073870638	true	2	false	false
1073870639	true	2	false	false
1073870640	true	2	false	false
1073870641	true	2	false	false
1073870642	true	2	false	false
1073870643	true	2	false	false
1073870644	true	2	false	false
1073870645	true	2	false	false
1073870646	true	2	false	false
1073870647	true	2	false	false
1073870648	true	2	false	false
1073870649	true	2	false	false
1073870650	true	2	false	false
1073870651	true	2	false	false
1073870652	true	2	false	false
1073870653	true	2	false	false
1073870654	true	2	false	false
1073870655	true	2	false	false
1073870656	true	2	false	false
1073870657	true	2	false	false
1073870658	true	2	false	false
1073870659	true	2	false	false
1073870660	true	2	false	false
1073870661	true	2	false	false
1073870662	true	2	false	false
1073870663	true	2	false	false
1073870664	true	2	false	false
1073870665	true	2	false	false
1073870666	true	2	false	false
1073870667	true	2	false	false
1073870668	true	2	false	false
1073870669	true	2	false	false
1073870670	true	2	false	false
1073870671	true	2	false	false
1073870672	true	2	false	false
1073870673	true	2	false	false
1073870674	true	2	false	false
1073870675	true	2	false	false
1073870676	true	2	false	false
1073870677	true	2	false	false
1073870678	true	2	false	false
1073870679	true	2	false	false
1073870680	true	2	false	false
1073870681	true	2	false	false
1073870682	true	2	false	false
1073870683	true	2	false	false
1073870684	true	2	false	false
1073870685	true	2	false	false
1073870686	true	2	false	false
1073870687	true	2	false	false
1073870688	true	2	false	false
1073870689	true	2	false	false
1073870690	true	2	false	false
1073870691	true	2	false	false
1073870692	true	2	false	false
1073870693	true	2	false	false
1073870694	true	2	false	false
1073870695	true	2	false	false
1073870696	true	2	false	false
1073870697	true	2	false	false
