ROWID	_UseCompound|BOOLEAN	_UseDesign|BOOLEAN	_sort|INTEGER
1073741952	true	false	0
1078067328	true	false	0
1078198400	true	false	0
1078329472	true	false	0
1078460544	true	false	0
1078067456	true	false	0
1078198528	true	false	0
1078329600	true	false	0
1078460672	true	false	0
1078067584	true	false	0
1078198656	true	false	0
1078329728	true	false	0
1078460800	true	false	0
1078067712	true	false	0
1078198784	true	false	0
1078329856	true	false	0
1078460928	true	false	0
1078067840	true	false	0
1078198912	true	false	0
1078329984	true	false	0
1078461056	true	false	0
1078067968	true	false	0
1078199040	true	false	0
1078330112	true	false	0
1078461184	true	false	0
1078068096	true	false	0
1078199168	true	false	0
1078330240	true	false	0
1078461312	true	false	0
1077937024	true	false	0
1078068224	true	false	0
1078199296	true	false	0
1078330368	true	false	0
1078461440	true	false	0
1077937152	true	false	0
1078068352	true	false	0
1078199424	true	false	0
1078330496	true	false	0
1078461568	true	false	0
1082130560	true	false	0
1082261632	true	false	0
1082392704	true	false	0
1082523776	true	false	0
1082654848	true	false	0
1082130688	true	false	0
1082261760	true	false	0
1082392832	true	false	0
1082523904	true	false	0
1082654976	true	false	0
1082261888	true	false	0
1082392960	true	false	0
1082524032	true	false	0
1082655104	true	false	0
1082262016	true	false	0
1082393088	true	false	0
1082524160	true	false	0
1082655232	true	false	0
1082262144	true	false	0
1082393216	true	false	0
1082524288	true	false	0
1082655360	true	false	0
1082262272	true	false	0
1082393344	true	false	0
1082524416	true	false	0
1082655488	true	false	0
1082262400	true	false	0
1082393472	true	false	0
1082524544	true	false	0
1082655616	true	false	0
1082131328	true	false	0
1082262528	true	false	0
1082393600	true	false	0
1082524672	true	false	0
1082655744	true	false	0
1082131456	true	false	0
1082262656	true	false	0
1082393728	true	false	0
1082524800	true	false	0
1082655872	true	false	0
1082131584	true	false	0
1086324864	true	false	0
1086455936	true	false	0
1086587008	true	false	0
1086718080	true	false	0
1086849152	true	false	0
1086324992	true	false	0
1086456064	true	false	0
1086587136	true	false	0
1086718208	true	false	0
1086849280	true	false	0
1086456192	true	false	0
1086587264	true	false	0
1086718336	true	false	0
1086849408	true	false	0
1086456320	true	false	0
1086587392	true	false	0
1086718464	true	false	0
1086849536	true	false	0
1086456448	true	false	0
1086587520	true	false	0
1086718592	true	false	0
1086849664	true	false	0
1086456576	true	false	0
1086587648	true	false	0
1086718720	true	false	0
1086849792	true	false	0
1086456704	true	false	0
1086587776	true	false	0
1086718848	true	false	0
1086849920	true	false	0
1086325632	true	false	0
1086456832	true	false	0
1086587904	true	false	0
1086718976	true	false	0
1086850048	true	false	0
1086325760	true	false	0
1086456960	true	false	0
1086588032	true	false	0
1086719104	true	false	0
1086850176	true	false	0
1086325888	true	false	0
1090519168	true	false	0
1090650240	true	false	0
1090781312	true	false	0
1090912384	true	false	0
1091043456	true	false	0
1090519296	true	false	0
1090650368	true	false	0
1090781440	true	false	0
1090912512	true	false	0
1091043584	true	false	0
1090650496	true	false	0
1090781568	true	false	0
1090912640	true	false	0
1091043712	true	false	0
1090650624	true	false	0
1090781696	true	false	0
1090912768	true	false	0
1091043840	true	false	0
1090650752	true	false	0
1090781824	true	false	0
1090912896	true	false	0
1091043968	true	false	0
1090650880	true	false	0
1090781952	true	false	0
1090913024	true	false	0
1091044096	true	false	0
1090651008	true	false	0
1090782080	true	false	0
1090913152	true	false	0
1091044224	true	false	0
1090651136	true	false	0
1090782208	true	false	0
1090913280	true	false	0
1091044352	true	false	0
1090651264	true	false	0
1090782336	true	false	0
1090913408	true	false	0
1091044480	true	false	0
1090520192	true	false	0
1078068480	true	false	0
1078199552	true	false	0
1078330624	true	false	0
1078461696	true	false	0
1078068608	true	false	0
1078199680	true	false	0
1078330752	true	false	0
1078461824	true	false	0
1082262784	true	false	0
1082393856	true	false	0
1082524928	true	false	0
1082656000	true	false	0
1082262912	true	false	0
1082393984	true	false	0
1082525056	true	false	0
1082656128	true	false	0
1086457088	true	false	0
1086588160	true	false	0
1086719232	true	false	0
1086850304	true	false	0
1086457216	true	false	0
1086588288	true	false	0
1086719360	true	false	0
1086850432	true	false	0
1090651392	true	false	0
1090782464	true	false	0
1090913536	true	false	0
1091044608	true	false	0
1090651520	true	false	0
1090782592	true	false	0
1090913664	true	false	0
1091044736	true	false	0
1086457344	true	false	0
1086588416	true	false	0
1086719488	true	false	0
1086850560	true	false	0
1086457472	true	false	0
1086588544	true	false	0
1086719616	true	false	0
1086850688	true	false	0
1078068736	true	false	0
1078199808	true	false	0
1078330880	true	false	0
1078461952	true	false	0
1078068864	true	false	0
1078199936	true	false	0
1078331008	true	false	0
1078462080	true	false	0
1078068992	true	false	0
1078200064	true	false	0
1078331136	true	false	0
1078462208	true	false	0
1078069120	true	false	0
1078200192	true	false	0
1078331264	true	false	0
1078462336	true	false	0
1078069248	true	false	0
1078200320	true	false	0
1078331392	true	false	0
1078462464	true	false	0
1078069376	true	false	0
1078200448	true	false	0
1078331520	true	false	0
1078462592	true	false	0
1078069504	true	false	0
1078200576	true	false	0
1078331648	true	false	0
1078462720	true	false	0
1078069632	true	false	0
1078200704	true	false	0
1078331776	true	false	0
1078462848	true	false	0
1078069760	true	false	0
1078200832	true	false	0
1078331904	true	false	0
1078462976	true	false	0
1082263040	true	false	0
1082394112	true	false	0
1082525184	true	false	0
