ROWID	_DropGroupID|INTEGER	_FTGBoostFlag|BOOLEAN	_Difficulty|INTEGER	_ExDifficulty|INTEGER	_DropID|INTEGER	_Expectation|DOUBLE	_PropertyDrop|BOOLEAN	_MinLevel|INTEGER	_MaxLevel|INTEGER	_PropertyDropCopy|BOOLEAN
500001	21092	false	4	0	350200101	1.0	false	0	0	false
500100	21093	false	4	0	350200102	1.0	false	0	0	false
500200	21094	false	4	0	350200103	1.0	false	0	0	false
500210	21096	false	4	0	134217729	1.0	false	0	0	false
500300	21095	false	0	0	350200104	1.0	false	0	0	false
500301	21095	false	4	0	350200104	1.0	false	0	0	false
500400	21100	false	0	0	350200105	1.0	false	0	0	false
500401	21100	false	1	0	350200105	1.0	false	0	0	false
500402	21100	false	2	0	350200105	1.0	false	0	0	false
500403	21100	false	3	0	350200105	1.0	false	0	0	false
500404	21100	false	4	0	350200105	1.0	false	0	0	false
500501	21101	false	0	0	350200106	1.0	false	0	0	false
500502	21101	false	0	0	350200109	1.0	false	0	0	false
500503	21101	false	1	0	350200106	1.0	false	0	0	false
500504	21101	false	1	0	350200109	1.0	false	0	0	false
500505	21101	false	2	0	350200106	1.0	false	0	0	false
500506	21101	false	2	0	350200109	1.0	false	0	0	false
500507	21101	false	3	0	350200106	1.0	false	0	0	false
500508	21101	false	3	0	350200109	1.0	false	0	0	false
500509	21101	false	4	0	350200106	1.0	false	0	0	false
500510	21101	false	4	0	350200109	1.0	false	0	0	false
500601	21102	false	0	0	350200107	1.0	false	0	0	false
500602	21102	false	0	0	350200109	1.0	false	0	0	false
500603	21102	false	1	0	350200107	1.0	false	0	0	false
500604	21102	false	1	0	350200109	1.0	false	0	0	false
500605	21102	false	2	0	350200107	1.0	false	0	0	false
500606	21102	false	2	0	350200109	1.0	false	0	0	false
500607	21102	false	3	0	350200107	1.0	false	0	0	false
500608	21102	false	3	0	350200109	1.0	false	0	0	false
500609	21102	false	4	0	350200107	1.0	false	0	0	false
500610	21102	false	4	0	350200109	1.0	false	0	0	false
500701	21103	false	0	0	350200108	1.0	false	0	0	false
500702	21103	false	0	0	350200109	1.0	false	0	0	false
500703	21103	false	1	0	350200108	1.0	false	0	0	false
500704	21103	false	1	0	350200109	1.0	false	0	0	false
500705	21103	false	2	0	350200108	1.0	false	0	0	false
500706	21103	false	2	0	350200109	1.0	false	0	0	false
500707	21103	false	3	0	350200108	1.0	false	0	0	false
500708	21103	false	3	0	350200109	1.0	false	0	0	false
500709	21103	false	4	0	350200108	1.0	false	0	0	false
500710	21103	false	4	0	350200109	1.0	false	0	0	false
109054740	52722110	false	0	0	226495670	0.125	false	0	0	false
109054741	52422110	false	4	0	226495671	0.125	false	0	0	false
109054746	52422120	false	4	0	226495671	0.25	false	0	0	false
109054747	52422130	false	4	0	226495671	0.375	false	0	0	false
109054748	52422140	false	4	0	226495671	0.5	false	0	0	false
109054742	52472110	false	4	0	226495672	0.125	false	0	0	false
109054749	52472120	false	4	0	226495672	0.25	false	0	0	false
109054750	52472130	false	4	0	226495672	0.375	false	0	0	false
109054751	52472140	false	4	0	226495672	0.5	false	0	0	false
109054743	52622110	false	4	0	226495673	0.125	false	0	0	false
109054752	52622120	false	4	0	226495673	0.25	false	0	0	false
109054753	52622130	false	4	0	226495673	0.375	false	0	0	false
109054754	52622140	false	4	0	226495673	0.5	false	0	0	false
109054744	53172110	false	4	0	226495674	0.125	false	0	0	false
109054755	53172120	false	4	0	226495674	0.25	false	0	0	false
109054756	53172130	false	4	0	226495674	0.375	false	0	0	false
109054757	53172140	false	4	0	226495674	0.5	false	0	0	false
109054745	92275509	false	4	0	226495675	0.125	false	0	0	false
109054758	92275510	false	4	0	226495675	0.25	false	0	0	false
109054759	92275511	false	4	0	226495675	0.375	false	0	0	false
109054760	92275512	false	4	0	226495675	0.5	false	0	0	false
109054764	92275697	false	4	0	226495769	0.125	false	0	0	false
109054765	92275698	false	4	0	226495769	0.25	false	0	0	false
109054766	92275699	false	4	0	226495769	0.375	false	0	0	false
109054767	92275700	false	4	0	226495769	0.5	false	0	0	false
109054768	92275705	false	4	0	226495769	0.125	false	0	0	false
109054769	92275706	false	4	0	226495769	0.25	false	0	0	false
109054770	92275707	false	4	0	226495769	0.375	false	0	0	false
109054771	92275708	false	4	0	226495769	0.5	false	0	0	false
