ROWID	_ImprintingType|INTEGER
1073919151	2
1073919152	2
1073919153	2
1073919154	2
1073919155	2
1073919156	2
1073919157	2
1073919158	2
1073919159	2
1073919160	2
1073919161	2
1073919162	2
1073919163	2
1073919164	2
1073919165	2
1073919166	2
1073919167	2
1073919168	2
1073919169	2
1073919170	2
1073919171	2
1073919172	2
1073919173	2
1073919174	2
1073919175	2
1073919176	2
1073919177	2
1073919178	2
1073919179	2
1073919180	2
1073919181	2
1073919182	2
1073919183	2
1073919184	2
1073919185	2
1073919186	2
1073919187	2
1073919188	2
1073919189	2
1073919190	2
1073919191	2
1073919192	2
1073919193	2
1073919194	2
1073919195	2
1073919196	2
1073919197	2
1073919198	2
1073919199	2
1073919200	2
1073919201	2
1073919202	2
1073919203	2
1073919204	2
1073919205	2
1073919206	2
1073919207	2
1073919208	2
1073919209	2
1073919210	2
1073919211	2
1073919212	2
1073919213	2
1073919214	2
1073919215	2
1073919216	2
1073919217	2
1073919218	2
1073919219	2
1073919220	2
1073919221	2
1073919222	2
1073919223	2
1073919224	2
1073919225	2
1073919226	2
1073919227	2
1073919228	2
1073919229	2
1073919230	2
1073919231	2
1073919232	2
1073919233	2
1073919234	2
1073919235	2
1073919236	2
1073919237	2
1073919238	2
1073919239	2
1073919240	2
1073919241	2
1073919242	2
1073919243	2
1073919244	2
1073919245	2
1073919246	2
1073919247	2
1073919248	2
1073919249	2
1073919250	2
1073919251	2
1073919252	2
1073919253	2
1073919254	2
1073919255	2
1073919256	2
1073919257	2
1073919258	2
1073919259	2
1073919260	2
1073919261	2
1073919262	2
1073919263	2
1073919264	2
1073919265	2
1073919266	2
1073919267	2
1073919268	2
1073919269	2
1073919270	2
1073919271	2
1073919272	2
1073919273	2
1073919274	2
1073919275	2
1073919276	2
1073919277	2
1073919278	2
1073919279	2
1073919280	2
1073919281	2
1073919282	2
1073919283	2
1073919284	2
1073919285	2
1073919286	2
1073919287	2
1073919288	2
1073919289	2
1073919290	2
1073919291	2
1073919292	2
1073919293	2
1073919294	2
1073919295	2
1073919296	2
1073919297	2
1073919298	2
1073919299	2
1073919300	2
1073920143	2
1073920144	2
1073920145	2
1073920146	2
1073920147	2
1073920148	2
1073920149	2
1073920150	2
1073920151	2
1073920152	2
1073920153	2
1073920154	2
1073920155	2
1073920156	2
1073920157	2
1073920158	2
1073920159	2
1073920160	2
1073920161	2
1073920162	2
1073920163	2
1073920164	2
1073920165	2
1073920166	2
1073920167	2
1073920168	2
1073920169	2
1073920170	2
1073920171	2
1073920172	2
1073920173	2
1073920174	2
1073920175	2
1073920176	2
1073920177	2
1073920178	2
1073920179	2
1073920180	2
1073920181	2
1073920182	2
1073920183	2
1073920184	2
1073920185	2
1073920186	2
1073920187	2
1073920188	2
1073920189	2
1073920190	2
1073920191	2
1073920192	2
1073919301	1
1073919302	1
1073919303	1
1073919304	1
1073919305	1
1073919306	1
1073919307	1
1073919308	1
1073919309	1
1073919310	1
1073919311	1
1073919312	1
1073919313	1
1073919314	1
1073919315	1
1073919316	1
1073919317	1
1073919318	1
1073919319	1
1073919320	1
1073920193	1
1073920194	1
1073920195	1
1073920196	1
1073920197	1
1073920198	1
1073920199	1
1073920200	1
1073920201	1
1073920202	1
1073920203	1
1073920204	1
1073920205	1
1073920206	1
1073920207	1
1073920208	1
1073920209	1
1073920210	1
1073920211	1
1073920212	1
1073922050	2
1073922051	2
1073922052	2
1073922053	2
1073922054	2
1073922055	2
1073922056	2
1073922057	2
1073922058	2
1073922059	2
1073922060	2
1073922061	2
1073922062	2
1073922063	2
1073922064	2
1073922065	2
1073922066	2
1073922067	2
1073922068	2
1073922069	2
1073922070	2
1073922071	2
1073922072	2
1073922073	2
1073922074	2
1073922075	2
1073922076	2
1073922077	2
1073922078	2
1073922079	2
1073922080	2
1073922081	2
1073922082	2
1073922083	2
1073922084	2
1073922085	2
1073922086	2
1073922087	2
1073922088	2
1073922089	2
1073922090	2
1073922091	2
1073922092	2
1073922093	2
1073922094	2
1073922095	2
1073922096	2
1073922097	2
1073922098	2
1073922099	2
1073922100	2
1073922101	2
1073922102	2
1073922103	2
1073922104	2
1073922105	2
1073922106	2
1073922107	2
1073922108	2
1073922109	2
1073922110	2
1073922111	2
1073922112	2
1073922113	2
1073922114	2
1073922115	2
1073922116	2
1073922117	2
1073922118	2
1073922119	2
1073922120	2
1073922121	2
1073922122	2
1073922123	2
1073922124	2
1073922125	2
1073922126	2
1073922127	2
1073922128	2
1073922129	2
1073922130	2
1073922131	2
1073922132	2
1073922133	2
1073922134	2
1073922135	2
1073922136	2
1073922137	2
1073922138	2
