ROWID	_ImprintingType|INTEGER
1073917424	2
1073917425	4
1073917426	2
1073917427	4
1073917428	2
1073917429	4
1073917430	2
1073917431	4
1073917432	2
1073917433	4
1073917434	2
1073917435	4
1073917436	2
1073917437	4
1073917438	2
1073917439	4
1073917440	2
1073917441	4
1073917442	2
1073917443	4
1073917444	2
1073917445	4
1073917446	2
1073917447	4
1073917448	2
1073917449	4
1073917450	2
1073917451	4
1073917452	2
1073917453	4
1073917454	2
1073917455	4
1073917456	2
1073917457	4
1073917458	2
1073917459	4
1073917460	2
1073917461	4
1073917462	2
1073917463	4
1073917464	2
1073917465	4
1073917466	2
1073917467	4
1073917468	2
1073917469	4
1073917470	2
1073917471	4
1073917472	2
1073917473	4
1073917474	2
1073917475	4
1073917476	2
1073917477	4
1073917847	2
1073917848	4
1073917849	2
1073917850	4
1073917851	2
1073917852	4
1073917478	1
1073917479	1
1073917480	1
1073917481	1
1073917482	1
1073917483	1
1073917484	1
1073917485	1
1073917486	1
1073917487	1
1073917488	1
1073917489	1
1073917490	1
1073917491	1
1073917492	1
1073917493	1
1073917494	1
1073917495	1
1073917853	1
1073917854	1
1073914124	2
1073914125	2
1073914126	2
1073914127	2
1073914128	2
1073914129	2
1073914130	2
1073914131	2
1073914132	2
1073914133	2
1073914134	2
1073914135	2
1073914136	2
1073914137	2
1073914138	2
1073914139	2
1073914140	2
1073914141	2
1073914142	2
1073914143	2
1073914144	2
1073914145	2
1073914146	2
1073914147	2
1073914148	2
1073914149	2
1073914150	2
1073914151	2
1073914152	2
1073914153	2
1073914154	2
1073914155	2
1073914156	2
1073914157	2
1073914158	2
1073914159	2
1073914160	2
1073914161	2
1073914162	2
1073914163	2
1073914164	2
1073914165	2
1073914166	2
1073914167	2
1073914168	2
1073914169	2
1073914170	2
1073914171	2
1073914172	2
1073914173	2
1073914174	2
1073914175	2
1073914176	2
1073914177	2
1073914178	2
1073914179	2
1073914180	2
1073914181	2
1073914182	2
1073914183	2
1073914184	2
1073914185	2
1073914186	2
1073914187	2
1073914188	2
1073914189	2
1073914190	2
1073914191	2
1073914192	2
1073914193	2
1073914194	2
1073914195	2
1073914196	2
1073914197	2
1073914198	2
1073914199	2
1073914200	2
1073914201	2
1073914202	2
1073914203	2
1073914204	2
1073914205	2
1073914206	2
1073914207	2
1073914208	2
1073914209	2
1073914210	2
1073914211	2
1073914212	2
1073914213	2
1073914214	2
1073914215	2
1073914216	2
1073914217	2
1073914218	2
1073914219	2
1073914220	2
1073914221	2
1073914222	2
1073914223	2
1073914224	2
1073914225	2
1073914226	2
1073914227	2
1073914228	2
1073914229	2
1073914230	2
1073914231	2
1073914232	2
1073914233	2
1073914234	2
1073914235	2
1073914236	2
1073914237	2
1073914238	2
1073914239	2
1073914240	2
1073914241	2
1073914242	2
1073914243	2
1073914244	2
1073914245	2
1073914246	2
1073914247	2
1073914248	2
1073914249	2
1073914250	2
1073914251	2
1073914252	2
1073914253	2
1073914254	2
1073914255	2
1073914256	2
1073914257	2
1073914258	2
1073916711	2
1073916712	2
1073916713	2
1073916714	2
1073916715	2
1073916716	2
1073916717	2
1073916718	2
1073916719	2
