ROWID	_NameID|INTEGER	_DescriptionID|INTEGER	_CompoundGroupID|INTEGER	_CompoundPotentialID|INTEGER	_Possibility|DOUBLE	_Cost|INTEGER	_TimeRequired|DOUBLE	_SuccessType1|INTEGER	_SuccessItemID1|INTEGER	_FailType1|INTEGER	_FailItemID1|INTEGER	_Slot1Id|INTEGER	_Slot1Num|INTEGER	_Slot2Id|INTEGER	_Slot2Num|INTEGER	_Slot3Id|INTEGER	_Slot3Num|INTEGER	_Slot4Id|INTEGER	_Slot4Num|INTEGER	_Slot5Id|INTEGER	_Slot5Num|INTEGER	_CompoundPreliminaryID|INTEGER	_Explanation|INTEGER	_Kind|INTEGER	_SuccessAwardItem1|INTEGER
8101001	0	1000040075	268469305	0	1.0	1000000	1500.0	-1	268468932	-1	0	268469425	15	338889728	100	268466748	20	0	0	0	0	-1	1000054442	310	0
8101002	0	1000040075	268469305	0	1.0	1000000	1500.0	-1	268468933	-1	0	268469425	15	338889728	100	268466748	20	0	0	0	0	-1	1000054177	310	0
8101003	0	1000040075	268469305	0	1.0	1000000	1500.0	-1	268468934	-1	0	268469425	15	338889728	100	268466748	20	0	0	0	0	-1	1000054272	310	0
8101004	0	1000040075	268469305	0	1.0	1000000	1500.0	-1	268468935	-1	0	268469425	15	338889728	100	268466748	20	0	0	0	0	-1	1000054233	310	0
8101005	0	1000040075	268469305	0	1.0	1000000	1500.0	-1	268468936	-1	0	268469425	15	338889728	100	268466748	20	0	0	0	0	-1	1000054219	311	0
8101006	0	1000040075	268469305	0	1.0	1000000	1500.0	-1	268468937	-1	0	268469425	15	338889728	100	268466748	20	0	0	0	0	-1	1000054220	311	0
8101007	0	1000040075	268469305	0	1.0	1000000	1500.0	-1	268468938	-1	0	268469425	15	338889728	100	268466748	20	0	0	0	0	-1	1000085842	312	0
8101008	0	1000040075	268469305	0	1.0	1000000	1500.0	-1	268468939	-1	0	268469425	15	338889728	100	268466748	20	0	0	0	0	-1	1000085835	312	0
8101009	0	1000040075	268469306	0	1.0	1000000	1500.0	-1	268468940	-1	0	268469425	15	338889728	100	268466748	20	0	0	0	0	-1	1000054206	313	0
8101010	0	1000040075	268469306	0	1.0	1000000	1500.0	-1	268468941	-1	0	268469425	15	338889728	100	268466748	20	0	0	0	0	-1	1000054205	313	0
8101011	0	1000040075	268469306	0	1.0	1000000	1500.0	-1	268468942	-1	0	268469425	15	338889728	100	268466748	20	0	0	0	0	-1	1000054242	314	0
