ROWID	_ImprintingType|INTEGER
1073910459	2
1073910460	2
1073910461	2
1073910462	2
1073910463	2
1073910464	2
1073910465	2
1073910466	2
1073910467	2
1073910468	2
1073910469	2
1073910470	2
1073910471	2
1073910472	2
1073910473	2
1073910474	2
1073910475	2
1073910476	2
1073910477	2
1073910478	2
1073910479	2
1073910480	2
1073910481	2
1073910482	2
1073910483	2
1073910484	2
1073910485	2
1073910486	2
1073910487	2
1073910488	2
1073910489	2
1073910490	2
1073910491	2
1073910492	2
1073910493	2
1073910494	2
1073910495	2
1073910496	2
1073910497	2
1073910498	2
1073910499	2
1073910500	2
1073910501	2
1073910502	2
1073910503	2
1073910504	2
1073910505	2
1073910506	2
1073910507	2
1073910508	2
1073910509	2
1073910510	2
1073910511	2
1073910512	2
1073910513	2
1073910514	2
1073910515	2
1073910516	2
1073910517	2
1073910518	2
1073910519	2
1073910520	2
1073910521	2
1073910522	2
1073910523	2
1073910524	2
1073910525	2
1073910526	2
1073910527	2
1073910528	2
1073910529	2
1073910530	2
1073910531	2
1073910532	2
1073910533	2
1073910534	2
1073910535	2
1073910536	2
1073910537	2
1073910538	2
1073910539	2
1073910540	2
1073910541	2
1073910542	2
1073910543	2
1073910544	2
1073910545	2
1073910546	2
1073910547	2
1073910548	2
1073910549	2
1073910550	2
1073910551	2
1073910552	2
1073910553	2
1073910554	2
1073910555	2
1073910556	2
1073910557	2
1073910558	2
1073910559	2
1073910560	2
1073910561	2
1073910562	2
1073910563	2
1073910564	2
1073910565	2
1073910566	2
1073910567	2
1073910568	2
1073910569	2
1073910570	2
1073910571	2
1073910572	2
1073910573	2
1073910574	2
1073910575	2
1073910576	2
1073910577	2
1073910578	2
1073910579	2
1073910580	2
1073910581	2
1073910582	2
1073910583	2
1073910584	2
1073910585	2
1073910586	2
1073910587	2
1073910588	2
1073910589	2
1073910590	2
1073910591	2
1073910592	2
1073910593	2
1073910594	1
1073910595	1
1073910596	1
1073910597	1
1073910598	1
1073910599	1
1073910600	1
1073910601	1
1073910602	1
1073910603	1
1073910604	1
1073910605	1
1073910606	1
1073910607	1
1073910608	1
1073910609	1
1073910610	1
1073910611	1
1073920027	2
1073920028	2
1073920029	2
1073920030	2
1073920031	2
1073920032	2
1073920033	2
1073920034	2
1073920035	2
1073920036	2
1073920037	2
1073920038	2
1073920039	2
1073920040	2
1073920041	2
1073920042	1
1073920043	1
1073911348	2
1073911349	2
1073911350	2
1073911351	2
1073911352	2
1073911353	2
1073911354	2
1073911355	2
1073911356	2
1073911357	2
1073911358	2
1073911359	2
1073911360	2
1073911361	2
1073911362	2
1073911363	2
1073911364	2
1073911365	2
1073911366	2
1073911367	2
1073911368	2
1073911369	2
1073911370	2
1073911371	2
1073911372	2
1073911373	2
1073911374	2
1073911375	2
1073911376	2
1073911377	2
1073911378	2
1073911379	2
1073911380	2
1073911381	2
1073911382	2
1073911383	2
1073911384	2
1073911385	2
1073911386	2
1073911387	2
1073911388	2
1073911389	2
1073911390	2
1073911391	2
1073911392	2
1073919851	2
1073919852	2
1073919853	2
1073919854	2
1073919855	2
1073911393	1
1073911394	1
1073911395	1
1073911396	1
1073911397	1
1073911398	1
1073911399	1
1073911400	1
1073911401	1
1073911402	1
1073911403	1
1073911404	1
1073911405	1
1073911406	1
1073911407	1
