ROWID	_PotentialID|INTEGER	_PotentialNo|INTEGER	_PotentialRatio|FLOAT	_PrefixNameID|INTEGER	_State1|INTEGER	_State1Value|TEXT	_State2|INTEGER	_State2Value|TEXT	_State3|INTEGER	_State3Value|TEXT	_State4|INTEGER	_State4Value|TEXT	_State5|INTEGER	_State5Value|TEXT	_State6|INTEGER	_State6Value|TEXT	_State7|INTEGER	_State7Value|TEXT	_State8|INTEGER	_State8Value|TEXT	_State9|INTEGER	_State9Value|TEXT	_State10|INTEGER	_State10Value|TEXT	_State11|INTEGER	_State11Value|TEXT	_State12|INTEGER	_State12Value|TEXT	_State13|INTEGER	_State13Value|TEXT	_State14|INTEGER	_State14Value|TEXT	_State15|INTEGER	_State15Value|TEXT	_State16|INTEGER	_State16Value|TEXT	_SkillID|INTEGER	_SkillLevel|INTEGER	_SkillUsingType|INTEGER	_GearScore|INTEGER
838911108	838911128	1	0.0025	0	101	0.03	102	0.03	88	0.03	29	1000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911109	838911128	2	0.0025	0	101	0.04	102	0.03	88	0.03	29	1000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911110	838911128	3	0.0025	0	101	0.03	102	0.04	88	0.03	29	1000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911111	838911128	4	0.0025	0	101	0.03	102	0.03	88	0.04	29	1000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911112	838911128	5	0.0025	0	101	0.04	102	0.04	88	0.03	29	1000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911113	838911128	6	0.0025	0	101	0.04	102	0.03	88	0.04	29	1000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911114	838911128	7	0.0025	0	101	0.03	102	0.04	88	0.04	29	1000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911115	838911128	8	0.0025	0	101	0.04	102	0.04	88	0.04	29	1000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911116	838911128	9	0.030625	0	101	0.03	102	0.03	88	0.03	12	-50000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911117	838911128	10	0.030625	0	101	0.04	102	0.03	88	0.03	12	-50000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911118	838911128	11	0.030625	0	101	0.03	102	0.04	88	0.03	12	-50000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911119	838911128	12	0.030625	0	101	0.03	102	0.03	88	0.04	12	-50000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911120	838911128	13	0.030625	0	101	0.04	102	0.04	88	0.03	12	-50000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911121	838911128	14	0.030625	0	101	0.04	102	0.03	88	0.04	12	-50000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911122	838911128	15	0.030625	0	101	0.03	102	0.04	88	0.04	12	-50000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911123	838911128	16	0.030625	0	101	0.04	102	0.04	88	0.04	12	-50000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911124	838911128	17	0.030625	0	101	0.03	102	0.03	88	0.03	103	-225000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911125	838911128	18	0.030625	0	101	0.04	102	0.03	88	0.03	103	-225000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911126	838911128	19	0.030625	0	101	0.03	102	0.04	88	0.03	103	-225000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911127	838911128	20	0.030625	0	101	0.03	102	0.03	88	0.04	103	-225000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911149	838911128	21	0.030625	0	101	0.04	102	0.04	88	0.03	103	-225000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911150	838911128	22	0.030625	0	101	0.04	102	0.03	88	0.04	103	-225000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911151	838911128	23	0.030625	0	101	0.03	102	0.04	88	0.04	103	-225000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911152	838911128	24	0.030625	0	101	0.04	102	0.04	88	0.04	103	-225000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911153	838911128	25	0.030625	0	101	0.03	102	0.03	88	0.03	8	-15000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911154	838911128	26	0.030625	0	101	0.04	102	0.03	88	0.03	8	-15000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911155	838911128	27	0.030625	0	101	0.03	102	0.04	88	0.03	8	-15000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911156	838911128	28	0.030625	0	101	0.03	102	0.03	88	0.04	8	-15000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911157	838911128	29	0.030625	0	101	0.04	102	0.04	88	0.03	8	-15000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911158	838911128	30	0.030625	0	101	0.04	102	0.03	88	0.04	8	-15000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911159	838911128	31	0.030625	0	101	0.03	102	0.04	88	0.04	8	-15000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911160	838911128	32	0.030625	0	101	0.04	102	0.04	88	0.04	8	-15000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911161	838911128	33	0.030625	0	101	0.03	102	0.03	88	0.03	9	-15000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911162	838911128	34	0.030625	0	101	0.04	102	0.03	88	0.03	9	-15000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911163	838911128	35	0.030625	0	101	0.03	102	0.04	88	0.03	9	-15000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911164	838911128	36	0.030625	0	101	0.03	102	0.03	88	0.04	9	-15000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911165	838911128	37	0.030625	0	101	0.04	102	0.04	88	0.03	9	-15000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911166	838911128	38	0.030625	0	101	0.04	102	0.03	88	0.04	9	-15000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911167	838911128	39	0.030625	0	101	0.03	102	0.04	88	0.04	9	-15000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911168	838911128	40	0.030625	0	101	0.04	102	0.04	88	0.04	9	-15000	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911175	838911385	0	0.1333	3055	33	15866	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911176	838911385	1	0.2	3056	33	16500	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911177	838911385	2	0.2	3057	33	17633	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911178	838911385	3	0.2	3058	33	19633	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911179	838911385	4	0.2667	3482	33	23133	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911180	838911386	0	0.34356982	3055	33	24000	102	0.003	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911181	838911386	1	0.25915128	3056	33	25600	102	0.004	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911182	838911386	2	0.1814059	3057	33	27600	102	0.005	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911183	838911386	3	0.12698413	3058	33	30400	102	0.006	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911184	838911386	4	0.08888889	3482	33	34633	102	0.008	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911185	838911387	0	0.8417969	3055	33	36800	102	0.01	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911186	838911387	1	0.084375	3056	33	40000	102	0.012	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
838911187	838911387	2	0.0421875	3057	33	43600	102	0.014	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0	0
