ROWID	_MixUseCompound|BOOLEAN	_MixRank|INTEGER	_MixMsg|BOOLEAN	_MixResultAble|BOOLEAN
1073908738	true	2	false	false
1073908739	true	2	false	false
1073908740	true	2	false	false
1073908741	true	2	false	false
1073908742	true	2	false	false
1073908743	true	2	false	false
1073908744	true	2	false	false
1073908745	true	2	false	false
1073908746	true	2	false	false
1073908747	true	2	false	false
1073908748	true	2	false	false
1073908749	true	2	false	false
1073908750	true	2	false	false
1073908751	true	2	false	false
1073908752	true	2	false	false
1073908753	true	2	false	false
1073908754	true	2	false	false
1073908755	true	2	false	false
1073908756	true	2	false	false
1073908757	true	2	false	false
1073908758	true	2	false	false
1073908759	true	2	false	false
1073908760	true	2	false	false
1073908761	true	2	false	false
1073908762	true	2	false	false
1073908763	true	2	false	false
1073908764	true	2	false	false
1073908765	true	2	false	false
1073908766	true	2	false	false
1073908767	true	2	false	false
1073908768	true	2	false	false
1073908769	true	2	false	false
1073908770	true	2	false	false
1073908771	true	2	false	false
1073908772	true	2	false	false
1073908773	true	2	false	false
1073908774	true	2	false	false
1073908775	true	2	false	false
1073908776	true	2	false	false
1073908777	true	2	false	false
1073908778	true	2	false	false
1073908779	true	2	false	false
1073908780	true	2	false	false
1073908781	true	2	false	false
1073908782	true	2	false	false
1073908783	true	2	false	false
1073908784	true	2	false	false
1073908785	true	2	false	false
1073908786	true	2	false	false
1073908787	true	2	false	false
1073908788	true	2	false	false
1073908789	true	2	false	false
1073908790	true	2	false	false
1073908791	true	2	false	false
1073908792	true	2	false	false
1073908793	true	2	false	false
1073908794	true	2	false	false
1073908795	true	2	false	false
1073908796	true	2	false	false
1073908797	true	2	false	false
1073908798	true	2	false	false
1073908799	true	2	false	false
1073908800	true	2	false	false
1073908801	true	2	false	false
1073908802	true	2	false	false
1073908803	true	2	false	false
1073908804	true	2	false	false
1073908805	true	2	false	false
1073908806	true	2	false	false
1073908807	true	2	false	false
1073908808	true	2	false	false
1073908809	true	2	false	false
1073908810	true	2	false	false
1073908811	true	2	false	false
1073908812	true	2	false	false
1073908813	true	2	false	false
1073908814	true	2	false	false
1073908815	true	2	false	false
1073908816	true	2	false	false
1073908817	true	2	false	false
1073908818	true	2	false	false
1073908819	true	2	false	false
1073908820	true	2	false	false
1073908821	true	2	false	false
1073908822	true	2	false	false
1073908823	true	2	false	false
1073908824	true	2	false	false
1073908825	true	2	false	false
1073908826	true	2	false	false
1073908827	true	2	false	false
1073908828	true	2	false	false
1073908829	true	2	false	false
1073908830	true	2	false	false
1073908831	true	2	false	false
1073908832	true	2	false	false
1073908833	true	2	false	false
1073908834	true	2	false	false
1073908835	true	2	false	false
1073908836	true	2	false	false
1073908837	true	2	false	false
1073908838	true	2	false	false
1073908839	true	2	false	false
1073908840	true	2	false	false
1073908841	true	2	false	false
1073908842	true	2	false	false
1073908843	true	2	false	false
1073908844	true	2	false	false
1073908845	true	2	false	false
1073908846	true	2	false	false
1073908847	true	2	false	false
1073908848	true	2	false	false
1073908849	true	2	false	false
1073908850	true	2	false	false
1073908851	true	2	false	false
1073908852	true	2	false	false
1073908853	true	2	false	false
1073908854	true	2	false	false
1073908855	true	2	false	false
1073908856	true	2	false	false
1073908857	true	2	false	false
1073908858	true	2	false	false
1073908859	true	2	false	false
1073908860	true	2	false	false
1073908861	true	2	false	false
1073908862	true	2	false	false
1073908863	true	2	false	false
1073908864	true	2	false	false
1073908865	true	2	false	false
1073908866	true	2	false	false
1073908867	true	2	false	false
1073908868	true	2	false	false
1073908869	true	2	false	false
1073908870	true	2	false	false
1073908871	true	2	false	false
1073908872	true	2	false	false
1073908533	true	2	false	false
1073908534	true	2	false	false
1073908535	true	2	false	false
1073908536	true	2	false	false
1073908537	true	2	false	false
1073908538	true	2	false	false
1073908539	true	2	false	false
1073908540	true	2	false	false
1073908541	true	2	false	false
1073908542	true	2	false	false
1073908543	true	2	false	false
1073908544	true	2	false	false
1073908545	true	2	false	false
1073908546	true	2	false	false
1073908547	true	2	false	false
1073908548	true	2	false	false
1073908549	true	2	false	false
1073908550	true	2	false	false
1073908551	true	2	false	false
1073908552	true	2	false	false
1073908553	true	2	false	false
1073908554	true	2	false	false
1073908555	true	2	false	false
1073908556	true	2	false	false
1073908557	true	2	false	false
1073908558	true	2	false	false
1073908559	true	2	false	false
1073908560	true	2	false	false
1073908561	true	2	false	false
1073908562	true	2	false	false
1073908563	true	2	false	false
1073908564	true	2	false	false
1073908565	true	2	false	false
1073908566	true	2	false	false
1073908567	true	2	false	false
1073908568	true	2	false	false
1073908569	true	2	false	false
1073908570	true	2	false	false
1073908571	true	2	false	false
1073908572	true	2	false	false
1073908573	true	2	false	false
1073908574	true	2	false	false
1073908575	true	2	false	false
1073908576	true	2	false	false
1073908577	true	2	false	false
1073908578	true	2	false	false
1073908579	true	2	false	false
1073908580	true	2	false	false
1073908581	true	2	false	false
1073908582	true	2	false	false
1073908583	true	2	false	false
1073908584	true	2	false	false
1073908585	true	2	false	false
1073908586	true	2	false	false
1073908587	true	2	false	false
1073908588	true	2	false	false
1073908589	true	2	false	false
1073908590	true	2	false	false
1073908591	true	2	false	false
1073908592	true	2	false	false
1073908593	true	2	false	false
1073908594	true	2	false	false
1073908595	true	2	false	false
1073908596	true	2	false	false
1073908597	true	2	false	false
1073908598	true	2	false	false
1073908599	true	2	false	false
1073908600	true	2	false	false
1073908601	true	2	false	false
1073908602	true	2	false	false
1073908603	true	2	false	false
1073908604	true	2	false	false
1073908605	true	2	false	false
1073908606	true	2	false	false
1073908607	true	2	false	false
1073908608	true	2	false	false
1073908609	true	2	false	false
1073908610	true	2	false	false
1073908611	true	2	false	false
1073908612	true	2	false	false
1073908613	true	2	false	false
1073908614	true	2	false	false
1073908615	true	2	false	false
1073908616	true	2	false	false
1073908617	true	2	false	false
1073908618	true	2	false	false
1073908619	true	2	false	false
1073908620	true	2	false	false
1073908621	true	2	false	false
1073908622	true	2	false	false
1073908623	true	2	false	false
1073908624	true	2	false	false
1073908625	true	2	false	false
1073908626	true	2	false	false
1073908627	true	2	false	false
1073908628	true	2	false	false
1073908629	true	2	false	false
1073908630	true	2	false	false
1073908631	true	2	false	false
1073908632	true	2	false	false
1073908633	true	2	false	false
1073908634	true	2	false	false
1073908635	true	2	false	false
1073908636	true	2	false	false
1073908637	true	2	false	false
1073908638	true	2	false	false
1073908639	true	2	false	false
1073908640	true	2	false	false
1073908641	true	2	false	false
1073908642	true	2	false	false
1073908643	true	2	false	false
1073908644	true	2	false	false
1073908645	true	2	false	false
1073908646	true	2	false	false
1073908647	true	2	false	false
1073908648	true	2	false	false
1073908649	true	2	false	false
1073908650	true	2	false	false
1073908651	true	2	false	false
1073908652	true	2	false	false
1073908653	true	2	false	false
1073908654	true	2	false	false
1073908655	true	2	false	false
1073908656	true	2	false	false
1073908657	true	2	false	false
1073908658	true	2	false	false
1073908659	true	2	false	false
1073908660	true	2	false	false
1073908661	true	2	false	false
1073908662	true	2	false	false
1073908663	true	2	false	false
1073908664	true	2	false	false
1073908665	true	2	false	false
1073908666	true	2	false	false
1073908667	true	2	false	false
1073906292	false	0	false	false
1073906293	false	0	false	false
1073906294	false	0	false	false
1073906295	false	0	false	false
1073906296	false	0	false	false
1073906297	false	0	false	false
1073906298	false	0	false	false
1073906299	false	0	false	false
1073906300	false	0	false	false
1073906301	false	0	false	false
1073906302	false	0	false	false
1073906303	false	0	false	false
1073906304	false	0	false	false
1073906305	false	0	false	false
1073906306	false	0	false	false
1073906307	false	0	false	false
1073906308	false	0	false	false
1073906309	false	0	false	false
1073906310	false	0	false	false
1073906311	false	0	false	false
1073906312	false	0	false	false
1073906313	false	0	false	false
1073906314	false	0	false	false
1073906315	false	0	false	false
1073906316	false	0	false	false
1073906317	false	0	false	false
1073906318	false	0	false	false
1073906319	false	0	false	false
1073906320	false	0	false	false
1073906321	false	0	false	false
1073906322	false	0	false	false
1073906323	false	0	false	false
1073906324	false	0	false	false
1073906325	false	0	false	false
1073906326	false	0	false	false
1073906327	false	0	false	false
1073906328	false	0	false	false
1073906329	false	0	false	false
1073906330	false	0	false	false
1073906331	false	0	false	false
1073906332	false	0	false	false
1073906333	false	0	false	false
1073906334	false	0	false	false
1073906335	false	0	false	false
1073906336	false	0	false	false
1073916656	false	0	false	false
1073916657	false	0	false	false
1073916658	false	0	false	false
1073916659	false	0	false	false
1073916660	false	0	false	false
1073906365	false	1	false	false
1073906366	false	1	false	false
1073906367	false	1	false	false
1073906368	false	1	false	false
1073906369	false	1	false	false
1073906370	false	1	false	false
1073906371	false	1	false	false
1073906372	false	1	false	false
1073906373	false	1	false	false
1073906374	false	1	false	false
1073906375	false	1	false	false
1073906376	false	1	false	false
1073906377	false	1	false	false
1073906378	false	1	false	false
1073906379	false	1	false	false
1073906380	false	1	false	false
1073906381	false	1	false	false
1073906382	false	1	false	false
1073906383	false	1	false	false
1073906384	false	1	false	false
1073906385	false	1	false	false
1073906386	false	1	false	false
1073906387	false	1	false	false
1073906388	false	1	false	false
1073906389	false	1	false	false
1073906390	false	1	false	false
1073906391	false	1	false	false
1073906392	false	1	false	false
1073906393	false	1	false	false
1073906394	false	1	false	false
1073906395	false	1	false	false
1073906396	false	1	false	false
1073906397	false	1	false	false
1073906398	false	1	false	false
1073906399	false	1	false	false
1073906400	false	1	false	false
1073906401	false	1	false	false
1073906402	false	1	false	false
