ROWID	_MixUseCompound|BOOLEAN	_MixRank|INTEGER	_MixMsg|BOOLEAN	_MixResultAble|BOOLEAN
1073919151	false	3	false	false
1073919152	false	3	false	false
1073919153	false	3	false	false
1073919154	false	3	false	false
1073919155	false	3	false	false
1073919156	false	3	false	false
1073919157	false	3	false	false
1073919158	false	3	false	false
1073919159	false	3	false	false
1073919160	false	3	false	false
1073919161	false	3	false	false
1073919162	false	3	false	false
1073919163	false	3	false	false
1073919164	false	3	false	false
1073919165	false	3	false	false
1073919166	false	3	false	false
1073919167	false	3	false	false
1073919168	false	3	false	false
1073919169	false	3	false	false
1073919170	false	3	false	false
1073919171	false	3	false	false
1073919172	false	3	false	false
1073919173	false	3	false	false
1073919174	false	3	false	false
1073919175	false	3	false	false
1073919176	false	3	false	false
1073919177	false	3	false	false
1073919178	false	3	false	false
1073919179	false	3	false	false
1073919180	false	3	false	false
1073919181	false	3	false	false
1073919182	false	3	false	false
1073919183	false	3	false	false
1073919184	false	3	false	false
1073919185	false	3	false	false
1073919186	false	3	false	false
1073919187	false	3	false	false
1073919188	false	3	false	false
1073919189	false	3	false	false
1073919190	false	3	false	false
1073919191	false	3	false	false
1073919192	false	3	false	false
1073919193	false	3	false	false
1073919194	false	3	false	false
1073919195	false	3	false	false
1073919196	false	3	false	false
1073919197	false	3	false	false
1073919198	false	3	false	false
1073919199	false	3	false	false
1073919200	false	3	false	false
1073919201	false	3	false	false
1073919202	false	3	false	false
1073919203	false	3	false	false
1073919204	false	3	false	false
1073919205	false	3	false	false
1073919206	false	3	false	false
1073919207	false	3	false	false
1073919208	false	3	false	false
1073919209	false	3	false	false
1073919210	false	3	false	false
1073919211	false	3	false	false
1073919212	false	3	false	false
1073919213	false	3	false	false
1073919214	false	3	false	false
1073919215	false	3	false	false
1073919216	false	3	false	false
1073919217	false	3	false	false
1073919218	false	3	false	false
1073919219	false	3	false	false
1073919220	false	3	false	false
1073919221	false	3	false	false
1073919222	false	3	false	false
1073919223	false	3	false	false
1073919224	false	3	false	false
1073919225	false	3	false	false
1073919226	false	3	false	false
1073919227	false	3	false	false
1073919228	false	3	false	false
1073919229	false	3	false	false
1073919230	false	3	false	false
1073919231	false	3	false	false
1073919232	false	3	false	false
1073919233	false	3	false	false
1073919234	false	3	false	false
1073919235	false	3	false	false
1073919236	false	3	false	false
1073919237	false	3	false	false
1073919238	false	3	false	false
1073919239	false	3	false	false
1073919240	false	3	false	false
1073919241	false	3	false	false
1073919242	false	3	false	false
1073919243	false	3	false	false
1073919244	false	3	false	false
1073919245	false	3	false	false
1073919246	false	3	false	false
1073919247	false	3	false	false
1073919248	false	3	false	false
1073919249	false	3	false	false
1073919250	false	3	false	false
1073919251	false	3	false	false
1073919252	false	3	false	false
1073919253	false	3	false	false
1073919254	false	3	false	false
1073919255	false	3	false	false
1073919256	false	3	false	false
1073919257	false	3	false	false
1073919258	false	3	false	false
1073919259	false	3	false	false
1073919260	false	3	false	false
1073919261	false	3	false	false
1073919262	false	3	false	false
1073919263	false	3	false	false
1073919264	false	3	false	false
1073919265	false	3	false	false
1073919266	false	3	false	false
1073919267	false	3	false	false
1073919268	false	3	false	false
1073919269	false	3	false	false
1073919270	false	3	false	false
1073919271	false	3	false	false
1073919272	false	3	false	false
1073919273	false	3	false	false
1073919274	false	3	false	false
1073919275	false	3	false	false
1073919276	false	3	false	false
1073919277	false	3	false	false
1073919278	false	3	false	false
1073919279	false	3	false	false
1073919280	false	3	false	false
1073919281	false	3	false	false
1073919282	false	3	false	false
1073919283	false	3	false	false
1073919284	false	3	false	false
1073919285	false	3	false	false
1073919286	false	3	false	false
1073919287	false	3	false	false
1073919288	false	3	false	false
1073919289	false	3	false	false
1073919290	false	3	false	false
1073919291	false	3	false	false
1073919292	false	3	false	false
1073919293	false	3	false	false
1073919294	false	3	false	false
1073919295	false	3	false	false
1073919296	false	3	false	false
1073919297	false	3	false	false
1073919298	false	3	false	false
1073919299	false	3	false	false
1073919300	false	3	false	false
1073920143	false	3	false	false
1073920144	false	3	false	false
1073920145	false	3	false	false
1073920146	false	3	false	false
1073920147	false	3	false	false
1073920148	false	3	false	false
1073920149	false	3	false	false
1073920150	false	3	false	false
1073920151	false	3	false	false
1073920152	false	3	false	false
1073920153	false	3	false	false
1073920154	false	3	false	false
1073920155	false	3	false	false
1073920156	false	3	false	false
1073920157	false	3	false	false
1073920158	false	3	false	false
1073920159	false	3	false	false
1073920160	false	3	false	false
1073920161	false	3	false	false
1073920162	false	3	false	false
1073920163	false	3	false	false
1073920164	false	3	false	false
1073920165	false	3	false	false
1073920166	false	3	false	false
1073920167	false	3	false	false
1073920168	false	3	false	false
1073920169	false	3	false	false
1073920170	false	3	false	false
1073920171	false	3	false	false
1073920172	false	3	false	false
1073920173	false	3	false	false
1073920174	false	3	false	false
1073920175	false	3	false	false
1073920176	false	3	false	false
1073920177	false	3	false	false
1073920178	false	3	false	false
1073920179	false	3	false	false
1073920180	false	3	false	false
1073920181	false	3	false	false
1073920182	false	3	false	false
1073920183	false	3	false	false
1073920184	false	3	false	false
1073920185	false	3	false	false
1073920186	false	3	false	false
1073920187	false	3	false	false
1073920188	false	3	false	false
1073920189	false	3	false	false
1073920190	false	3	false	false
1073920191	false	3	false	false
1073920192	false	3	false	false
1073922050	true	2	false	false
1073922051	true	2	false	false
1073922052	true	2	false	false
1073922053	true	2	false	false
