ROWID	_ImprintingType|INTEGER
1073883250	1
1073883251	1
1073883252	1
1073883253	1
1073883254	1
1073883255	1
1073883256	1
1073883257	1
1073883258	1
1073883259	1
1073883260	1
1073883261	1
1073883262	1
1073883263	1
1073883264	1
1073883265	1
1073883266	1
1073883267	1
1073883268	1
1073883269	1
1073883270	1
1073883271	1
1073883272	1
1073883273	1
1073883274	1
1073883275	1
1073883276	1
1073883277	1
1073883278	1
1073880559	1
1073880560	1
1073880561	1
1073880562	1
1073880563	1
1073880564	1
1073880565	1
1073880566	1
1073880567	1
1073880568	1
1073880569	1
1073880570	1
1073880571	1
1073880572	1
1073880573	1
1073880574	1
1073880575	1
1073880576	1
1073880577	1
1073880578	1
1073880579	1
1073880580	1
1073880581	1
1073880582	1
1073880583	1
1073880584	1
1073880585	1
1073880586	1
1073880587	1
1073888463	2
1073888464	4
1073888465	2
1073888466	4
1073888467	2
1073888468	4
1073888469	2
1073888470	4
1073888471	2
1073888472	4
1073888473	2
1073888474	4
1073888475	2
1073888476	4
1073888477	2
1073888478	4
1073888479	2
1073888480	4
1073888481	2
1073888482	4
1073888483	2
1073888484	4
1073888485	2
1073888486	4
1073888487	2
1073888488	4
1073888489	2
1073888490	4
1073888491	2
1073888492	4
1073888493	2
1073888494	4
1073888495	2
1073888496	4
1073888497	2
1073888498	4
1073888499	2
1073888500	4
1073888501	2
1073888502	4
1073888503	2
1073888504	4
1073888505	2
1073888506	4
1073888507	2
1073888508	4
1073888509	2
1073888510	4
1073888511	2
1073888512	4
1073888513	2
1073888514	4
1073888515	2
1073888516	4
1073887566	1
1073887567	1
1073887568	1
1073887569	1
1073887570	1
1073887571	1
1073887572	1
1073887573	1
1073887574	1
1073887575	1
1073887576	1
1073887577	1
1073887578	1
1073887579	1
1073887580	1
1073887581	1
1073887582	1
1073887583	1
1073887652	2
1073887653	2
1073887654	2
1073887655	2
1073887656	2
1073887657	2
1073887658	2
1073887659	2
1073887660	2
1073887661	2
1073887662	2
1073887663	2
1073887664	2
1073887665	2
1073887666	2
1073887667	2
1073887668	2
1073887669	2
1073887670	2
1073887671	2
1073887672	2
1073887673	2
1073887674	2
1073887675	2
1073887676	2
1073887677	2
1073887678	2
1073887679	2
1073887680	2
1073887681	2
1073887682	2
1073887683	2
1073887684	2
1073887685	2
1073887686	2
1073887687	2
1073887688	2
1073887689	2
1073887690	2
1073887691	2
1073887692	2
1073887693	2
1073887694	2
1073887695	2
1073887696	2
1073887697	2
1073887698	2
1073887699	2
1073887700	2
1073887701	2
1073887702	2
1073887703	2
1073887704	2
1073887705	2
1073887706	2
1073887707	2
1073887708	2
1073887709	2
1073887710	2
1073887711	2
1073887712	2
1073887713	2
1073887714	2
1073887715	2
1073887716	2
1073887717	2
1073887718	2
1073887719	2
1073887720	2
1073887721	2
1073887722	2
1073887723	2
1073887724	2
1073887725	2
1073887726	2
1073887727	2
1073887728	2
1073887729	2
1073887730	2
1073887731	2
1073887732	2
1073887733	2
1073887734	2
1073887735	2
1073887736	2
1073887737	2
