ROWID	_MixUseCompound|BOOLEAN	_MixRank|INTEGER	_MixMsg|BOOLEAN	_MixResultAble|BOOLEAN
1073917424	true	2	false	false
1073917425	false	2	false	false
1073917426	true	2	false	false
1073917427	false	2	false	false
1073917428	true	2	false	false
1073917429	false	2	false	false
1073917430	true	2	false	false
1073917431	false	2	false	false
1073917432	true	2	false	false
1073917433	false	2	false	false
1073917434	true	2	false	false
1073917435	false	2	false	false
1073917436	true	2	false	false
1073917437	false	2	false	false
1073917438	true	2	false	false
1073917439	false	2	false	false
1073917440	true	2	false	false
1073917441	false	2	false	false
1073917442	true	2	false	false
1073917443	false	2	false	false
1073917444	true	2	false	false
1073917445	false	2	false	false
1073917446	true	2	false	false
1073917447	false	2	false	false
1073917448	true	2	false	false
1073917449	false	2	false	false
1073917450	true	2	false	false
1073917451	false	2	false	false
1073917452	true	2	false	false
1073917453	false	2	false	false
1073917454	true	2	false	false
1073917455	false	2	false	false
1073917456	true	2	false	false
1073917457	false	2	false	false
1073917458	true	2	false	false
1073917459	false	2	false	false
1073917460	true	2	false	false
1073917461	false	2	false	false
1073917462	true	2	false	false
1073917463	false	2	false	false
1073917464	true	2	false	false
1073917465	false	2	false	false
1073917466	true	2	false	false
1073917467	false	2	false	false
1073917468	true	2	false	false
1073917469	false	2	false	false
1073917470	true	2	false	false
1073917471	false	2	false	false
1073917472	true	2	false	false
1073917473	false	2	false	false
1073917474	true	2	false	false
1073917475	false	2	false	false
1073917476	true	2	false	false
1073917477	false	2	false	false
1073917847	true	2	false	false
1073917848	false	2	false	false
1073917849	true	2	false	false
1073917850	false	2	false	false
1073917851	true	2	false	false
1073917852	false	2	false	false
1073914124	true	2	false	false
1073914125	true	2	false	false
1073914126	true	2	false	false
1073914127	true	2	false	false
1073914128	true	2	false	false
1073914129	true	2	false	false
1073914130	true	2	false	false
1073914131	true	2	false	false
1073914132	true	2	false	false
1073914133	true	2	false	false
1073914134	true	2	false	false
1073914135	true	2	false	false
1073914136	true	2	false	false
1073914137	true	2	false	false
1073914138	true	2	false	false
1073914139	true	2	false	false
1073914140	true	2	false	false
1073914141	true	2	false	false
1073914142	true	2	false	false
1073914143	true	2	false	false
1073914144	true	2	false	false
1073914145	true	2	false	false
1073914146	true	2	false	false
1073914147	true	2	false	false
1073914148	true	2	false	false
1073914149	true	2	false	false
1073914150	true	2	false	false
1073914151	true	2	false	false
1073914152	true	2	false	false
1073914153	true	2	false	false
1073914154	true	2	false	false
1073914155	true	2	false	false
1073914156	true	2	false	false
1073914157	true	2	false	false
1073914158	true	2	false	false
1073914159	true	2	false	false
1073914160	true	2	false	false
1073914161	true	2	false	false
1073914162	true	2	false	false
1073914163	true	2	false	false
1073914164	true	2	false	false
1073914165	true	2	false	false
1073914166	true	2	false	false
1073914167	true	2	false	false
1073914168	true	2	false	false
1073914169	true	2	false	false
1073914170	true	2	false	false
1073914171	true	2	false	false
1073914172	true	2	false	false
1073914173	true	2	false	false
1073914174	true	2	false	false
1073914175	true	2	false	false
1073914176	true	2	false	false
1073914177	true	2	false	false
1073914178	true	2	false	false
1073914179	true	2	false	false
1073914180	true	2	false	false
1073914181	true	2	false	false
1073914182	true	2	false	false
1073914183	true	2	false	false
1073914184	true	2	false	false
1073914185	true	2	false	false
1073914186	true	2	false	false
1073914187	true	2	false	false
1073914188	true	2	false	false
1073914189	true	2	false	false
1073914190	true	2	false	false
1073914191	true	2	false	false
1073914192	true	2	false	false
1073914193	true	2	false	false
1073914194	true	2	false	false
1073914195	true	2	false	false
1073914196	true	2	false	false
1073914197	true	2	false	false
1073914198	true	2	false	false
1073914199	true	2	false	false
1073914200	true	2	false	false
1073914201	true	2	false	false
1073914202	true	2	false	false
1073914203	true	2	false	false
1073914204	true	2	false	false
1073914205	true	2	false	false
1073914206	true	2	false	false
1073914207	true	2	false	false
1073914208	true	2	false	false
1073914209	true	2	false	false
1073914210	true	2	false	false
1073914211	true	2	false	false
1073914212	true	2	false	false
1073914213	true	2	false	false
1073914214	true	2	false	false
1073914215	true	2	false	false
1073914216	true	2	false	false
1073914217	true	2	false	false
1073914218	true	2	false	false
1073914219	true	2	false	false
1073914220	true	2	false	false
1073914221	true	2	false	false
1073914222	true	2	false	false
1073914223	true	2	false	false
1073914224	true	2	false	false
1073914225	true	2	false	false
1073914226	true	2	false	false
1073914227	true	2	false	false
1073914228	true	2	false	false
1073914229	true	2	false	false
1073914230	true	2	false	false
1073914231	true	2	false	false
1073914232	true	2	false	false
1073914233	true	2	false	false
1073914234	true	2	false	false
1073914235	true	2	false	false
1073914236	true	2	false	false
1073914237	true	2	false	false
1073914238	true	2	false	false
1073914239	true	2	false	false
1073914240	true	2	false	false
1073914241	true	2	false	false
1073914242	true	2	false	false
1073914243	true	2	false	false
1073914244	true	2	false	false
1073914245	true	2	false	false
1073914246	true	2	false	false
1073914247	true	2	false	false
1073914248	true	2	false	false
1073914249	true	2	false	false
1073914250	true	2	false	false
1073914251	true	2	false	false
1073914252	true	2	false	false
1073914253	true	2	false	false
1073914254	true	2	false	false
1073914255	true	2	false	false
1073914256	true	2	false	false
1073914257	true	2	false	false
1073914258	true	2	false	false
1073916711	true	2	false	false
