ROWID	_DropGroupID|INTEGER	_FTGBoostFlag|BOOLEAN	_Difficulty|INTEGER	_ExDifficulty|INTEGER	_DropID|INTEGER	_Expectation|DOUBLE	_PropertyDrop|BOOLEAN	_MinLevel|INTEGER	_MaxLevel|INTEGER	_PropertyDropCopy|BOOLEAN
117189563	10076	false	4	0	10089	1.0	false	0	0	false
117189564	10077	false	4	0	10096	1.0	false	0	0	false
117189565	10078	false	4	0	10091	1.0	false	0	0	false
117189566	10079	false	4	0	10092	1.0	false	0	0	false
117189567	10080	false	4	0	10093	0.375	false	0	0	false
117189568	10080	false	4	0	10094	0.125	false	0	0	false
117189569	10080	false	4	0	10095	0.125	false	0	0	false
117189570	10081	false	4	0	10093	0.75	false	0	0	false
117189571	10081	false	4	0	10094	0.25	false	0	0	false
117189572	10081	false	4	0	10095	0.25	false	0	0	false
117189573	10082	false	4	0	10093	1.125	false	0	0	false
117189574	10082	false	4	0	10094	0.375	false	0	0	false
117189575	10082	false	4	0	10095	0.375	false	0	0	false
117189576	10083	false	4	0	10093	1.5	false	0	0	false
117189577	10083	false	4	0	10094	0.5	false	0	0	false
117189578	10083	false	4	0	10095	0.5	false	0	0	false
117189579	10084	false	4	0	10093	1.875	false	0	0	false
117189580	10084	false	4	0	10094	0.625	false	0	0	false
117189581	10084	false	4	0	10095	0.625	false	0	0	false
117189582	10085	false	4	0	10093	2.25	false	0	0	false
117189583	10085	false	4	0	10094	0.75	false	0	0	false
117189584	10085	false	4	0	10095	0.75	false	0	0	false
117189585	10086	false	4	0	10093	2.625	false	0	0	false
117189586	10086	false	4	0	10094	0.875	false	0	0	false
117189587	10086	false	4	0	10095	0.875	false	0	0	false
117189588	10087	false	4	0	10093	3.0	false	0	0	false
117189589	10087	false	4	0	10094	1.0	false	0	0	false
117189590	10087	false	4	0	10095	1.0	false	0	0	false
117189599	10080	false	4	0	10098	0.00625	false	0	0	false
117189600	10081	false	4	0	10098	0.0125	false	0	0	false
117189601	10082	false	4	0	10098	0.01875	false	0	0	false
117189602	10083	false	4	0	10098	0.025	false	0	0	false
117189603	10084	false	4	0	10098	0.03125	false	0	0	false
117189604	10085	false	4	0	10098	0.0375	false	0	0	false
117189605	10086	false	4	0	10098	0.04375	false	0	0	false
117189606	10087	false	4	0	10098	0.05	false	0	0	false
117190637	10080	false	4	0	11100	3.0	false	0	0	false
117190638	10081	false	4	0	11101	3.0	false	0	0	false
117190639	10082	false	4	0	11102	3.0	false	0	0	false
117190640	10083	false	4	0	11103	3.0	false	0	0	false
117190641	10084	false	4	0	11104	3.0	false	0	0	false
117190642	10085	false	4	0	11105	3.0	false	0	0	false
117190643	10086	false	4	0	11106	3.0	false	0	0	false
117190644	10087	false	4	0	11107	3.0	false	0	0	false
117195819	10080	false	4	0	14090	1.0	true	0	0	false
117196147	10081	false	4	0	14090	1.0	true	0	0	false
117196148	10082	false	4	0	14090	1.0	true	0	0	false
117196149	10083	false	4	0	14090	1.0	true	0	0	false
117196150	10084	false	4	0	14090	1.0	true	0	0	false
