ROWID	_DropGroupID|INTEGER	_FTGBoostFlag|BOOLEAN	_Difficulty|INTEGER	_ExDifficulty|INTEGER	_DropID|INTEGER	_Expectation|DOUBLE	_PropertyDrop|BOOLEAN	_MinLevel|INTEGER	_MaxLevel|INTEGER	_PropertyDropCopy|BOOLEAN
100001	11002	false	0	0	3062	3.0	false	0	0	false
100002	11002	false	0	0	3063	1.0	false	0	0	false
100003	11002	false	1	0	3062	3.0	false	0	0	false
100004	11002	false	1	0	3063	1.0	false	0	0	false
100005	11002	false	2	0	3062	3.0	false	0	0	false
100006	11002	false	2	0	3063	1.0	false	0	0	false
100007	11002	false	3	0	3062	3.0	false	0	0	false
100008	11002	false	3	0	3063	1.0	false	0	0	false
100009	11002	false	4	0	3062	3.0	false	0	0	false
100010	11002	false	4	0	3063	1.0	false	0	0	false
100201	500803334	false	0	0	500500040	1.0	false	0	0	false
100202	500803334	false	1	0	500500040	1.0	false	0	0	false
100203	500803334	false	2	0	500500040	1.0	false	0	0	false
100204	500803334	false	3	0	500500040	1.0	false	0	0	false
100205	500803334	false	4	0	500500040	1.0	false	0	0	false
100206	500803335	false	0	0	500600040	1.0	false	0	0	false
100207	500803335	false	1	0	500600040	1.0	false	0	0	false
100208	500803335	false	2	0	500600040	1.0	false	0	0	false
100209	500803335	false	3	0	500600040	1.0	false	0	0	false
100210	500803335	false	4	0	500600040	1.0	false	0	0	false
100301	500813332	false	0	0	500600020	1.0	false	0	0	false
100302	500813332	false	1	0	500600020	1.0	false	0	0	false
100303	500813332	false	2	0	500600020	1.0	false	0	0	false
100304	500813332	false	3	0	500600020	1.0	false	0	0	false
100305	500813332	false	4	0	500600020	1.0	false	0	0	false
100306	500813333	false	0	0	500600040	1.0	false	0	0	false
100307	500813333	false	1	0	500600040	1.0	false	0	0	false
100308	500813333	false	2	0	500600040	1.0	false	0	0	false
100309	500813333	false	3	0	500600040	1.0	false	0	0	false
100310	500813333	false	4	0	500600040	1.0	false	0	0	false
100311	500813334	false	0	0	500600060	1.0	false	0	0	false
100312	500813334	false	1	0	500600060	1.0	false	0	0	false
100313	500813334	false	2	0	500600060	1.0	false	0	0	false
100314	500813334	false	3	0	500600060	1.0	false	0	0	false
100315	500813334	false	4	0	500600060	1.0	false	0	0	false
100316	500813335	false	0	0	500600080	1.0	false	0	0	false
100317	500813335	false	1	0	500600080	1.0	false	0	0	false
100318	500813335	false	2	0	500600080	1.0	false	0	0	false
100319	500813335	false	3	0	500600080	1.0	false	0	0	false
100320	500813335	false	4	0	500600080	1.0	false	0	0	false
100401	11003	false	0	0	3062	3.0	false	0	0	false
100402	11003	false	0	0	3063	1.0	false	0	0	false
100403	11003	false	1	0	3062	3.0	false	0	0	false
100404	11003	false	1	0	3063	1.0	false	0	0	false
100405	11003	false	2	0	3062	3.0	false	0	0	false
100406	11003	false	2	0	3063	1.0	false	0	0	false
100407	11003	false	3	0	3062	3.0	false	0	0	false
100408	11003	false	3	0	3063	1.0	false	0	0	false
100409	11003	false	4	0	3062	3.0	false	0	0	false
100410	11003	false	4	0	3063	1.0	false	0	0	false
100601	500806667	false	0	0	500500040	1.0	false	0	0	false
100602	500806667	false	1	0	500500040	1.0	false	0	0	false
100603	500806667	false	2	0	500500040	1.0	false	0	0	false
100604	500806667	false	3	0	500500040	1.0	false	0	0	false
100605	500806667	false	4	0	500500040	1.0	false	0	0	false
100701	500806668	false	0	0	500500060	1.0	false	0	0	false
100702	500806668	false	1	0	500500060	1.0	false	0	0	false
100703	500806668	false	2	0	500500060	1.0	false	0	0	false
100704	500806668	false	3	0	500500060	1.0	false	0	0	false
100705	500806668	false	4	0	500500060	1.0	false	0	0	false
100801	500806669	false	0	0	500500080	1.0	false	0	0	false
100802	500806669	false	1	0	500500080	1.0	false	0	0	false
100803	500806669	false	2	0	500500080	1.0	false	0	0	false
100804	500806669	false	3	0	500500080	1.0	false	0	0	false
100805	500806669	false	4	0	500500080	1.0	false	0	0	false
100901	500806670	false	0	0	500500120	1.0	false	0	0	false
100902	500806670	false	1	0	500500120	1.0	false	0	0	false
100903	500806670	false	2	0	500500120	1.0	false	0	0	false
100904	500806670	false	3	0	500500120	1.0	false	0	0	false
100905	500806670	false	4	0	500500120	1.0	false	0	0	false
101001	500806671	false	0	0	500600040	1.0	false	0	0	false
101002	500806671	false	1	0	500600040	1.0	false	0	0	false
101003	500806671	false	2	0	500600040	1.0	false	0	0	false
101004	500806671	false	3	0	500600040	1.0	false	0	0	false
101005	500806671	false	4	0	500600040	1.0	false	0	0	false
101101	500806672	false	0	0	500600060	1.0	false	0	0	false
101102	500806672	false	1	0	500600060	1.0	false	0	0	false
101103	500806672	false	2	0	500600060	1.0	false	0	0	false
101104	500806672	false	3	0	500600060	1.0	false	0	0	false
101105	500806672	false	4	0	500600060	1.0	false	0	0	false
101201	500806673	false	0	0	500600080	1.0	false	0	0	false
101202	500806673	false	1	0	500600080	1.0	false	0	0	false
101203	500806673	false	2	0	500600080	1.0	false	0	0	false
101204	500806673	false	3	0	500600080	1.0	false	0	0	false
101205	500806673	false	4	0	500600080	1.0	false	0	0	false
101301	500806674	false	0	0	500600120	1.0	false	0	0	false
101302	500806674	false	1	0	500600120	1.0	false	0	0	false
101303	500806674	false	2	0	500600120	1.0	false	0	0	false
101304	500806674	false	3	0	500600120	1.0	false	0	0	false
101305	500806674	false	4	0	500600120	1.0	false	0	0	false
101401	500816666	false	0	0	500500060	1.0	false	0	0	false
101402	500816666	false	1	0	500500060	1.0	false	0	0	false
101403	500816666	false	2	0	500500060	1.0	false	0	0	false
101404	500816666	false	3	0	500500060	1.0	false	0	0	false
101405	500816666	false	4	0	500500060	1.0	false	0	0	false
101501	500816667	false	0	0	500500060	1.0	false	0	0	false
101502	500816667	false	1	0	500500060	1.0	false	0	0	false
101503	500816667	false	2	0	500500060	1.0	false	0	0	false
101504	500816667	false	3	0	500500060	1.0	false	0	0	false
101505	500816667	false	4	0	500500060	1.0	false	0	0	false
101601	500819999	false	0	0	500600060	1.0	false	0	0	false
101602	500819999	false	1	0	500600060	1.0	false	0	0	false
101603	500819999	false	2	0	500600060	1.0	false	0	0	false
101604	500819999	false	3	0	500600060	1.0	false	0	0	false
101605	500819999	false	4	0	500600060	1.0	false	0	0	false
101801	500823332	false	0	0	500500040	1.0	false	0	0	false
101802	500823332	false	1	0	500500040	1.0	false	0	0	false
101803	500823332	false	2	0	500500040	1.0	false	0	0	false
101804	500823332	false	3	0	500500040	1.0	false	0	0	false
101805	500823332	false	4	0	500500040	1.0	false	0	0	false
101901	500823333	false	0	0	500500060	1.0	false	0	0	false
101902	500823333	false	1	0	500500060	1.0	false	0	0	false
101903	500823333	false	2	0	500500060	1.0	false	0	0	false
101904	500823333	false	3	0	500500060	1.0	false	0	0	false
101905	500823333	false	4	0	500500060	1.0	false	0	0	false
102001	500823334	false	0	0	500500080	1.0	false	0	0	false
102002	500823334	false	1	0	500500080	1.0	false	0	0	false
102003	500823334	false	2	0	500500080	1.0	false	0	0	false
102004	500823334	false	3	0	500500080	1.0	false	0	0	false
102005	500823334	false	4	0	500500080	1.0	false	0	0	false
102101	500823335	false	0	0	500500120	1.0	false	0	0	false
102102	500823335	false	1	0	500500120	1.0	false	0	0	false
102103	500823335	false	2	0	500500120	1.0	false	0	0	false
102104	500823335	false	3	0	500500120	1.0	false	0	0	false
102105	500823335	false	4	0	500500120	1.0	false	0	0	false
102201	500823336	false	0	0	500600040	1.0	false	0	0	false
102202	500823336	false	1	0	500600040	1.0	false	0	0	false
102203	500823336	false	2	0	500600040	1.0	false	0	0	false
102204	500823336	false	3	0	500600040	1.0	false	0	0	false
102205	500823336	false	4	0	500600040	1.0	false	0	0	false
102301	500823337	false	0	0	500600060	1.0	false	0	0	false
102302	500823337	false	1	0	500600060	1.0	false	0	0	false
102303	500823337	false	2	0	500600060	1.0	false	0	0	false
102304	500823337	false	3	0	500600060	1.0	false	0	0	false
102305	500823337	false	4	0	500600060	1.0	false	0	0	false
102401	500823338	false	0	0	500600080	1.0	false	0	0	false
102402	500823338	false	1	0	500600080	1.0	false	0	0	false
102403	500823338	false	2	0	500600080	1.0	false	0	0	false
102404	500823338	false	3	0	500600080	1.0	false	0	0	false
102405	500823338	false	4	0	500600080	1.0	false	0	0	false
102501	500823339	false	0	0	500600120	1.0	false	0	0	false
102502	500823339	false	1	0	500600120	1.0	false	0	0	false
102503	500823339	false	2	0	500600120	1.0	false	0	0	false
102504	500823339	false	3	0	500600120	1.0	false	0	0	false
102505	500823339	false	4	0	500600120	1.0	false	0	0	false
102601	500826664	false	0	0	500826664	1.0	false	0	0	false
102602	500826664	false	1	0	500826664	1.0	false	0	0	false
102603	500826664	false	2	0	500826664	1.0	false	0	0	false
