ROWID	_NameID|INTEGER	_DescriptionID|INTEGER	_CompoundGroupID|INTEGER	_CompoundPotentialID|INTEGER	_Possibility|DOUBLE	_Cost|INTEGER	_TimeRequired|DOUBLE	_SuccessType1|INTEGER	_SuccessItemID1|INTEGER	_FailType1|INTEGER	_FailItemID1|INTEGER	_Slot1Id|INTEGER	_Slot1Num|INTEGER	_Slot2Id|INTEGER	_Slot2Num|INTEGER	_Slot3Id|INTEGER	_Slot3Num|INTEGER	_Slot4Id|INTEGER	_Slot4Num|INTEGER	_Slot5Id|INTEGER	_Slot5Num|INTEGER	_CompoundPreliminaryID|INTEGER	_Explanation|INTEGER	_Kind|INTEGER	_SuccessAwardItem1|INTEGER
336085504	0	0	1678262784	0	1.0	1000	1500.0	-1	336085504	-1	0	336085248	5	0	0	0	0	0	0	0	0	0	0	0	0
336085760	0	0	1678262784	0	1.0	5000	1500.0	-1	336085760	-1	0	336085504	5	0	0	0	0	0	0	0	0	0	0	0	0
336086016	0	0	1678262784	0	1.0	25000	1500.0	-1	336086016	-1	0	336085760	5	0	0	0	0	0	0	0	0	0	0	0	0
336609536	0	0	1678786816	0	1.0	100	1500.0	-1	336609536	-1	0	336609280	3	336086272	3	0	0	0	0	0	0	0	0	0	0
268442037	0	0	1678786816	0	1.0	75	1500.0	-1	268442037	-1	0	268442036	3	336086272	2	0	0	0	0	0	0	0	0	0	0
336609792	0	0	1678787072	0	1.0	2000	1500.0	-1	336609792	-1	0	336609536	3	336086272	3	0	0	0	0	0	0	0	0	0	0
268442038	0	0	1678787072	0	1.0	1500	1500.0	-1	268442038	-1	0	268442037	3	336086272	2	0	0	0	0	0	0	0	0	0	0
336610048	0	0	1678787328	0	1.0	10000	1500.0	-1	336610048	-1	0	336609792	3	336086272	3	0	0	0	0	0	0	0	0	0	0
268442039	0	0	1678787328	0	1.0	7500	1500.0	-1	268442039	-1	0	268442038	3	336086272	2	0	0	0	0	0	0	0	0	0	0
336610304	0	0	1678787584	0	1.0	20000	1500.0	-1	336610304	-1	0	336610048	3	336086272	3	0	0	0	0	0	0	0	0	0	0
268442040	0	0	1678787584	0	1.0	15000	1500.0	-1	268442040	-1	0	268442039	3	336086272	2	0	0	0	0	0	0	0	0	0	0
268452928	0	0	1610612950	0	1.0	32000	1500.0	-1	268452928	-1	0	336610304	3	336086272	3	0	0	0	0	0	0	0	0	0	0
268452927	0	0	1610612950	0	1.0	24000	1500.0	-1	268452927	-1	0	268442040	3	336086272	2	0	0	0	0	0	0	0	0	0	0
268463240	0	0	1610613079	0	1.0	44000	1500.0	-1	268463240	-1	0	268452928	3	336086272	3	0	0	0	0	0	0	0	0	0	0
268463241	0	0	1610613079	0	1.0	33000	1500.0	-1	268463241	-1	0	268452927	3	336086272	2	0	0	0	0	0	0	0	0	0	0
268466748	0	0	1610613108	0	1.0	50000	1500.0	-1	268466748	-1	0	268463240	2	268463241	2	336086272	2	0	0	0	0	0	0	0	0
268466749	0	0	1610613108	0	1.0	60000	1500.0	-1	268466749	-1	0	268466748	3	336086272	3	0	0	0	0	0	0	0	0	0	0
268466189	0	0	1610613104	0	1.0	150000	1500.0	-1	268466189	-1	0	336990720	3	336086272	3	0	0	0	0	0	0	0	0	0	0
268475886	0	0	1610613166	0	1.0	10000	1500.0	-1	268475886	-1	0	268475885	20	268466749	10	0	0	0	0	0	0	0	0	0	0
268475889	0	0	1610613166	0	1.0	10000	1500.0	-1	268475889	-1	0	268475888	20	268466749	10	0	0	0	0	0	0	0	0	0	0
268475887	0	0	1610613166	0	1.0	10000	1500.0	-1	268475887	-1	0	268475886	20	268466749	10	0	0	0	0	0	0	0	0	0	0
268475890	0	0	1610613166	0	1.0	10000	1500.0	-1	268475890	-1	0	268475889	20	268466749	10	0	0	0	0	0	0	0	0	0	0
