ROWID	_NameID|INTEGER	_NameIDParam|TEXT	_Level|INTEGER	_HP|INTEGER	_HPUI|INTEGER	_StrPMin|INTEGER	_StrPMax|INTEGER	_AttackUI|INTEGER	_StrMMin|INTEGER	_StrMMax|INTEGER	_DefP|INTEGER	_DefM|INTEGER	_Stiff|INTEGER	_Critical|INTEGER	_Stun|INTEGER	_StiffResistance|INTEGER	_CriticalResistance|INTEGER	_StunResistance|INTEGER	_Element_Str_Type|INTEGER	_Element_Str|FLOAT	_Fire_Def|FLOAT	_Ice_Def|FLOAT	_Light_Def|FLOAT	_Dark_Def|FLOAT	_DeadExperience|INTEGER	_CompleteExperience|INTEGER	_DeadDurability|INTEGER	_MoveSpeed|INTEGER	_DownDelay|FLOAT	_ActorTableID|INTEGER	_SizeMin|FLOAT	_SizeMax|FLOAT	_CustomAI|TEXT	_Weapon1Index|INTEGER	_Weapon2Index|INTEGER	_ThreatRange|INTEGER	_ThreatAggro|INTEGER	_CognizanceGentleRange|INTEGER	_CognizanceThreatRange|INTEGER	_RefreshTargetType|INTEGER	_RefreshTargetValue1|DOUBLE	_RefreshTargetValue2|DOUBLE	_SkillTable|INTEGER	_MonsterPartsIndex1|INTEGER	_MonsterPartsIndex2|INTEGER	_MonsterPartsIndex3|INTEGER	_MonsterPartsIndex4|INTEGER	_MonsterPartsIndex5|INTEGER	_SuperAmmor|INTEGER	_ImmunedStateBlow|TEXT	_ImmunePercent|TEXT	_DecreaseAggro|FLOAT	_RangeAttackAdditionalAggro|FLOAT	_StunStateAdditionalAggro|FLOAT	_DownStateAdditionalAggro|FLOAT	_CantMoveStateAdditionalAggro|FLOAT	_SleepStateAdditionalAggro|FLOAT	_UnderHPStateAdditionalAggro|FLOAT	_AllowSEDiffuseVariation|INTEGER	_Grade|INTEGER	_AllowEffectIndex|INTEGER	_UseGaugeBalloon|BOOLEAN	_ItemDropGroupID|INTEGER	_MonsterRaceID|INTEGER	_MonsterGrade|INTEGER	_SlowEffectByDeath|BOOLEAN	_EffectScale|BOOLEAN	_BossKillCheck|BOOLEAN	_ImmuneReduceTime|TEXT	_EffectByStart|TEXT	_EffectByEnd|TEXT	_StateResist|BOOLEAN	_AllowEffectIndex_New|TEXT	_NoSpin|BOOLEAN	_ShowGauge|BOOLEAN	_OffSetID|INTEGER	_HPBarOrder|INTEGER	_ItemDropType|INTEGER	_ItemDropIntervalTime|TEXT	_LimboConstantFlag|INTEGER	_NewBalanceFlagException|INTEGER
580901	1000004083	{1015957},{1015958}	95	1500000	0	1500	1500	0	1500	1500	35000	35000	0	0	0	0	0	0	-1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	1003071	1.3	1.3	QA_Test_Monster_1.lua	12	0	4000	5	5000	5000	0	0.0	0.0	1010828	0	0	0	0	0	20000			0.7	1.0	1.0	1.0	1.0	1.0	1.0	1	6	0	true	0	460	5	false	true	false				true	0	false	true	0	0	0	0	0	0
580902	1000004083	{1015957},{1015958}	95	1500000	0	1500	1500	0	1500	1500	35000	35000	0	0	0	0	0	0	-1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	1003071	1.3	1.3	QA_Test_Monster_2.lua	12	0	4000	5	5000	5000	0	0.0	0.0	1010828	0	0	0	0	0	20000			0.7	1.0	1.0	1.0	1.0	1.0	1.0	1	6	0	true	0	460	5	false	true	false				true	0	false	true	0	0	0	0	0	0
580903	1000004083	{1015957},{1015958}	95	1500000	0	1500	1500	0	1500	1500	35000	35000	0	0	0	0	0	0	-1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	1003071	1.3	1.3	QA_Test_Monster_3.lua	12	0	4000	5	5000	5000	0	0.0	0.0	1010827	0	0	0	0	0	20000			0.7	1.0	1.0	1.0	1.0	1.0	1.0	1	6	0	true	0	460	5	false	true	false				true	0	false	true	0	0	0	0	0	0
580904	1000004083	{1015957},{1015958}	95	1500000	0	1500	1500	0	1500	1500	35000	35000	0	0	0	0	0	0	-1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	1003071	1.3	1.3	QA_Test_Monster_4.lua	12	0	4000	5	5000	5000	0	0.0	0.0	1010827	0	0	0	0	0	20000			0.7	1.0	1.0	1.0	1.0	1.0	1.0	1	6	0	true	0	460	5	false	true	false				true	0	false	true	0	0	0	0	0	0
580905	1000004083	{1000110304},{1000015616}	95	1500000	0	1500	1500	0	1500	1500	35000	35000	0	0	0	0	0	0	-1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	1002382	0.5	0.5	Defense_Guild_Minotauros_BlackMini_Nest_Minotauros.lua	49	0	3000	5	3200	4000	0	0.0	0.0	1010761	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	6	0	false	0	460	5	false	false	false				true	0	false	true	0	0	0	0	0	0
580906	1000004083	{1000110304},{1000015616}	95	1500000	0	1500	1500	0	1500	1500	35000	35000	0	0	0	0	0	0	-1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	1002382	0.5	0.5	Defense_Guild_Minotauros_BlackMini_Nest_Minotauros.lua	49	0	3000	5	3200	4000	0	0.0	0.0	1010761	0	0	0	0	0	1000			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	6	0	false	0	460	5	false	false	false				true	0	false	true	0	0	0	0	0	0
580907	1000004083	{1000110304},{1000015616}	95	1500000	0	1500	1500	0	1500	1500	35000	35000	0	0	0	0	0	0	-1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	1002382	0.5	0.5	Defense_Guild_Minotauros_BlackMini_Nest_Minotauros.lua	49	0	3000	5	3200	4000	0	0.0	0.0	1010761	0	0	0	0	0	10000			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	6	0	false	0	460	5	false	false	false				true	0	false	true	0	0	0	0	0	0
580908	1000004083	{1000110304},{1000015616}	95	1500000	0	1500	1500	0	1500	1500	35000	35000	0	0	0	0	0	0	-1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	1002382	0.5	0.5	Defense_Guild_Minotauros_BlackMini_Nest_Minotauros.lua	49	0	3000	5	3200	4000	0	0.0	0.0	1010761	0	0	0	0	0	100000			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	6	0	false	0	460	5	false	false	false				true	0	false	true	0	0	0	0	0	0
580909	1000004083	{1015957},{1015958}	95	1500000	0	1500	1500	0	1500	1500	35000	35000	0	0	0	0	0	0	-1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	1003071	1.3	1.3	QA_Test_Monster_1.lua	12	0	4000	5	5000	5000	0	0.0	0.0	1010828	0	0	0	0	0	20000			0.7	1.0	1.0	1.0	1.0	1.0	1.0	1	6	0	true	0	460	5	false	true	false				true	0	false	true	0	0	0	0	0	0
580910	0		95	500	0	18	22	0	18	22	263	263	0	0	0	0	0	0	-1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	1003101	1.0	1.0	HideMonster_Nightmare_Remake.lua	100310	0	30000	5	30000	31000	0	0.0	0.0	1011070	0	0	0	0	0	20000			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1	1	0	true	0	460	1	false	true	false				true	0	false	true	0	0	0	0	0	0
