ROWID	_DropGroupID|INTEGER	_FTGBoostFlag|BOOLEAN	_Difficulty|INTEGER	_ExDifficulty|INTEGER	_DropID|INTEGER	_Expectation|DOUBLE	_PropertyDrop|BOOLEAN	_MinLevel|INTEGER	_MaxLevel|INTEGER	_PropertyDropCopy|BOOLEAN
1001	52925010	false	0	0	201000	1.0	false	0	0	false
1002	52925010	false	1	0	201000	1.0	false	0	0	false
1003	52925010	false	2	0	201000	1.0	false	0	0	false
1004	52925010	false	3	0	201000	1.0	false	0	0	false
1005	52925010	false	4	0	201000	1.0	false	0	0	false
1006	52925011	false	0	0	83886082	1.0	false	0	0	false
1007	52925011	false	1	0	83886082	1.0	false	0	0	false
1008	52925011	false	2	0	83886082	1.0	false	0	0	false
1009	52925011	false	3	0	83886082	1.0	false	0	0	false
1010	52925011	false	4	0	83886082	1.0	false	0	0	false
1050	52925011	false	6	0	83886082	1.0	false	0	0	false
1051	52925011	false	5	0	83886082	1.0	false	0	0	false
1011	52925021	false	0	0	92276062	1.0	false	0	0	false
1012	52925021	false	1	0	92276062	1.0	false	0	0	false
1013	52925021	false	2	0	92276062	1.0	false	0	0	false
1014	52925021	false	3	0	92276062	1.0	false	0	0	false
1015	52925021	false	4	0	92276062	1.0	false	0	0	false
1016	52925031	false	0	0	92276063	1.0	false	0	0	false
1017	52925031	false	1	0	92276063	1.0	false	0	0	false
1018	52925031	false	2	0	92276063	1.0	false	0	0	false
1019	52925031	false	3	0	92276063	1.0	false	0	0	false
1020	52925031	false	4	0	92276063	1.0	false	0	0	false
1021	52925041	false	0	0	92276064	1.0	false	0	0	false
1022	52925041	false	1	0	92276064	1.0	false	0	0	false
1023	52925041	false	2	0	92276064	1.0	false	0	0	false
1024	52925041	false	3	0	92276064	1.0	false	0	0	false
1025	52925041	false	4	0	92276064	1.0	false	0	0	false
1032	92276773	false	1	0	92276770	1.0	false	0	0	false
1033	92276773	false	2	0	92276770	1.0	false	0	0	false
1034	92276773	false	3	0	92276770	1.0	false	0	0	false
1035	92276773	false	4	0	92276770	1.0	false	0	0	false
1048	92276773	false	6	0	92276770	1.0	false	0	0	false
1049	92276773	false	5	0	92276770	1.0	false	0	0	false
1036	92277024	false	1	0	92277021	1.0	false	0	0	false
1037	92277024	false	2	0	92277021	1.0	false	0	0	false
1038	92277024	false	3	0	92277021	1.0	false	0	0	false
1039	92277024	false	4	0	92277021	1.0	false	0	0	false
