ROWID	_DropGroupID|INTEGER	_FTGBoostFlag|BOOLEAN	_Difficulty|INTEGER	_ExDifficulty|INTEGER	_DropID|INTEGER	_Expectation|DOUBLE	_PropertyDrop|BOOLEAN	_MinLevel|INTEGER	_MaxLevel|INTEGER	_PropertyDropCopy|BOOLEAN
78232973	117441318	false	0	0	226493502	1.0	false	0	0	false
78232974	117441319	false	0	0	226493502	1.0	false	0	0	false
78230562	117441318	false	4	0	226493502	4.004	false	0	0	false
78230563	117441319	false	4	0	226493502	4.004	false	0	0	false
78276421	117441679	false	3	0	218105017	0.10741688	false	0	0	false
78251585	117441679	false	3	0	962001000	0.011413043	false	0	0	false
78274255	117441679	false	3	0	218105016	0.060869563	false	0	0	false
78276422	117441680	false	3	0	218105017	0.12276215	false	0	0	false
78251589	117441680	false	3	0	962001000	0.013043478	false	0	0	false
78274256	117441680	false	3	0	218105016	0.069565214	false	0	0	false
78276423	117441681	false	3	0	218105017	0.0014705883	false	0	0	false
78251593	117441681	false	3	0	226494470	0.02	false	0	0	false
78251594	117441681	false	3	0	218104389	5.5114637E-5	false	0	0	false
78276424	117441682	false	3	0	218105017	0.0024509805	false	0	0	false
78251597	117441682	false	3	0	226494470	0.033333335	false	0	0	false
78251598	117441682	false	3	0	218104389	9.185773E-5	false	0	0	false
78276425	117441683	false	3	0	218105017	0.004901961	false	0	0	false
78251601	117441683	false	3	0	226494470	0.06666667	false	0	0	false
78251602	117441683	false	3	0	218104389	1.8371546E-4	false	0	0	false
78276426	117441684	false	3	0	218105017	0.44117647	false	0	0	false
78276159	117441684	false	3	0	226495894	2.0	false	0	0	false
78275236	117441684	false	3	0	218105250	0.125	false	0	0	false
78251603	117441684	false	3	0	226493662	0.4	false	0	0	false
78251604	117441684	false	3	0	962001000	0.15	false	0	0	false
78276674	117441684	false	3	0	962009110	0.0	false	0	0	false
78251605	117441684	false	3	0	962009210	0.0	false	0	0	false
78275694	117441684	false	3	0	962009220	0.0	false	0	0	false
78254208	117441684	false	3	0	226495779	1.25	false	0	0	false
78274257	117441684	false	3	0	218105016	0.6666667	false	0	0	false
78276675	117441684	false	3	0	226493948	0.06944445	false	0	0	false
78275237	117441684	false	3	0	226493951	0.10714286	false	0	0	false
78275695	117441684	false	3	0	218105022	0.25	false	0	0	false
78275238	117441684	false	3	0	218105127	1.0	false	0	0	false
78251616	117441684	false	3	0	226494040	0.8333333	false	0	0	false
78252035	117441684	false	3	0	226495238	1.0	false	0	0	false
78276427	117441685	false	3	0	218105017	0.023017902	false	0	0	false
78274260	117441685	false	3	0	218105016	0.011594203	false	0	0	false
78251619	117441685	false	3	0	218104389	0.0017253278	false	0	0	false
78276428	117441686	false	3	0	218105017	0.02685422	false	0	0	false
78274261	117441686	false	3	0	218105016	0.01352657	false	0	0	false
78251623	117441686	false	3	0	218104389	0.0020128824	false	0	0	false
78276429	117441687	false	3	0	218105017	0.030690538	false	0	0	false
78274262	117441687	false	3	0	218105016	0.015458937	false	0	0	false
78251627	117441687	false	3	0	218104389	0.002300437	false	0	0	false
78276430	117441721	false	3	0	218105017	0.14037433	false	0	0	false
78252076	117441721	false	3	0	218104389	0.0042087543	false	0	0	false
78276431	117441722	false	3	0	218105017	0.16042781	false	0	0	false
78252079	117441722	false	3	0	218104389	0.004810005	false	0	0	false
78274263	117441679	false	1	0	218105016	0.030434782	false	0	0	false
78274264	117441680	false	1	0	218105016	0.034782607	false	0	0	false
78251646	117441681	false	1	0	226494470	0.01	false	0	0	false
78251647	117441681	false	1	0	218104389	3.4041394E-5	false	0	0	false
78251650	117441682	false	1	0	226494470	0.016666668	false	0	0	false
78251651	117441682	false	1	0	218104389	5.673566E-5	false	0	0	false
78251654	117441683	false	1	0	226494470	0.033333335	false	0	0	false
78251655	117441683	false	1	0	218104389	1.1347132E-4	false	0	0	false
78276160	117441684	false	1	0	226495894	1.0	false	0	0	false
78276353	117441684	false	1	0	218105250	0.0625	false	0	0	false
78251656	117441684	false	1	0	226493662	0.2	false	0	0	false
78276676	117441684	false	1	0	962009110	0.0	false	0	0	false
78251658	117441684	false	1	0	962009210	0.0	false	0	0	false
78275696	117441684	false	1	0	962009220	0.0	false	0	0	false
78254209	117441684	false	1	0	226495779	0.625	false	0	0	false
78274265	117441684	false	1	0	218105016	0.33333334	false	0	0	false
78276677	117441684	false	1	0	226493948	0.034722224	false	0	0	false
78275697	117441684	false	1	0	218105022	0.125	false	0	0	false
78276161	117441684	false	1	0	218105127	0.5	false	0	0	false
78251660	117441684	false	1	0	226494040	0.41666666	false	0	0	false
78252036	117441684	false	1	0	226495238	0.5	false	0	0	false
78274268	117441685	false	1	0	218105016	0.0057971017	false	0	0	false
78251663	117441685	false	1	0	218104389	0.0010656436	false	0	0	false
78274269	117441686	false	1	0	218105016	0.006763285	false	0	0	false
78251666	117441686	false	1	0	218104389	0.0012432509	false	0	0	false
78274270	117441687	false	1	0	218105016	0.0077294684	false	0	0	false
78251669	117441687	false	1	0	218104389	0.0014208582	false	0	0	false
78251711	117441679	false	4	0	218105374	0.0060869567	false	0	0	false
78251712	117441679	false	4	0	962001000	0.0045652175	false	0	0	false
78274271	117441679	false	4	0	218105370	0.024347827	false	0	0	false
