ROWID	_PotentialID|INTEGER	_PotentialNo|INTEGER	_PotentialRatio|FLOAT	_PrefixNameID|INTEGER	_State1|INTEGER	_State1Value|TEXT	_State2|INTEGER	_State2Value|TEXT	_State3|INTEGER	_State3Value|TEXT	_State4|INTEGER	_State4Value|TEXT	_State5|INTEGER	_State5Value|TEXT	_State6|INTEGER	_State6Value|TEXT	_State7|INTEGER	_State7Value|TEXT	_State8|INTEGER	_State8Value|TEXT	_State9|INTEGER	_State9Value|TEXT	_State10|INTEGER	_State10Value|TEXT	_State11|INTEGER	_State11Value|TEXT	_State12|INTEGER	_State12Value|TEXT	_State13|INTEGER	_State13Value|TEXT	_State14|INTEGER	_State14Value|TEXT	_State15|INTEGER	_State15Value|TEXT	_State16|INTEGER	_State16Value|TEXT	_SkillID|INTEGER	_SkillLevel|INTEGER	_SkillUsingType|INTEGER	_GearScore|INTEGER
914358287	914358288	1	1.0	0	0	100	1	100	2	100	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358315	914358354	1	1.0	0	0	200	1	200	2	200	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358316	914358355	1	1.0	0	0	300	1	300	2	300	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358317	914358356	1	1.0	0	0	400	1	400	2	400	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358318	914358357	1	1.0	0	0	500	1	500	2	500	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358319	914358358	1	1.0	0	0	600	1	600	2	600	54	0.001	55	0.001	56	0.001	57	0.001	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358320	914358359	1	1.0	0	0	700	1	700	2	700	54	0.002	55	0.002	56	0.002	57	0.002	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358321	914358360	1	1.0	0	0	800	1	800	2	800	54	0.003	55	0.003	56	0.003	57	0.003	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358322	914358361	1	1.0	0	0	900	1	900	2	900	54	0.004	55	0.004	56	0.004	57	0.004	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358323	914358362	1	1.0	0	0	1000	1	1000	2	1000	54	0.01	55	0.01	56	0.01	57	0.01	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358324	914358363	1	1.0	0	0	1100	1	1100	2	1100	54	0.011	55	0.011	56	0.011	57	0.011	29	50	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358325	914358364	1	1.0	0	0	1200	1	1200	2	1200	54	0.012	55	0.012	56	0.012	57	0.012	29	100	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358326	914358365	1	1.0	0	0	1300	1	1300	2	1300	54	0.013	55	0.013	56	0.013	57	0.013	29	150	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358327	914358366	1	1.0	0	0	1400	1	1400	2	1400	54	0.014	55	0.014	56	0.014	57	0.014	29	200	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358328	914358367	1	1.0	0	0	1500	1	1500	2	1500	54	0.02	55	0.02	56	0.02	57	0.02	29	250	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358329	914358368	1	1.0	0	0	1600	1	1600	2	1600	54	0.021	55	0.021	56	0.021	57	0.021	29	300	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358330	914358369	1	1.0	0	0	1700	1	1700	2	1700	54	0.022	55	0.022	56	0.022	57	0.022	29	350	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358331	914358370	1	1.0	0	0	1800	1	1800	2	1800	54	0.023	55	0.023	56	0.023	57	0.023	29	400	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358332	914358371	1	1.0	0	0	1900	1	1900	2	1900	54	0.024	55	0.024	56	0.024	57	0.024	29	450	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358333	914358372	1	1.0	0	0	2000	1	2000	2	2000	54	0.03	55	0.03	56	0.03	57	0.03	29	500	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358334	914358373	1	1.0	0	0	2100	1	2100	2	2100	54	0.031	55	0.031	56	0.031	57	0.031	29	550	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358335	914358374	1	1.0	0	0	2200	1	2200	2	2200	54	0.032	55	0.032	56	0.032	57	0.032	29	600	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358336	914358375	1	1.0	0	0	2300	1	2300	2	2300	54	0.033	55	0.033	56	0.033	57	0.033	29	650	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358337	914358376	1	1.0	0	0	2400	1	2400	2	2400	54	0.034	55	0.034	56	0.034	57	0.034	29	700	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358338	914358377	1	1.0	0	0	2500	1	2500	2	2500	54	0.04	55	0.04	56	0.04	57	0.04	29	750	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
914358339	914358378	1	1.0	0	0	2600	1	2600	2	2600	54	0.041	55	0.041	56	0.041	57	0.041	29	800	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	-1	NONE	0	0	0	0
