ROWID	_ItemID|INTEGER	_StringID|INTEGER
830	1075053696	1000010308
831	1075053824	1000010308
80000000	805306531	1000021756
80000001	805306532	1000021756
80000002	805307222	0
80000003	805307223	0
80000004	805307224	0
80000005	805307167	0
80000006	805307168	0
80000007	805307179	0
80000008	805307180	0
80000009	805307209	0
80000010	805307210	0
80000011	805309301	0
80000012	805312205	0
80000013	805312206	0
80000014	805312207	0
80000015	1073914987	0
80000016	1073914988	0
80000017	1073897604	0
80000018	805312369	0
80000019	805312370	0
80000020	805312371	0
90000000	1073806898	0
90000001	1073806899	0
90000002	1073806900	0
90000003	1073806901	0
90000004	1073806902	0
90000005	1073806903	0
90000006	1073806904	0
90000007	1073806905	0
90000008	1073806906	0
90000009	1073806907	0
90000010	1073806908	0
90000011	1073806909	0
90000012	1073806910	0
90000013	1073806911	0
90000014	1073806912	0
90000015	1073806913	0
90000016	1073806914	0
90000017	1073806915	0
90000018	1073806916	0
90000019	1073806917	0
90000020	1073806918	0
90000021	1073806919	0
90000022	1073806920	0
90000023	1073806921	0
90000024	1073806922	0
90000025	1073806923	0
90000026	1073806924	0
90000027	1073806925	0
90000028	1073806926	0
90000029	1073806927	0
90000030	1073806928	0
90000031	1073806929	0
90000032	1073806930	0
90000033	1073806931	0
90000034	1073806932	0
90000035	1073806933	0
90000036	1073806934	0
90000037	1073806935	0
90000038	1073806936	0
90000039	1073806937	0
90000040	1073806938	0
90000041	1073806939	0
90000042	1073806940	0
90000043	1073806941	0
90000044	1073806942	0
90000045	1073806943	0
90000046	1073806944	0
90000047	1073806945	0
90000048	1073806946	0
90000049	1073806947	0
90000050	1073806948	0
90000051	1073806949	0
90000052	1073806950	0
90000053	1073806951	0
90000054	1073806952	0
90000055	1073806953	0
90000056	1073806954	0
90000057	1073806955	0
90000058	1073806956	0
90000059	1073806957	0
90000060	1073806958	0
90000061	1073806959	0
90000062	1073806960	0
90000063	1073806961	0
90000064	1073806962	0
90000065	1073806963	0
90000066	1073806964	0
90000067	1073806965	0
90000068	1073806966	0
90000069	1073806967	0
90000070	1073806968	0
90000071	1073806969	0
90000072	1073806970	0
90000073	1073806971	0
90000074	1073806972	0
90000075	1073806973	0
90000076	1073806974	0
90000077	1073806975	0
90000078	1073806976	0
90000079	1073806977	0
90000080	1073806978	0
90000081	1073806979	0
90000082	1073806980	0
90000083	1073806981	0
90000084	1073806982	0
90000085	1073806983	0
90000086	1073806984	0
90000087	1073806985	0
90000088	1073806986	0
90000089	1073806987	0
90000090	1073806988	0
90000091	1073806989	0
90000092	1073806990	0
90000093	1073806991	0
90000094	1073806992	0
90000095	1073806993	0
90000096	1073806994	0
90000097	1073806995	0
90000098	1073806996	0
90000099	1073806997	0
90000100	1073806998	0
90000101	1073806999	0
90000102	1073807000	0
90000103	1073807001	0
90000104	1073807002	0
90000105	1073807004	0
90000106	1073807005	0
90000107	1073807006	0
90000108	1073807007	0
90000109	1073807008	0
90000110	1073807009	0
90000111	1073807010	0
90000112	1073807011	0
90000113	1073807012	0
90000114	1073807013	0
90000115	1073807014	0
90000116	1073807015	0
90000117	1073807016	0
90000118	1073807017	0
90000119	1073807018	0
90000120	1073807019	0
90000121	1073807020	0
90000122	1073807021	0
90000123	1073807022	0
90000124	1073807023	0
90000125	1073807024	0
90000126	1073807025	0
90000127	1073807026	0
90000128	1073807027	0
90000129	1073807028	0
90000130	1073807029	0
90000131	1073807030	0
90000132	1073807031	0
90000133	1073807032	0
90000134	1073807033	0
90000135	1073807034	0
90000136	1073807035	0
90000137	1073807036	0
90000138	1073807037	0
90000139	1073807038	0
90000140	1073807039	0
90000141	1073807040	0
90000142	1073807041	0
90000143	1073807042	0
90000144	1073807043	0
90000145	1073807044	0
90000146	1073807045	0
90000147	1073807046	0
90000148	1073807047	0
90000149	1073807048	0
90000150	1073807049	0
90000151	1073807050	0
90000152	1073807051	0
90000153	1073807052	0
90000154	1073807053	0
90000155	1073807054	0
90000156	1073807055	0
90000157	1073807056	0
90000158	1073807057	0
90000159	1073807058	0
90000160	1073807059	0
90000161	1073807060	0
90000162	1073807061	0
90000163	1073807062	0
90000164	1073807063	0
90000165	1073807064	0
90000166	1073807065	0
90000167	1073807066	0
90000168	1073807067	0
90000169	1073807068	0
90000170	1073807069	0
90000171	1073807070	0
90000172	1073807071	0
90000173	1073807072	0
90000174	1073807073	0
90000175	1073807074	0
90000176	1073807075	0
90000177	1073807076	0
90000178	1073807077	0
90000179	1073807078	0
90000180	1073807079	0
90000181	1073807080	0
90000182	1073807081	0
90000183	1073807082	0
90000184	1073807083	0
90000185	1073807084	0
90000186	1073807085	0
90000187	1073807086	0
90000188	1073807087	0
90000189	1073807088	0
90000190	1073807089	0
90000191	1073807090	0
90000192	1073807091	0
90000193	1073807092	0
90000194	1073807093	0
90000195	1073807094	0
90000196	1073807095	0
90000197	1073807096	0
90000198	1073807097	0
90000199	1073807098	0
90000200	1073807099	0
90000201	1073807100	0
90000202	1073807101	0
90000203	1073807102	0
90000204	1073807103	0
90000205	1073807104	0
90000206	1073807105	0
90000207	1073807106	0
90000208	1073807107	0
90000209	1073807108	0
90000210	1073807109	0
90000211	1073807110	0
90000212	1073807111	0
90000213	1073807112	0
90000214	1073807113	0
90000215	1073807114	0
90000216	1073807115	0
90000217	1073807116	0
90000218	1073807117	0
90000219	1073807118	0
90000220	1073807119	0
90000221	1073807120	0
90000222	1073807121	0
90000223	1073807122	0
90000224	1073807123	0
90000225	1073807124	0
90000226	1073807125	0
90000227	1073807126	0
90000228	1073807127	0
90000229	1073807128	0
90000230	1073807129	0
90000231	1073807130	0
90000232	1073807131	0
90000233	1073807132	0
90000234	1073807133	0
90000235	1073807134	0
90000236	1073807135	0
90000237	1073807136	0
90000238	1073807137	0
90000239	1073807138	0
90000240	1073807139	0
90000241	1073807140	0
90000242	1073807141	0
90000243	1073807142	0
90000244	1073807143	0
90000245	1073807144	0
90000246	1073807145	0
90000247	1073807146	0
90000248	1073807147	0
90000249	1073807148	0
90000250	1073807149	0
90000251	1073807150	0
90000252	1073807151	0
90000253	1073807152	0
90000254	1073807153	0
90000255	1073807154	0
90000256	1073807155	0
90000257	1073807156	0
90000258	1073807157	0
90000259	1073807158	0
90000260	1073807159	0
90000261	1073807160	0
90000262	1073807161	0
90000263	1073807162	0
90000264	1073807163	0
90000265	1073807164	0
90000266	1073807165	0
90000267	1073807166	0
90000268	1073807167	0
90000269	1073807168	0
90000270	1073807169	0
90000271	1073807170	0
90000272	1073807171	0
90000273	1073807172	0
90000274	1073807173	0
90000275	1073807174	0
90000276	1073807175	0
90000277	1073807176	0
90000278	1073807177	0
90000279	1073807178	0
90000280	1073807179	0
90000281	1073807180	0
90000282	1073807181	0
90000283	1073807182	0
90000284	1073807183	0
90000285	1073807184	0
90000286	1073807185	0
90000287	1073807186	0
90000288	1073807187	0
90000289	1073807188	0
90000290	1073807189	0
90000291	1073807190	0
90000292	1073807191	0
90000293	1073807192	0
90000294	1073807193	0
90000295	1073807194	0
90000296	1073807195	0
90000297	1073807196	0
90000298	1073807197	0
90000299	1073807198	0
90000300	1073807199	0
90000301	1073807200	0
90000302	1073807201	0
90000303	1073807202	0
90000304	1073807203	0
90000305	1073807204	0
90000306	1073807205	0
90000307	1073807206	0
90000308	1073807207	0
90000309	1073807208	0
90000310	1073807209	0
90000311	1073807210	0
90000312	1073807211	0
90000313	1073807212	0
90000314	1073807213	0
90000315	1073807214	0
90000316	1073807215	0
90000317	1073807216	0
90000318	1073807217	0
90000319	1073807218	0
90000320	1073807219	0
90000321	1073807220	0
90000322	1073807221	0
90000323	1073807222	0
90000324	1073807223	0
90000325	1073807224	0
90000326	1073807225	0
90000327	1073807226	0
90000328	1073807227	0
90000329	1073807228	0
90000330	1073807229	0
90000331	1073807230	0
90000332	1073807231	0
90000333	1073807232	0
90000334	1073807233	0
90000335	1073807234	0
90000336	1073807235	0
90000337	1073807236	0
90000338	1073807237	0
90000339	1073807238	0
90000340	1073807239	0
90000341	1073807240	0
90000342	1073807241	0
90000343	1073807242	0
90000344	1073807243	0
90000345	1073807244	0
90000346	1073807245	0
90000347	1073807246	0
90000348	1073807247	0
90000349	1073807248	0
90000350	1073807249	0
90000351	1073807250	0
90000352	1073807251	0
90000353	1073807252	0
90000354	1073807253	0
90000355	1073807254	0
90000356	1073807255	0
90000357	1073807256	0
90000358	1073807257	0
90000359	1073807258	0
90000360	1073807259	0
90000361	1073807260	0
90000362	1073807261	0
90000363	1073807262	0
90000364	1073807263	0
90000365	1073807264	0
90000366	1073807265	0
90000367	1073807266	0
90000368	1073807267	0
90000369	1073807268	0
90000370	1073807269	0
90000371	1073807270	0
90000372	1073807271	0
90000373	1073807272	0
90000374	1073807273	0
90000375	1073807274	0
90000376	1073807275	0
90000377	1073807276	0
90000378	1073807277	0
90000379	1073807278	0
90000380	1073807279	0
90000381	1073807280	0
90000382	1073807281	0
90000383	1073807282	0
90000384	1073807283	0
90000385	1073807284	0
90000386	1073807285	0
90000387	1073807286	0
90000388	1073807287	0
90000389	1073807288	0
90000390	1073807289	0
90000391	1073807290	0
90000392	1073807291	0
90000393	1073807292	0
90000394	1073807293	0
90000395	1073807294	0
90000396	1073807295	0
90000397	1073807296	0
90000398	1073807297	0
90000399	1073807298	0
90000400	1073807299	0
90000401	1073807300	0
90000402	1073807301	0
90000403	1073807302	0
90000404	1073807303	0
90000405	1073807304	0
90000406	1073807305	0
90000407	1073807306	0
90000408	1073807307	0
90000409	1073807308	0
90000410	1073807309	0
90000411	1073807310	0
90000412	1073807311	0
90000413	1073807312	0
90000414	1073807313	0
90000415	1073807314	0
90000416	1073807315	0
90000417	1073807316	0
90000418	1073807317	0
90000419	1073807318	0
90000420	1073807319	0
90000421	1073807320	0
90000422	1073807321	0
90000423	1073807322	0
90000424	1073807323	0
90000425	1073807324	0
90000426	1073807325	0
90000427	1073807326	0
90000428	1073807327	0
90000429	1073807328	0
90000430	1073807329	0
90000431	1073807330	0
90000432	1073807331	0
90000433	1073807332	0
90000434	1073807340	0
90000435	1073807341	0
90000436	1073807342	0
90000437	1073807343	0
90000438	1073807344	0
90000439	1073807345	0
90000440	1073807346	0
90000441	1073807347	0
90000442	1073807348	0
90000443	1073807349	0
90000444	1073807350	0
90000445	1073807351	0
90000446	1073807352	0
90000447	1073807353	0
90000448	1073810909	0
90000449	1073810910	0
90000450	1073810911	0
90000451	1073810912	0
90000452	1073810913	0
90000453	1073810914	0
90000454	1073810915	0
90000455	1073810916	0
90000456	1073810917	0
90000457	1073810918	0
90000458	1073810919	0
90000459	1073810920	0
90000460	1073810921	0
90000461	1073810922	0
90000462	1073810923	0
90000463	1073810924	0
90000464	1073810925	0
90000465	1073810926	0
90000466	1073810927	0
90000467	1073810928	0
90000468	1073810929	0
90000469	1073810930	0
90000470	1073810931	0
90000471	1073810932	0
90000472	1073810933	0
90000473	1073810934	0
90000474	1073810935	0
90000475	1073810936	0
90000476	1073810937	0
90000477	1073810938	0
90000478	1073810939	0
90000479	1073810940	0
90000480	1073810941	0
90000481	1073810942	0
90000482	1073810943	0
90000483	1073810944	0
90000484	1073810945	0
90000485	1073810946	0
90000486	1073810947	0
90000487	1073810948	0
90000488	1073810949	0
90000489	1073810950	0
90000490	1073810951	0
90000491	1073810952	0
90000492	1073810953	0
90000493	1073810954	0
90000494	1073810955	0
90000495	1073810956	0
90000496	1073810957	0
90000497	1073810958	0
90000498	1073810959	0
90000499	1073810960	0
90000500	1073810961	0
90000501	1073810962	0
90000502	1073810963	0
90000503	1073810964	0
90000504	1073810965	0
90000505	1073810966	0
90000506	1073810967	0
90000507	1073810968	0
90000508	1073810969	0
90000509	1073810970	0
90000510	1073810971	0
90000511	1073810972	0
90000512	1073810973	0
90000513	1073810974	0
90000514	1073810975	0
90000515	1073810976	0
90000516	1073810977	0
90000517	1073810978	0
90000518	1073810979	0
90000519	1073810980	0
90000520	1073810981	0
90000521	1073810982	0
90000522	1073810983	0
90000523	1073810984	0
90000524	1073810985	0
90000525	1073810986	0
90000526	1073810987	0
90000527	1073810988	0
90000528	1073810989	0
90000529	1073810990	0
90000530	1073810991	0
90000531	1073810992	0
90000532	1073810993	0
90000533	1073810994	0
90000534	1073810995	0
90000535	1073810996	0
90000536	1073810997	0
90000537	1073810998	0
90000538	1073810999	0
90000539	1073811000	0
90000540	1073811001	0
90000541	1073811002	0
90000542	1073811003	0
90000543	1073811004	0
90000544	1073811005	0
90000545	1073811006	0
90000546	1073811007	0
90000547	1073811008	0
90000548	1073811009	0
90000549	1073811010	0
90000550	1073811011	0
90000551	1073811012	0
90000552	1073811013	0
90000553	1073811014	0
90000554	1073811015	0
90000555	1073811016	0
90000556	1073811017	0
90000557	1073811018	0
90000558	1073811019	0
90000559	1073811020	0
90000560	1073811021	0
90000561	1073811022	0
90000562	1073811023	0
90000563	1073811024	0
90000564	1073811025	0
90000565	1073811026	0
90000566	1073811027	0
90000567	1073811028	0
90000568	1073811029	0
90000569	1073811030	0
90000570	1073811031	0
90000571	1073811032	0
90000572	1073811033	0
90000573	1073811034	0
90000574	1073811035	0
90000575	1073811036	0
90000576	1073811037	0
90000577	1073811038	0
90000578	1073811039	0
90000579	1073811040	0
90000580	1073811041	0
90000581	1073811042	0
90000582	1073811043	0
90000583	1073811044	0
90000584	1073811045	0
90000585	1073811046	0
90000586	1073811047	0
90000587	1073811048	0
90000588	1073811049	0
90000589	1073811050	0
90000590	1073811051	0
90000591	1073811052	0
90000592	1073811053	0
90000593	1073811054	0
90000594	1073811055	0
90000595	1073811056	0
90000596	1073811057	0
90000597	1073811058	0
90000598	1073811059	0
90000599	1073811060	0
90000600	1073811061	0
90000601	1073811062	0
90000602	1073811063	0
90000603	1073811064	0
90000604	1073811065	0
90000605	1073811066	0
90000606	1073811067	0
90000607	1073811068	0
90000608	1073811069	0
90000609	1073811070	0
90000610	1073811071	0
90000611	1073811072	0
90000612	1073811073	0
90000613	1073811074	0
90000614	1073811075	0
90000615	1073811076	0
90000616	1073811077	0
90000617	1073811078	0
90000618	1073811079	0
90000619	1073811080	0
90000620	1073811081	0
90000621	1073811082	0
90000622	1073811083	0
90000623	1073811084	0
90000624	1073811085	0
90000625	1073811086	0
90000626	1073811087	0
90000627	1073811088	0
90000628	1073811089	0
90000629	1073811090	0
90000630	1073811091	0
90000631	1073811092	0
90000632	1073811093	0
90000633	1073811094	0
90000634	1073811095	0
90000635	1073811096	0
90000636	1073811097	0
90000637	1073811098	0
90000638	1073811099	0
90000639	1073811100	0
90000640	1073811101	0
90000641	1073811102	0
90000642	1073811103	0
90000643	1073811104	0
90000644	1073811105	0
90000645	1073811106	0
90000646	1073811107	0
90000647	1073811108	0
90000648	1073811109	0
90000649	1073811110	0
90000650	1073811111	0
90000651	1073811112	0
90000652	1073811113	0
90000653	1073811114	0
90000654	1073811115	0
90000655	1073811116	0
90000656	1073811117	0
90000657	1073811118	0
90000658	1073811119	0
90000659	1073811120	0
90000660	1073811121	0
90000661	1073811122	0
90000662	1073811123	0
90000663	1073811124	0
90000664	1073811125	0
90000665	1073811126	0
90000666	1073811127	0
90000667	1073811128	0
90000668	1073811129	0
90000669	1073811130	0
90000670	1073811131	0
90000671	1073811132	0
90000672	1073811133	0
90000673	1073811134	0
90000674	1073811135	0
90000675	1073811136	0
90000676	1073811137	0
90000677	1073811138	0
90000678	1073811139	0
90000679	1073811140	0
90000680	1073811141	0
90000681	1073811142	0
90000682	1073811143	0
90000683	1073811144	0
90000684	1073811145	0
90000685	1073811146	0
90000686	1073811147	0
90000687	1073811148	0
90000688	1073811149	0
90000689	1073811150	0
90000690	1073811151	0
90000691	1073811152	0
90000692	1073811153	0
90000693	1073811154	0
90000694	1073811155	0
90000695	1073811156	0
90000696	1073811157	0
90000697	1073811158	0
90000698	1073811159	0
90000699	1073811160	0
90000700	1073811161	0
90000701	1073811162	0
90000702	1073811163	0
90000703	1073811164	0
90000704	1073811165	0
90000705	1073811166	0
90000706	1073811167	0
90000707	1073811168	0
90000708	1073811169	0
90000709	1073811170	0
90000710	1073811171	0
90000711	1073811172	0
90000712	1073811173	0
90000713	1073811174	0
90000714	1073811175	0
90000715	1073811176	0
90000716	1073811177	0
90000717	1073811178	0
90000718	1073811179	0
90000719	1073811180	0
90000720	1073811181	0
90000721	1073811182	0
90000722	1073811183	0
90000723	1073811184	0
90000724	1073811185	0
90000725	1073811186	0
90000726	1073811187	0
90000727	1073811188	0
90000728	1073811189	0
90000729	1073811190	0
90000730	1073811191	0
90000731	1073811192	0
90000732	1073811193	0
90000733	1073811194	0
90000734	1073811195	0
90000735	1073811196	0
90000736	1073811197	0
90000737	1073811198	0
90000738	1073811199	0
90000739	1073811200	0
90000740	1073811201	0
90000741	1073811202	0
90000742	1073811203	0
90000743	1073811204	0
90000744	1073811205	0
90000745	1073811206	0
90000746	1073811207	0
90000747	1073811208	0
90000748	1073811209	0
90000749	1073811210	0
90000750	1073811211	0
90000751	1073811212	0
90000752	1073811213	0
90000753	1073811214	0
90000754	1073811215	0
90000755	1073811216	0
90000756	1073811217	0
90000757	1073811218	0
90000758	1073811219	0
90000759	1073811220	0
90000760	1073811221	0
90000761	1073811222	0
90000762	1073811223	0
90000763	1073811224	0
90000764	1073811225	0
90000765	1073811226	0
90000766	1073811227	0
90000767	1073811228	0
90000768	1073811229	0
90000769	1073811230	0
90000770	1073811231	0
90000771	1073811232	0
90000772	1073811233	0
90000773	1073811234	0
90000774	1073811235	0
90000775	1073811236	0
90000776	1073811237	0
90000777	1073811238	0
90000778	1073811239	0
90000779	1073811240	0
90000780	1073811241	0
90000781	1073811242	0
90000782	1073811243	0
90000783	1073811244	0
90000784	1073811245	0
90000785	1073811246	0
90000786	1073811247	0
