ROWID	_UseCompound|BOOLEAN	_UseDesign|BOOLEAN	_sort|INTEGER
1073919151	true	false	0
1073919152	true	false	0
1073919153	true	false	0
1073919154	true	false	0
1073919155	true	false	0
1073919156	true	false	0
1073919157	true	false	0
1073919158	true	false	0
1073919159	true	false	0
1073919160	true	false	0
1073919161	true	false	0
1073919162	true	false	0
1073919163	true	false	0
1073919164	true	false	0
1073919165	true	false	0
1073919166	true	false	0
1073919167	true	false	0
1073919168	true	false	0
1073919169	true	false	0
1073919170	true	false	0
1073919171	true	false	0
1073919172	true	false	0
1073919173	true	false	0
1073919174	true	false	0
1073919175	true	false	0
1073919176	true	false	0
1073919177	true	false	0
1073919178	true	false	0
1073919179	true	false	0
1073919180	true	false	0
1073919181	true	false	0
1073919182	true	false	0
1073919183	true	false	0
1073919184	true	false	0
1073919185	true	false	0
1073919186	true	false	0
1073919187	true	false	0
1073919188	true	false	0
1073919189	true	false	0
1073919190	true	false	0
1073919191	true	false	0
1073919192	true	false	0
1073919193	true	false	0
1073919194	true	false	0
1073919195	true	false	0
1073919196	true	false	0
1073919197	true	false	0
1073919198	true	false	0
1073919199	true	false	0
1073919200	true	false	0
1073919201	true	false	0
1073919202	true	false	0
1073919203	true	false	0
1073919204	true	false	0
1073919205	true	false	0
1073919206	true	false	0
1073919207	true	false	0
1073919208	true	false	0
1073919209	true	false	0
1073919210	true	false	0
1073919211	true	false	0
1073919212	true	false	0
1073919213	true	false	0
1073919214	true	false	0
1073919215	true	false	0
1073919216	true	false	0
1073919217	true	false	0
1073919218	true	false	0
1073919219	true	false	0
1073919220	true	false	0
1073919221	true	false	0
1073919222	true	false	0
1073919223	true	false	0
1073919224	true	false	0
1073919225	true	false	0
1073919226	true	false	0
1073919227	true	false	0
1073919228	true	false	0
1073919229	true	false	0
1073919230	true	false	0
1073919231	true	false	0
1073919232	true	false	0
1073919233	true	false	0
1073919234	true	false	0
1073919235	true	false	0
1073919236	true	false	0
1073919237	true	false	0
1073919238	true	false	0
1073919239	true	false	0
1073919240	true	false	0
1073919241	true	false	0
1073919242	true	false	0
1073919243	true	false	0
1073919244	true	false	0
1073919245	true	false	0
1073919246	true	false	0
1073919247	true	false	0
1073919248	true	false	0
1073919249	true	false	0
1073919250	true	false	0
1073919251	true	false	0
1073919252	true	false	0
1073919253	true	false	0
1073919254	true	false	0
1073919255	true	false	0
1073919256	true	false	0
1073919257	true	false	0
1073919258	true	false	0
1073919259	true	false	0
1073919260	true	false	0
1073919261	true	false	0
1073919262	true	false	0
1073919263	true	false	0
1073919264	true	false	0
1073919265	true	false	0
1073919266	true	false	0
1073919267	true	false	0
1073919268	true	false	0
1073919269	true	false	0
1073919270	true	false	0
1073919271	true	false	0
1073919272	true	false	0
1073919273	true	false	0
1073919274	true	false	0
1073919275	true	false	0
1073919276	true	false	0
1073919277	true	false	0
1073919278	true	false	0
1073919279	true	false	0
1073919280	true	false	0
1073919281	true	false	0
1073919282	true	false	0
1073919283	true	false	0
1073919284	true	false	0
1073919285	true	false	0
1073919286	true	false	0
1073919287	true	false	0
1073919288	true	false	0
1073919289	true	false	0
1073919290	true	false	0
1073919291	true	false	0
1073919292	true	false	0
1073919293	true	false	0
1073919294	true	false	0
1073919295	true	false	0
1073919296	true	false	0
1073919297	true	false	0
1073919298	true	false	0
1073919299	true	false	0
1073919300	true	false	0
1073920143	true	false	0
1073920144	true	false	0
1073920145	true	false	0
1073920146	true	false	0
1073920147	true	false	0
1073920148	true	false	0
1073920149	true	false	0
1073920150	true	false	0
1073920151	true	false	0
1073920152	true	false	0
1073920153	true	false	0
1073920154	true	false	0
1073920155	true	false	0
1073920156	true	false	0
1073920157	true	false	0
1073920158	true	false	0
1073920159	true	false	0
1073920160	true	false	0
1073920161	true	false	0
1073920162	true	false	0
1073920163	true	false	0
1073920164	true	false	0
1073920165	true	false	0
1073920166	true	false	0
1073920167	true	false	0
1073920168	true	false	0
1073920169	true	false	0
1073920170	true	false	0
1073920171	true	false	0
1073920172	true	false	0
1073920173	true	false	0
1073920174	true	false	0
1073920175	true	false	0
1073920176	true	false	0
1073920177	true	false	0
1073920178	true	false	0
1073920179	true	false	0
1073920180	true	false	0
1073920181	true	false	0
1073920182	true	false	0
1073920183	true	false	0
1073920184	true	false	0
1073920185	true	false	0
1073920186	true	false	0
1073920187	true	false	0
1073920188	true	false	0
1073920189	true	false	0
1073920190	true	false	0
1073920191	true	false	0
1073920192	true	false	0
1073922050	true	false	0
1073922051	true	false	0
1073922052	true	false	0
1073922053	true	false	0
1073922054	true	false	0
1073922055	true	false	0
1073922056	true	false	0
1073922057	true	false	0
1073922058	true	false	0
1073922059	true	false	0
1073922060	true	false	0
1073922061	true	false	0
1073922062	true	false	0
1073922063	true	false	0
1073922064	true	false	0
1073922065	true	false	0
1073922066	true	false	0
1073922067	true	false	0
1073922068	true	false	0
1073922069	true	false	0
1073922070	true	false	0
1073922071	true	false	0
1073922072	true	false	0
1073922073	true	false	0
1073922074	true	false	0
1073922075	true	false	0
1073922076	true	false	0
1073922077	true	false	0
1073922078	true	false	0
1073922079	true	false	0
1073922080	true	false	0
1073922081	true	false	0
1073922082	true	false	0
1073922083	true	false	0
1073922084	true	false	0
1073922085	true	false	0
1073922086	true	false	0
1073922087	true	false	0
1073922088	true	false	0
1073922089	true	false	0
1073922090	true	false	0
1073922091	true	false	0
1073922092	true	false	0
1073922093	true	false	0
1073922094	true	false	0
1073922095	true	false	0
1073922096	true	false	0
1073922097	true	false	0
1073922098	true	false	0
1073922099	true	false	0
1073922100	true	false	0
1073922101	true	false	0
1073922102	true	false	0
1073922103	true	false	0
1073922104	true	false	0
1073922105	true	false	0
1073922106	true	false	0
1073922107	true	false	0
1073922108	true	false	0
1073922109	true	false	0
1073922110	true	false	0
1073922111	true	false	0
1073922112	true	false	0
1073922113	true	false	0
1073922114	true	false	0
1073922115	true	false	0
1073922116	true	false	0
1073922117	true	false	0
1073922118	true	false	0
1073922119	true	false	0
1073922120	true	false	0
1073922121	true	false	0
1073922122	true	false	0
1073922123	true	false	0
1073922124	true	false	0
1073922125	true	false	0
1073922126	true	false	0
1073922127	true	false	0
1073922128	true	false	0
1073922129	true	false	0
1073922130	true	false	0
1073922131	true	false	0
1073922132	true	false	0
1073922133	true	false	0
1073922134	true	false	0
1073922135	true	false	0
1073922136	true	false	0
1073922137	true	false	0
1073922138	true	false	0
1073922139	true	false	0
1073922140	true	false	0
1073922141	true	false	0
1073922142	true	false	0
1073922143	true	false	0
1073922144	true	false	0
1073922145	true	false	0
1073922146	true	false	0
1073922147	true	false	0
1073922148	true	false	0
1073922149	true	false	0
1073909615	false	false	0
