ROWID	_UseCompound|BOOLEAN	_UseDesign|BOOLEAN	_sort|INTEGER
1073908738	true	false	0
1073908739	true	false	0
1073908740	true	false	0
1073908741	true	false	0
1073908742	true	false	0
1073908743	true	false	0
1073908744	true	false	0
1073908745	true	false	0
1073908746	true	false	0
1073908747	true	false	0
1073908748	true	false	0
1073908749	true	false	0
1073908750	true	false	0
1073908751	true	false	0
1073908752	true	false	0
1073908753	true	false	0
1073908754	true	false	0
1073908755	true	false	0
1073908756	true	false	0
1073908757	true	false	0
1073908758	true	false	0
1073908759	true	false	0
1073908760	true	false	0
1073908761	true	false	0
1073908762	true	false	0
1073908763	true	false	0
1073908764	true	false	0
1073908765	true	false	0
1073908766	true	false	0
1073908767	true	false	0
1073908768	true	false	0
1073908769	true	false	0
1073908770	true	false	0
1073908771	true	false	0
1073908772	true	false	0
1073908773	true	false	0
1073908774	true	false	0
1073908775	true	false	0
1073908776	true	false	0
1073908777	true	false	0
1073908778	true	false	0
1073908779	true	false	0
1073908780	true	false	0
1073908781	true	false	0
1073908782	true	false	0
1073908783	true	false	0
1073908784	true	false	0
1073908785	true	false	0
1073908786	true	false	0
1073908787	true	false	0
1073908788	true	false	0
1073908789	true	false	0
1073908790	true	false	0
1073908791	true	false	0
1073908792	true	false	0
1073908793	true	false	0
1073908794	true	false	0
1073908795	true	false	0
1073908796	true	false	0
1073908797	true	false	0
1073908798	true	false	0
1073908799	true	false	0
1073908800	true	false	0
1073908801	true	false	0
1073908802	true	false	0
1073908803	true	false	0
1073908804	true	false	0
1073908805	true	false	0
1073908806	true	false	0
1073908807	true	false	0
1073908808	true	false	0
1073908809	true	false	0
1073908810	true	false	0
1073908811	true	false	0
1073908812	true	false	0
1073908813	true	false	0
1073908814	true	false	0
1073908815	true	false	0
1073908816	true	false	0
1073908817	true	false	0
1073908818	true	false	0
1073908819	true	false	0
1073908820	true	false	0
1073908821	true	false	0
1073908822	true	false	0
1073908823	true	false	0
1073908824	true	false	0
1073908825	true	false	0
1073908826	true	false	0
1073908827	true	false	0
1073908828	true	false	0
1073908829	true	false	0
1073908830	true	false	0
1073908831	true	false	0
1073908832	true	false	0
1073908833	true	false	0
1073908834	true	false	0
1073908835	true	false	0
1073908836	true	false	0
1073908837	true	false	0
1073908838	true	false	0
1073908839	true	false	0
1073908840	true	false	0
1073908841	true	false	0
1073908842	true	false	0
1073908843	true	false	0
1073908844	true	false	0
1073908845	true	false	0
