ROWID	_ShopID|INTEGER	_TabID|INTEGER	_TabNameID|INTEGER	_ListID|INTEGER	_itemindex|INTEGER	_Quantity|INTEGER	_Period|INTEGER	_PurchaseType1|INTEGER	_PurchaseItem1|INTEGER	_PurchaseItemValue1|INTEGER	_PurchaseType2|INTEGER	_PurchaseItem2|INTEGER	_PurchaseItemValue2|INTEGER	_PurchaseLimitType|INTEGER	_PurchaseLimitValue|INTEGER	_buyLimitCount|INTEGER	_ShopLimitReset|INTEGER	_SampleID|INTEGER	_ItemOptionID|INTEGER	_RepurchaseTime|INTEGER	_ShopSealCount|INTEGER	_PotentialList|INTEGER	_StorePreview|BOOLEAN
210001100	210001	1	1000010191	0	536880288	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
210001101	210001	1	1000010191	1	268477145	1	0	1	0	4000000	0	0	0	0	0	0	0	0	0	0	-1	0	false
211001100	211001	1	1000155841	0	536880774	1	7	2	268483044	5	0	0	0	0	0	2	2	0	0	0	-1	0	false
211001101	211001	1	1000155841	1	536880776	1	7	30	0	50000	0	0	0	0	0	1	2	0	0	0	-1	0	false
211001104	211001	1	1000155841	4	536880779	1	0	1	0	10000000	0	0	0	0	0	0	0	0	0	0	-1	0	false
211001105	211001	1	1000155841	5	536882197	1	1	2	268483044	5	0	0	0	0	0	2	2	0	0	0	-1	0	false
211001109	211001	1	1000155841	9	536882234	1	0	1	0	16000000	0	0	0	0	0	0	0	0	0	0	-1	0	false
210001104	210001	1	1000010191	4	805308590	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
210001105	210001	1	1000010191	5	268456072	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
210001106	210001	1	1000010191	6	268456073	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
210001107	210001	1	1000010191	7	268456074	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
210001108	210001	1	1000010191	8	268456079	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
210001109	210001	1	1000010191	9	268456193	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
210001110	210001	1	1000010191	10	268456075	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
210001111	210001	1	1000010191	11	268456076	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
210001112	210001	1	1000010191	12	268456077	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
210001113	210001	1	1000010191	13	268456080	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
210001114	210001	1	1000010191	14	268456194	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
210001125	210001	1	1000010191	25	268489113	1	0	1	0	1000000000	0	0	0	0	0	0	0	0	0	0	-1	0	false
210001102	210001	1	1000010191	2	268477145	1	0	2	268488974	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
210001103	210001	1	1000010191	3	268477145	1	0	2	268490370	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
310001100	310001	1	1000010191	0	536880288	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
310001101	310001	1	1000010191	1	268488974	1	0	1	0	5000000	0	0	0	0	0	0	0	0	0	0	-1	0	false
310001102	310001	1	1000010191	2	805308590	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
310001105	310001	1	1000010191	5	268456072	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
310001106	310001	1	1000010191	6	268456073	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
310001107	310001	1	1000010191	7	268456074	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
310001108	310001	1	1000010191	8	268456079	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
310001109	310001	1	1000010191	9	268456193	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
310001110	310001	1	1000010191	10	268456075	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
310001111	310001	1	1000010191	11	268456076	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
310001112	310001	1	1000010191	12	268456077	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
310001113	310001	1	1000010191	13	268456080	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
310001114	310001	1	1000010191	14	268456194	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
340001100	340001	1	1000010191	0	536880288	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
340001101	340001	1	1000010191	1	268490370	1	0	1	0	5000000	0	0	0	0	0	0	0	0	0	0	-1	0	false
340001102	340001	1	1000010191	2	805308590	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
340001105	340001	1	1000010191	5	268456072	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
340001106	340001	1	1000010191	6	268456073	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
340001107	340001	1	1000010191	7	268456074	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
340001108	340001	1	1000010191	8	268456079	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
340001109	340001	1	1000010191	9	268456193	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
340001110	340001	1	1000010191	10	268456075	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
340001111	340001	1	1000010191	11	268456076	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
340001112	340001	1	1000010191	12	268456077	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
340001113	340001	1	1000010191	13	268456080	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
340001114	340001	1	1000010191	14	268456194	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
350001100	350001	1	1000174760	0	536882302	1	0	2	268483044	10	0	0	0	0	0	3	2	0	0	0	-1	0	false
10100	10	1	1000010191	0	536880288	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
20100	20	1	1000010191	0	536880288	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
30100	30	1	1000010191	0	536880288	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
40100	40	1	1000010191	0	536880288	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
50100	50	1	1000010191	0	536880288	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
10101	10	1	1000010191	1	805308590	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
20101	20	1	1000010191	1	805308590	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
30101	30	1	1000010191	1	805308590	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
40101	40	1	1000010191	1	805308590	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
50101	50	1	1000010191	1	805308590	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
10105	10	1	1000010191	5	268456072	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
20105	20	1	1000010191	5	268456072	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
30105	30	1	1000010191	5	268456072	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
40105	40	1	1000010191	5	268456072	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
50105	50	1	1000010191	5	268456072	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
10106	10	1	1000010191	6	268456073	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
20106	20	1	1000010191	6	268456073	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
30106	30	1	1000010191	6	268456073	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
40106	40	1	1000010191	6	268456073	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
50106	50	1	1000010191	6	268456073	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
10107	10	1	1000010191	7	268456074	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
20107	20	1	1000010191	7	268456074	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
30107	30	1	1000010191	7	268456074	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
40107	40	1	1000010191	7	268456074	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
50107	50	1	1000010191	7	268456074	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
10108	10	1	1000010191	8	268456079	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
20108	20	1	1000010191	8	268456079	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
30108	30	1	1000010191	8	268456079	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
40108	40	1	1000010191	8	268456079	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
50108	50	1	1000010191	8	268456079	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
10109	10	1	1000010191	9	268456193	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
20109	20	1	1000010191	9	268456193	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
30109	30	1	1000010191	9	268456193	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
40109	40	1	1000010191	9	268456193	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
50109	50	1	1000010191	9	268456193	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
10110	10	1	1000010191	10	268456075	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
20110	20	1	1000010191	10	268456075	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
30110	30	1	1000010191	10	268456075	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
40110	40	1	1000010191	10	268456075	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
50110	50	1	1000010191	10	268456075	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
10111	10	1	1000010191	11	268456076	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
20111	20	1	1000010191	11	268456076	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
30111	30	1	1000010191	11	268456076	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
40111	40	1	1000010191	11	268456076	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
50111	50	1	1000010191	11	268456076	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
10112	10	1	1000010191	12	268456077	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
20112	20	1	1000010191	12	268456077	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
30112	30	1	1000010191	12	268456077	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
40112	40	1	1000010191	12	268456077	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
50112	50	1	1000010191	12	268456077	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
10113	10	1	1000010191	13	268456080	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
