ROWID	_NameID|INTEGER	_NameIDParam|TEXT	_Level|INTEGER	_HP|INTEGER	_HPUI|INTEGER	_StrPMin|INTEGER	_StrPMax|INTEGER	_AttackUI|INTEGER	_StrMMin|INTEGER	_StrMMax|INTEGER	_DefP|INTEGER	_DefM|INTEGER	_Stiff|INTEGER	_Critical|INTEGER	_Stun|INTEGER	_StiffResistance|INTEGER	_CriticalResistance|INTEGER	_StunResistance|INTEGER	_Element_Str_Type|INTEGER	_Element_Str|FLOAT	_Fire_Def|FLOAT	_Ice_Def|FLOAT	_Light_Def|FLOAT	_Dark_Def|FLOAT	_DeadExperience|INTEGER	_CompleteExperience|INTEGER	_DeadDurability|INTEGER	_MoveSpeed|INTEGER	_DownDelay|FLOAT	_ActorTableID|INTEGER	_SizeMin|FLOAT	_SizeMax|FLOAT	_CustomAI|TEXT	_Weapon1Index|INTEGER	_Weapon2Index|INTEGER	_ThreatRange|INTEGER	_ThreatAggro|INTEGER	_CognizanceGentleRange|INTEGER	_CognizanceThreatRange|INTEGER	_RefreshTargetType|INTEGER	_RefreshTargetValue1|DOUBLE	_RefreshTargetValue2|DOUBLE	_SkillTable|INTEGER	_MonsterPartsIndex1|INTEGER	_MonsterPartsIndex2|INTEGER	_MonsterPartsIndex3|INTEGER	_MonsterPartsIndex4|INTEGER	_MonsterPartsIndex5|INTEGER	_SuperAmmor|INTEGER	_ImmunedStateBlow|TEXT	_ImmunePercent|TEXT	_DecreaseAggro|FLOAT	_RangeAttackAdditionalAggro|FLOAT	_StunStateAdditionalAggro|FLOAT	_DownStateAdditionalAggro|FLOAT	_CantMoveStateAdditionalAggro|FLOAT	_SleepStateAdditionalAggro|FLOAT	_UnderHPStateAdditionalAggro|FLOAT	_AllowSEDiffuseVariation|INTEGER	_Grade|INTEGER	_AllowEffectIndex|INTEGER	_UseGaugeBalloon|BOOLEAN	_ItemDropGroupID|INTEGER	_MonsterRaceID|INTEGER	_MonsterGrade|INTEGER	_SlowEffectByDeath|BOOLEAN	_EffectScale|BOOLEAN	_BossKillCheck|BOOLEAN	_ImmuneReduceTime|TEXT	_EffectByStart|TEXT	_EffectByEnd|TEXT	_StateResist|BOOLEAN	_AllowEffectIndex_New|TEXT	_NoSpin|BOOLEAN	_ShowGauge|BOOLEAN	_OffSetID|INTEGER	_HPBarOrder|INTEGER	_ItemDropType|INTEGER	_ItemDropIntervalTime|TEXT	_LimboConstantFlag|INTEGER	_NewBalanceFlagException|INTEGER
55001	322		93	161429	0	1646	1646	0	1646	1646	31560	33600	11070	10500	9225	6575	10500	6575	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	100	0.2	12617	1.0	1.0	BOT_01Gladiator_Easy.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	750	0	0	0	0	0	100	66;132;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55002	322		93	161429	0	1646	1646	0	1646	1646	31560	33600	11070	10500	9225	6575	10500	6575	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12617	1.0	1.0	BOT_01Gladiator_Normal.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	750	0	0	0	0	0	100	66;132;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55003	322		93	161429	0	1646	1646	0	1646	1646	31560	33600	11070	10500	9225	6575	10500	6575	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	300	0.5	12610	1.0	1.0	BOT_01Gladiator_Hard.lua	11030	11031	5000	5	5400	6000	0	0.0	0.0	750	0	0	0	0	0	100	66;132;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55004	1000023306		45	99450	0	2274	2779	0	2622	3204	14972	10370	1852	2104	1635	1311	3276	975	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	150	0.7	12610	1.0	1.0	BOT_01Gladiator_Easy.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	750	0	0	0	0	0	100	66;132;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55005	1000023306		45	99450	0	2274	2779	0	2622	3204	14972	10370	1852	2104	1635	1311	3276	975	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12610	1.0	1.0	BOT_01Gladiator_Easy.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	750	0	0	0	0	0	100	66;132;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55006	1000023306		45	99450	0	2274	2779	0	2622	3204	14972	10370	1852	2104	1635	1311	3276	975	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12610	1.0	1.0	BOT_01Gladiator_Hard.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	750	0	0	0	0	0	100	25;45;66;70;71;76;78;79;83;84;86;132;146;148;133;162;174;175;206;220;228;247;	100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	50;50;100;50;50;50;50;50;50;50;50;100;100;100;50;50;50;50;50;50;50;50;			false	0	false	true	0	0	0	0	0	0
55007	1000023306		45	111435	0	2026	2476	0	1484	1814	11477	9131	2864	1670	3250	1731	3276	1092	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12610	1.0	1.0	BOT_01Gladiator_Hard.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	0	0	0	0	0	0	100	66;132;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55008	1000023306		45	111435	0	2026	2476	0	1484	1814	11477	9131	2864	1670	3250	1731	3276	1092	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12610	1.0	1.0	BOT_01Gladiator_Hard.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	0	0	0	0	0	0	100	66;132;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55009	1000023306		45	111435	0	2026	2476	0	1484	1814	11477	9131	2864	1670	3250	1731	3276	1092	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12610	1.0	1.0	BOT_01Gladiator_Hard.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	0	0	0	0	0	0	100	66;132;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55010	1000023306		45	111435	0	2026	2476	0	1484	1814	11477	9131	2864	1670	3250	1731	3276	1092	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12610	1.0	1.0	BOT_01Gladiator_Hard.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	0	0	0	0	0	0	100	66;132;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55011	1000023306		45	111435	0	2026	2476	0	1484	1814	11477	9131	2864	1670	3250	1731	3276	1092	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12610	1.0	1.0	BOT_01Gladiator_Hard.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	0	0	0	0	0	0	100	66;132;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55012	1000023306		45	111435	0	2026	2476	0	1484	1814	11477	9131	2864	1670	3250	1731	3276	1092	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12610	1.0	1.0	BOT_01Gladiator_Hard.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	0	0	0	0	0	0	100	66;132;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55013	1000023306		45	87465	0	2459	3006	0	1672	2043	9997	10944	915	4996	898	1170	5733	858	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	150	0.7	12611	1.0	1.0	BOT_02Artillery_Easy.lua	11003	11005	5000	5	5400	6000	0	0.0	0.0	751	0	0	0	0	0	100	66;132;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55014	1000023306		45	87465	0	2459	3006	0	1672	2043	9997	10944	915	4996	898	1170	5733	858	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12611	1.0	1.0	BOT_02Artillery_Easy.lua	11003	11005	5000	5	5400	6000	0	0.0	0.0	751	0	0	0	0	0	100	25;45;66;70;71;76;78;79;83;84;86;132;146;148;133;162;174;175;206;220;228;247;	100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	50;50;100;50;50;50;50;50;50;50;50;100;100;100;50;50;50;50;50;50;50;50;			false	0	false	true	0	0	0	0	0	0
55015	1000023306		45	87465	0	2459	3006	0	1672	2043	9997	10944	915	4996	898	1077	5733	858	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12611	1.0	1.0	BOT_02Artillery_Hard.lua	11003	11005	5000	5	5400	6000	0	0.0	0.0	751	0	0	0	0	0	100	66;132;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55016	329		93	141911	0	1474	1474	0	1474	1474	27744	47168	6300	12640	780	6300	12640	5780	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	100	0.2	12618	1.0	1.0	BOT_02Artillery_Easy.lua	11003	11005	5000	5	5400	6000	0	0.0	0.0	751	0	0	0	0	0	100	66;132;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55017	329		93	141911	0	1474	1474	0	1474	1474	27744	47168	6300	12640	780	6300	12640	5780	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12618	1.0	1.0	BOT_02Artillery_Normal.lua	11003	11005	5000	5	5400	6000	0	0.0	0.0	751	0	0	0	0	0	100	66;132;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55018	329		93	141911	0	1474	1474	0	1474	1474	27744	47168	6300	12640	780	6300	12640	5780	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	300	0.5	12611	1.0	1.0	BOT_02Artillery_Hard.lua	11032	0	5000	5	5400	6000	0	0.0	0.0	751	0	0	0	0	0	100	66;132;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55019	1000023306		45	87465	0	2491	3044	0	1745	2133	9997	10907	994	4225	975	1170	5733	858	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12503	1.0	1.0	BOT_01Gladiator_Hard.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	0	0	0	0	0	0	100	66;132;146;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55020	1000023306		45	87465	0	2491	3044	0	1745	2133	9997	10907	994	4225	975	1170	5733	858	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12503	1.0	1.0	BOT_01Gladiator_Hard.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	0	0	0	0	0	0	100	66;132;146;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55021	1000023306		45	87465	0	2491	3044	0	1745	2133	9997	10907	994	4225	975	1170	5733	858	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12503	1.0	1.0	BOT_01Gladiator_Hard.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	0	0	0	0	0	0	100	66;132;146;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55022	1000023306		45	87465	0	2491	3044	0	1745	2133	9997	10907	994	4225	975	1170	5733	858	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12503	1.0	1.0	BOT_01Gladiator_Hard.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	0	0	0	0	0	0	100	66;132;146;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55023	1000023306		45	87465	0	2491	3044	0	1745	2133	9997	10907	994	4225	975	1170	5733	858	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12503	1.0	1.0	BOT_01Gladiator_Hard.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	0	0	0	0	0	0	100	66;132;146;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55024	1000023306		45	87465	0	2491	3044	0	1745	2133	9997	10907	994	4225	975	1170	5733	858	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12503	1.0	1.0	BOT_01Gladiator_Hard.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	0	0	0	0	0	0	100	66;132;146;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55025	1000023306		45	79560	0	1857	2269	0	2605	3184	6975	14043	755	3388	740	888	4263	780	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12503	1.0	1.0	BOT_01Gladiator_Hard.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	0	0	0	0	0	0	100	66;132;146;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55026	1000023306		45	79560	0	1857	2269	0	2605	3184	6975	14043	755	3388	740	888	4263	780	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12503	1.0	1.0	BOT_01Gladiator_Hard.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	0	0	0	0	0	0	100	66;132;146;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55027	1000023306		45	79560	0	1857	2269	0	2605	3184	6975	14043	755	3388	740	888	4263	780	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12503	1.0	1.0	BOT_01Gladiator_Hard.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	0	0	0	0	0	0	100	66;132;146;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55028	335		93	128898	0	1476	1476	0	1476	1476	30240	53136	5982	15048	4985	5982	15048	5250	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	100	0.2	12619	1.0	1.0	BOT_03Elestra_Easy.lua	11006	0	5000	5	5400	6000	0	0.0	0.0	752	0	0	0	0	0	100	66;132;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55029	335		93	128898	0	1476	1476	0	1476	1476	30240	53136	5982	15048	4985	5982	15048	5250	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	100	1.0	12612	1.0	1.0	BOT_03Elestra_Normal.lua	11006	0	5000	5	5400	6000	0	0.0	0.0	752	0	0	0	0	0	100	66;132;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55030	335		93	128898	0	1476	1476	0	1476	1476	30240	53136	5982	15048	4985	5982	15048	5250	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	300	0.5	12612	1.0	1.0	BOT_03Elestra_Hard.lua	11033	0	5000	5	5400	6000	0	0.0	0.0	752	0	0	0	0	0	100	66;132;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
55031	1000023306		45	79560	0	1857	2269	0	2605	3184	6975	14043	755	3388	740	888	4263	780	-1	0.0	0.0	0.0	0.0	0.0	0	0	1	200	0.7	12503	1.0	1.0	BOT_01Gladiator_Hard.lua	11000	11002	5000	5	5400	6000	0	0.0	0.0	0	0	0	0	0	0	100	66;132;146;148;	100;100;100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	5	0	false	0	369	5	false	true	false	100;100;100;100			false	0	false	true	0	0	0	0	0	0
