ROWID	_MixUseCompound|BOOLEAN	_MixRank|INTEGER	_MixMsg|BOOLEAN	_MixResultAble|BOOLEAN
1073851358	false	2	false	false
1073851359	false	2	false	false
1073851360	false	2	false	false
1073851361	false	2	false	false
1073851362	false	2	false	false
1073851897	true	2	false	false
1073851898	true	2	false	false
1073851899	true	2	false	false
1073851900	true	2	false	false
1073851901	true	2	false	false
1073851902	true	2	false	false
1073851903	true	2	false	false
1073851904	true	2	false	false
1073851905	true	2	false	false
1073851906	true	2	false	false
1073851907	true	2	false	false
1073851908	true	2	false	false
1073851909	true	2	false	false
1073851910	true	2	false	false
1073851911	true	2	false	false
1073851912	true	2	false	false
1073851913	true	2	false	false
1073851914	true	2	false	false
1073851915	true	2	false	false
1073851916	true	2	false	false
1073851917	true	2	false	false
1073851918	true	2	false	false
1073851919	true	2	false	false
1073851920	true	2	false	false
1073851921	true	2	false	false
1073851922	true	2	false	false
1073851923	true	2	false	false
1073851924	true	2	false	false
1073851925	true	2	false	false
1073851926	true	2	false	false
1073851927	true	2	false	false
1073851928	true	2	false	false
1073851929	true	2	false	false
1073851930	true	2	false	false
1073851931	true	2	false	false
1073851932	true	2	false	false
1073851933	true	2	false	false
1073851934	true	2	false	false
1073851935	true	2	false	false
1073851936	true	2	false	false
1073851937	true	2	false	false
1073851938	true	2	false	false
1073851939	true	2	false	false
1073851940	true	2	false	false
1073851941	true	2	false	false
1073851942	true	2	false	false
1073851943	true	2	false	false
1073851944	true	2	false	false
1073851945	true	2	false	false
1073851946	true	2	false	false
1073851947	true	2	false	false
1073851948	true	2	false	false
1073851949	true	2	false	false
1073851950	true	2	false	false
1073851951	true	2	false	false
1073851952	true	2	false	false
1073851953	true	2	false	false
1073851954	true	2	false	false
1073851955	true	2	false	false
1073851956	true	2	false	false
1073851957	true	2	false	false
1073851958	true	2	false	false
1073851959	true	2	false	false
1073851960	true	2	false	false
1073851961	true	2	false	false
1073851962	true	2	false	false
1073851963	true	2	false	false
1073851964	true	2	false	false
1073851965	true	2	false	false
1073851966	true	2	false	false
1073851967	true	2	false	false
1073851968	true	2	false	false
1073851969	true	2	false	false
1073851970	true	2	false	false
1073851971	true	2	false	false
1073851972	true	2	false	false
1073851973	true	2	false	false
1073851974	true	2	false	false
1073851975	true	2	false	false
1073851976	true	2	false	false
1073862360	true	2	false	false
1073862361	true	2	false	false
1073862362	true	2	false	false
1073862363	true	2	false	false
1073862364	true	2	false	false
1073862365	true	2	false	false
1073862366	true	2	false	false
1073862367	true	2	false	false
1073862368	true	2	false	false
1073862369	true	2	false	false
1073844867	true	2	false	true
1073844868	true	2	false	true
1073844869	true	2	false	true
1073844870	true	2	false	true
1073844871	true	2	false	true
1073844872	true	2	false	true
1073844873	true	2	false	true
1073844874	true	2	false	true
1073844875	true	2	false	true
1073844876	true	2	false	true
1073844877	true	2	false	true
1073844878	true	2	false	true
1073844879	true	2	false	true
1073844880	true	2	false	true
1073844881	true	2	false	true
1073844882	true	2	false	true
1073844883	true	2	false	true
1073844884	true	2	false	true
1073844885	true	2	false	true
1073844886	true	2	false	true
1073844887	true	2	false	true
1073844888	true	2	false	true
1073844889	true	2	false	true
1073844890	true	2	false	true
1073844891	true	2	false	true
1073844892	true	2	false	true
1073844893	true	2	false	true
1073844894	true	2	false	true
1073844895	true	2	false	true
1073844896	true	2	false	true
1073844897	true	2	false	true
1073844898	true	2	false	true
1073844899	true	2	false	true
1073844900	true	2	false	true
1073844901	true	2	false	true
1073844902	true	2	false	true
1073844903	true	2	false	true
1073844904	true	2	false	true
1073844905	true	2	false	true
1073844906	true	2	false	true
1073844907	true	2	false	true
1073844908	true	2	false	true
1073844909	true	2	false	true
1073844910	true	2	false	true
1073844911	true	2	false	true
1073844912	true	2	false	true
1073844913	true	2	false	true
1073844914	true	2	false	true
1073844915	true	2	false	true
1073844916	true	2	false	true
1073844917	true	2	false	true
1073844918	true	2	false	true
1073844919	true	2	false	true
1073844920	true	2	false	true
1073844921	true	2	false	true
1073844922	true	2	false	true
1073844923	true	2	false	true
1073844924	true	2	false	true
1073844925	true	2	false	true
1073844926	true	2	false	true
1073844927	true	2	false	true
1073844928	true	2	false	true
1073844929	true	2	false	true
1073844930	true	2	false	true
1073844931	true	2	false	true
1073844932	true	2	false	true
1073844933	true	2	false	true
1073844934	true	2	false	true
1073844935	true	2	false	true
1073844936	true	2	false	true
1073844937	true	2	false	true
1073844938	true	2	false	true
1073844939	true	2	false	true
1073844940	true	2	false	true
1073844941	true	2	false	true
1073844942	true	2	false	true
1073844943	true	2	false	true
1073844944	true	2	false	true
1073844945	true	2	false	true
1073844946	true	2	false	true
1073844947	true	2	false	true
1073844948	true	2	false	true
1073844949	true	2	false	true
1073844950	true	2	false	true
1073844951	true	2	false	true
1073844952	true	2	false	true
1073844953	true	2	false	true
1073844954	true	2	false	true
1073844955	true	2	false	true
1073844956	true	2	false	true
1073844957	true	2	false	true
1073844958	true	2	false	true
1073844959	true	2	false	true
1073844960	true	2	false	true
1073844961	true	2	false	true
1073844962	true	2	false	true
1073844963	true	2	false	true
1073844964	true	2	false	true
1073844965	true	2	false	true
1073844966	true	2	false	true
1073844967	true	2	false	true
1073844968	true	2	false	true
1073844969	true	2	false	true
1073844970	true	2	false	true
1073844971	true	2	false	true
1073844972	true	2	false	true
1073844973	true	2	false	true
1073844974	true	2	false	true
1073844975	true	2	false	true
1073844976	true	2	false	true
1073844977	true	2	false	true
1073844978	true	2	false	true
1073844979	true	2	false	true
1073844980	true	2	false	true
1073844981	true	2	false	true
1073844982	true	2	false	true
1073844983	true	2	false	true
1073844984	true	2	false	true
1073844985	true	2	false	true
1073844986	true	2	false	true
1073843272	true	2	false	true
1073843273	true	2	false	true
1073843274	true	2	false	true
1073843275	true	2	false	true
1073843276	true	2	false	true
1073843277	true	2	false	true
1073843278	true	2	false	true
1073843279	true	2	false	true
1073843280	true	2	false	true
1073843281	true	2	false	true
1073843282	true	2	false	true
1073843283	true	2	false	true
1073843284	true	2	false	true
1073843285	true	2	false	true
1073843286	true	2	false	true
1073839264	true	2	false	false
1073839265	true	2	false	false
1073839266	true	2	false	false
1073839267	true	2	false	false
1073839268	true	2	false	false
1073839269	true	2	false	false
1073839270	true	2	false	false
1073839271	true	2	false	false
1073839272	true	2	false	false
1073839273	true	2	false	false
1073839274	true	2	false	false
1073839275	true	2	false	false
1073839276	true	2	false	false
1073839277	true	2	false	false
1073839278	true	2	false	false
1073839279	true	2	false	false
1073839280	true	2	false	false
1073839281	true	2	false	false
1073839282	true	2	false	false
1073839283	true	2	false	false
1073839284	true	2	false	false
1073839285	true	2	false	false
1073839286	true	2	false	false
1073839287	true	2	false	false
1073839288	true	2	false	false
1073839289	true	2	false	false
1073839290	true	2	false	false
1073839291	true	2	false	false
1073839292	true	2	false	false
1073839293	true	2	false	false
1073839294	true	2	false	false
1073839295	true	2	false	false
1073839296	true	2	false	false
1073839297	true	2	false	false
1073839298	true	2	false	false
1073839299	true	2	false	false
1073839300	true	2	false	false
1073839301	true	2	false	false
1073839302	true	2	false	false
1073839303	true	2	false	false
1073839304	true	2	false	false
1073839305	true	2	false	false
1073839306	true	2	false	false
1073839307	true	2	false	false
1073839308	true	2	false	false
1073839309	true	2	false	false
1073839310	true	2	false	false
1073839311	true	2	false	false
1073839312	true	2	false	false
1073839313	true	2	false	false
1073839314	true	2	false	false
1073839315	true	2	false	false
1073839316	true	2	false	false
1073839317	true	2	false	false
1073839318	true	2	false	false
1073839319	true	2	false	false
1073839320	true	2	false	false
1073839321	true	2	false	false
1073839322	true	2	false	false
1073839323	true	2	false	false
1073839324	true	2	false	false
1073839325	true	2	false	false
1073839326	true	2	false	false
1073839327	true	2	false	false
1073839328	true	2	false	false
1073839329	true	2	false	false
1073839330	true	2	false	false
1073839331	true	2	false	false
1073839332	true	2	false	false
1073839333	true	2	false	false
1073839334	true	2	false	false
1073839335	true	2	false	false
1073839336	true	2	false	false
1073839337	true	2	false	false
1073839338	true	2	false	false
1073839339	true	2	false	false
1073839340	true	2	false	false
1073839341	true	2	false	false
1073839342	true	2	false	false
1073839343	true	2	false	false
1073839344	true	2	false	false
1073839345	true	2	false	false
1073839346	true	2	false	false
1073839347	true	2	false	false
1073839348	true	2	false	false
1073839349	true	2	false	false
1073839350	true	2	false	false
1073839351	true	2	false	false
1073839352	true	2	false	false
1073839353	true	2	false	false
1073839354	true	2	false	false
1073839355	true	2	false	false
1073839356	true	2	false	false
1073839357	true	2	false	false
1073839358	true	2	false	false
1073839359	true	2	false	false
1073839360	true	2	false	false
1073839361	true	2	false	false
1073839362	true	2	false	false
1073839363	true	2	false	false
1073839364	true	2	false	false
1073839365	true	2	false	false
1073839366	true	2	false	false
1073839367	true	2	false	false
1073839368	true	2	false	false
1073839369	true	2	false	false
1073839370	true	2	false	false
1073839371	true	2	false	false
1073839372	true	2	false	false
1073839373	true	2	false	false
1073839374	true	2	false	false
1073839375	true	2	false	false
1073839376	true	2	false	false
1073839377	true	2	false	false
1073839378	true	2	false	false
1073839379	true	2	false	false
1073839380	true	2	false	false
1073839381	true	2	false	false
1073839382	true	2	false	false
1073839383	true	2	false	false
1073838179	false	3	false	true
1073838180	false	3	false	true
1073838181	false	3	false	true
1073838182	false	3	false	true
1073838183	false	3	false	true
1073838184	false	3	false	true
1073838185	false	3	false	true
1073838186	false	3	false	true
1073838187	false	3	false	true
1073838188	false	3	false	true
1073838189	false	3	false	true
1073838190	false	3	false	true
1073838191	false	3	false	true
1073838192	false	3	false	true
1073838193	false	3	false	true
1073838194	false	3	false	true
1073838195	false	3	false	true
1073838196	false	3	false	true
1073838197	false	3	false	true
1073838198	false	3	false	true
1073838199	false	3	false	true
1073838200	false	3	false	true
1073838201	false	3	false	true
1073838202	false	3	false	true
1073838203	false	3	false	true
1073838204	false	3	false	true
1073838205	false	3	false	true
1073838206	false	3	false	true
1073838207	false	3	false	true
1073838208	false	3	false	true
1073838209	false	3	false	true
1073838210	false	3	false	true
1073838211	false	3	false	true
1073838212	false	3	false	true
1073838213	false	3	false	true
1073838214	false	3	false	true
1073838215	false	3	false	true
1073838216	false	3	false	true
1073838217	false	3	false	true
1073838218	false	3	false	true
1073838219	false	3	false	true
1073838220	false	3	false	true
1073838221	false	3	false	true
1073838222	false	3	false	true
1073838223	false	3	false	true
1073838224	false	3	false	true
1073838225	false	3	false	true
1073838226	false	3	false	true
1073838227	false	3	false	true
1073838228	false	3	false	true
1073838229	false	3	false	true
1073838230	false	3	false	true
