ROWID	_TitleNameID|INTEGER	_InfoNameID|INTEGER	_MissionGroupID|INTEGER	_AchieveCheckType|BOOLEAN	_MasterKeyItem|INTEGER	_MailID|INTEGER	_OverlapID|INTEGER
60661	1000147337	1000147338	1	true	0	4530	0
60662	1000147337	1000147338	2	true	805311194	4531	1
60663	1000147337	1000147339	3	false	0	4531	1
60664	1000147337	1000147338	4	true	0	4531	2
60668	1000147337	1000147338	5	true	805311194	4531	3
536880505	1000151369	1000151401	6	false	805311194	5041	4
536880506	1000151370	1000151402	7	false	805311194	5042	5
268484468	1000152376	1000147339	8	false	805311194	5088	6
268484469	1000152377	1000147339	9	false	805311194	5089	6
268484470	1000152378	1000147339	10	false	805311194	5090	6
268484471	1000152379	1000147339	11	false	805311194	5091	6
268484472	1000152380	1000147339	12	false	805311194	5092	6
268484473	1000152381	1000147339	13	false	805311194	5093	6
268484641	1000153605	1000147339	18	false	805311194	5208	7
268484643	1000153607	1000147339	19	false	805311194	5210	7
268484644	1000153608	1000147339	20	false	805311194	5211	7
268484645	1000153609	1000147339	21	false	805311194	5212	7
268484635	1000151366	1000147339	22	false	805311194	5214	7
268484636	1000151367	1000147339	23	false	805311194	5215	7
268484638	1000151369	1000147339	24	false	805311194	5217	7
268484639	1000151370	1000147339	25	false	805311194	5218	7
536880693	1000137591	1000147339	26	false	805311194	5248	7
536880694	1000137592	1000147339	27	false	805311194	5249	7
536880695	1000137593	1000147339	28	false	805311194	5250	7
536880696	1000137594	1000147339	29	false	805311194	5251	7
536880697	1000137595	1000147339	30	false	805311194	5252	7
536880698	1000137596	1000147339	31	false	805311194	5253	7
536880705	1000154474	1000147339	32	false	805311194	5254	8
536880706	1000154475	1000147339	33	false	805311194	5255	8
536880707	1000154476	1000147339	34	false	805311194	5256	8
268484741	1000149708	1000147339	49	false	805311194	5299	11
268484742	1000149709	1000147339	50	false	805311194	5300	11
268484743	1000149710	1000147339	51	false	805311194	5301	11
268484859	1000155858	1000147339	52	false	805311194	5321	12
268484860	1000155859	1000147339	53	false	805311194	5322	12
268484861	1000155860	1000147339	54	false	805311194	5323	12
268484862	1000155861	1000147339	55	false	805311194	5324	12
268484863	1000155862	1000147339	56	false	805311194	5325	12
268484864	1000155863	1000147339	57	false	805311194	5326	12
268484865	1000155864	1000147339	58	false	805311194	5327	12
268484931	1000156631	1000147339	85	false	805311194	5387	17
268484932	1000156632	1000147339	86	false	805311194	5388	17
268484933	1000156633	1000147339	87	false	805311194	5389	17
268484934	1000156634	1000147339	88	false	805311194	5390	17
268484935	1000156635	1000147339	89	false	805311194	5391	17
268484936	1000156636	1000147339	90	false	805311194	5392	17
268484937	1000156637	1000147339	91	false	805311194	5393	17
268485482	1000157531	1000147339	92	false	805311194	5394	18
268485483	1000157532	1000147339	93	false	805311194	5395	18
268485484	1000157533	1000147339	94	false	805311194	5396	18
268485485	1000157534	1000147339	95	false	805311194	5397	18
268485486	1000157535	1000147339	96	false	805311194	5398	18
268485487	1000157536	1000147339	97	false	805311194	5399	18
536881003	1000159631	1000147339	104	false	805311194	5440	20
536881004	1000159632	1000147339	105	false	805311194	5441	20
536881005	1000159633	1000147339	106	false	805311194	5442	20
268488060	1000160997	1000147339	117	false	805311194	5469	22
268488061	1000160998	1000147339	118	false	805311194	5470	22
268488062	1000160999	1000147339	119	false	805311194	5471	22
268488063	1000161000	1000147339	120	false	805311194	5472	22
268488064	1000161001	1000147339	121	false	805311194	5473	22
268488065	1000161002	1000147339	122	false	805311194	5474	22
268488066	1000161003	1000147339	123	false	805311194	5475	22
268488067	1000161004	1000147339	124	false	805311194	5476	22
268488787	1000162319	1000147339	165	false	805311194	5593	29
268488788	1000162320	1000147339	165	false	805311194	5594	29
268488789	1000162321	1000147339	165	false	805311194	5595	29
268488790	1000162322	1000147339	165	false	805311194	5596	29
268488791	1000162323	1000147339	165	false	805311194	5597	29
268488792	1000162324	1000147339	165	false	805311194	5598	29
268488793	1000162325	1000147339	165	false	805311194	5599	29
268488794	1000162326	1000147339	165	false	805311194	5600	29
268488795	1000162327	1000147339	165	false	805311194	5601	29
268488796	1000162328	1000147339	165	false	805311194	5602	29
268489699	1000165136	1000147339	207	false	805311194	5793	0
268489700	1000165136	1000147339	208	false	805311194	5794	0
268489720	1000165516	1000147339	217	false	805311194	5807	35
268489721	1000165517	1000147339	217	false	805311194	5808	35
268489722	1000165518	1000147339	217	false	805311194	5809	35
268489723	1000165605	1000147339	221	false	805311194	5814	36
268489724	1000165606	1000147339	218	false	805311194	5815	36
268489725	1000165607	1000147339	219	false	805311194	5816	36
268489726	1000165608	1000147339	220	false	805311194	5817	36
268489727	1000165609	1000147339	218	false	805311194	5818	36
268489728	1000165610	1000147339	219	false	805311194	5819	36
268489729	1000165611	1000147339	222	false	805311194	5820	36
268490027	1000166162	1000147339	231	false	805311194	5828	38
268490028	1000166163	1000147338	229	true	805311194	5829	38
268490029	1000166164	1000147338	229	true	805311194	5830	38
268490030	1000166165	1000147338	229	true	805311194	5831	38
268490031	1000166166	1000147338	230	true	805311194	5832	38
268490454	1000167385	1000147339	267	false	805311194	5949	45
268490455	1000167386	1000147339	268	false	805311194	5950	45
268490456	1000167387	1000147339	269	false	805311194	5951	45
268490457	1000167388	1000147339	270	false	805311194	5952	45
268490458	1000167389	1000147339	271	false	805311194	5953	45
268490459	1000167390	1000147339	272	false	805311194	5954	45
268490460	1000167391	1000147339	273	false	805311194	5955	45
268490461	1000167392	1000147339	274	false	805311194	5956	45
268490462	1000167393	1000147339	275	false	805311194	5957	45
268490463	1000167394	1000147339	276	false	805311194	5958	45
268490537	1000168495	1000147339	295	false	805311194	6026	50
268490538	1000168496	1000147339	296	false	805311194	6027	50
268490539	1000168497	1000147339	297	false	805311194	6028	50
268490540	1000168498	1000147339	298	false	805311194	6029	50
268490541	1000168499	1000147339	299	false	805311194	6030	50
268490542	1000168500	1000147339	300	false	805311194	6031	50
268490543	1000168501	1000147339	301	false	805311194	6032	50
268490544	1000168502	1000147339	302	false	805311194	6033	50
268490545	1000168503	1000147339	303	false	805311194	6034	50
268490737	1000170467	1000147339	341	false	805311194	6099	60
268490738	1000170468	1000147339	342	false	805311194	6100	60
268490739	1000170469	1000147339	343	false	805311194	6101	60
268490740	1000170470	1000147339	344	false	805311194	6102	60
268490741	1000170471	1000147339	345	false	805311194	6103	60
268490743	1000170473	1000147339	346	false	805311194	6105	60
268490744	1000170474	1000147339	347	false	805311194	6106	60
268490745	1000170475	1000147339	348	false	805311194	6107	60
268491044	1000171702	1000147339	401	false	805311194	6174	70
268491045	1000171703	1000147339	401	false	805311194	6175	70
268491046	1000171704	1000147339	401	false	805311194	6176	70
268491112	1000172358	1000147339	414	false	805311194	6188	74
268491113	1000172359	1000147339	415	false	805311194	6189	74
268491114	1000172360	1000147339	416	false	805311194	6190	74
268491115	1000172361	1000147339	417	false	805311194	6191	74
268491116	1000172362	1000147339	418	false	805311194	6192	74
268491117	1000172363	1000147339	419	false	805311194	6193	74
268491118	1000172364	1000147339	420	false	805311194	6194	74
268491120	1000172366	1000147339	421	false	805311194	6196	74
268491121	1000172367	1000147339	422	false	805311194	6197	74
268494196	1000174452	1000147339	574	false	805311194	6340	88
268494197	1000174453	1000147339	575	false	805311194	6341	88
268494198	1000174454	1000147339	576	false	805311194	6342	88
268494199	1000174455	1000147339	577	false	805311194	6343	88
268494200	1000174456	1000147339	578	false	805311194	6344	88
268494201	1000174457	1000147339	579	false	805311194	6345	88
268494202	1000174458	1000147339	580	false	805311194	6346	88
268494203	1000174459	1000147339	581	false	805311194	6347	88
268494204	1000174460	1000147339	582	false	805311194	6348	88
268494205	1000174461	1000147339	583	false	805311194	6349	88
268495279	1000177378	1000147339	658	false	805311194	6584	103
268495280	1000177379	1000147339	659	false	805311194	6585	103
268495281	1000177380	1000147339	660	false	805311194	6586	103
268495282	1000177381	1000147339	661	false	805311194	6587	103
268495283	1000177382	1000147339	662	false	805311194	6588	103
268495284	1000177383	1000147339	663	false	805311194	6589	103
268495285	1000177384	1000147339	664	false	805311194	6590	103
268495286	1000177385	1000147339	665	false	805311194	6591	103
268495287	1000177386	1000147339	666	false	805311194	6592	103
268495288	1000177387	1000147339	667	false	805311194	6593	103
268495289	1000177388	1000147339	668	false	805311194	6594	103
268495290	1000177389	1000147339	669	false	805311194	6595	103
268495291	1000177390	1000147339	670	false	805311194	6596	103
268495292	1000177391	1000147339	671	false	805311194	6597	103
268495293	1000177392	1000147339	672	false	805311194	6598	103
268496302	1000178800	1000147339	717	false	805311194	6654	110
268496303	1000178801	1000147339	718	false	805311194	6655	110
268496304	1000178802	1000147339	719	false	805311194	6656	110
268496305	1000178803	1000147339	720	false	805311194	6657	110
268496306	1000178804	1000147339	721	false	805311194	6658	110
268496307	1000178805	1000147339	722	false	805311194	6659	110
268496308	1000178806	1000147339	723	false	805311194	6660	111
268496309	1000178807	1000147339	724	false	805311194	6661	111
268496310	1000178808	1000147339	725	false	805311194	6662	111
268496542	1000179344	1000147339	752	false	1073925158	6694	0
268496543	1000179345	1000147339	753	false	1073925158	6695	0
268496544	1000179346	1000147339	754	false	1073925158	6696	0
268496545	1000179347	1000147339	755	false	1073925158	6697	0
268496546	1000179348	1000147339	756	false	1073925158	6698	0
268496547	1000179349	1000147339	757	false	1073925158	6699	0
268496548	1000179350	1000147339	758	false	1073925158	6700	0
268496549	1000179351	1000147339	759	false	1073925158	6701	0
268496550	1000179352	1000147339	760	false	1073925158	6702	0
268496551	1000179353	1000147339	761	false	1073925158	6703	0
268496552	1000179354	1000147339	762	false	1073925158	6704	0
268496553	1000179355	1000147339	763	false	1073925158	6705	0
268496554	1000179356	1000147339	764	false	1073925158	6706	0
268496555	1000179357	1000147339	765	false	1073925158	6707	0
268496556	1000179358	1000147339	766	false	1073925158	6708	0
268496557	1000179359	1000147339	767	false	1073925158	6709	0
268496558	1000179360	1000147339	768	false	1073925158	6710	0
268496559	1000179361	1000147339	769	false	1073925158	6711	0
268496560	1000179362	1000147339	770	false	1073925158	6712	0
268496561	1000179363	1000147339	771	false	1073925158	6713	0
268496562	1000179364	1000147339	772	false	1073925158	6714	0
268496563	1000179365	1000147339	773	false	1073925158	6715	0
268496564	1000179366	1000147339	774	false	1073925158	6716	0
268496565	1000179367	1000147339	775	false	1073925158	6717	0
268498323	1000179498	1000147339	800	false	805311194	6751	117
268498324	1000179499	1000147339	801	false	805311194	6752	117
268498325	1000179500	1000147339	802	false	805311194	6753	117
268498326	1000179501	1000147339	803	false	805311194	6754	117
268498327	1000179502	1000147339	804	false	805311194	6755	117
268498328	1000179503	1000147339	805	false	805311194	6756	117
268498329	1000179504	1000147339	806	false	805311194	6757	117
268498330	1000179505	1000147339	807	false	805311194	6758	117
268498331	1000179506	1000147339	808	false	805311194	6759	117
268498332	1000179507	1000147339	809	false	805311194	6760	117
268498333	1000179508	1000147339	810	false	805311194	6761	117
268498569	1000181556	1000147339	850	false	805311194	6831	121
268498570	1000181557	1000147339	851	false	805311194	6832	121
268498628	1000182032	1000147339	877	false	805311194	6859	124
268498629	1000182032	1000147339	878	false	805311194	6859	124
268498630	1000182032	1000147339	879	false	805311194	6859	124
268498631	1000182032	1000147339	880	false	805311194	6859	124
268498632	1000182033	1000147339	881	false	805311194	6860	124
268499871	1000182571	1000147339	882	false	805311194	6862	125
268499872	1000182572	1000147339	883	false	805311194	6863	125
268499873	1000182573	1000147339	884	false	805311194	6864	125
268499874	1000182574	1000147339	885	false	805311194	6865	125
