ROWID	_ImprintingType|INTEGER
1073899974	2
1073899975	4
1073899976	2
1073899977	4
1073899978	2
1073899979	4
1073899980	2
1073899981	4
1073899982	2
1073899983	4
1073899984	2
1073899985	4
1073899986	2
1073899987	4
1073899988	2
1073899989	4
1073899990	2
1073899991	4
1073899992	2
1073899993	4
1073899994	2
1073899995	4
1073899996	2
1073899997	4
1073899998	2
1073899999	4
1073900000	2
1073900001	4
1073900002	2
1073900003	4
1073900004	2
1073900005	4
1073900006	2
1073900007	4
1073900008	2
1073900009	4
1073900010	2
1073900011	4
1073900012	2
1073900013	4
1073900014	2
1073900015	4
1073900016	2
1073900017	4
1073900018	2
1073900019	4
1073900020	2
1073900021	4
1073900022	2
1073900023	4
1073900024	2
1073900025	4
1073900026	2
1073900027	4
1073906567	0
1073920274	2
1073920275	4
1073920276	2
1073920277	4
1073920278	2
1073920279	4
1073900190	1
1073900191	1
1073900192	1
1073900193	1
1073900194	1
1073900195	1
1073900196	1
1073900197	1
1073900198	1
1073900199	1
1073900200	1
1073900201	1
1073900202	1
1073900203	1
1073900204	1
1073900205	1
1073900206	1
1073900207	1
1073920280	1
1073920281	1
1073899389	2
1073899390	2
1073899391	2
1073899392	2
1073899393	2
1073899394	2
1073899395	2
1073899396	2
1073899397	2
1073899398	2
1073899399	2
1073899400	2
1073899401	2
1073899402	2
1073899403	2
1073899404	2
1073899405	2
1073899406	2
1073899407	2
1073899408	2
1073899409	2
1073899410	2
1073899411	2
1073899412	2
1073899413	2
1073899414	2
1073899415	2
1073899416	2
1073899417	2
1073899418	2
1073899419	2
1073899420	2
1073899421	2
1073899422	2
1073899423	2
1073899424	2
1073899425	2
1073899426	2
1073899427	2
1073899428	2
1073899429	2
1073899430	2
1073899431	2
1073899432	2
1073899433	2
1073899434	2
1073899435	2
1073899436	2
1073899437	2
1073899438	2
1073899439	2
1073899440	2
1073899441	2
1073899442	2
1073899443	2
1073899444	2
1073899445	2
1073899446	2
1073899447	2
1073899448	2
1073899449	2
1073899450	2
1073899451	2
1073899452	2
1073899453	2
1073899454	2
1073899455	2
1073899456	2
1073899457	2
1073899458	2
1073899459	2
1073899460	2
1073899461	2
1073899462	2
1073899463	2
1073899464	2
1073899465	2
1073899466	2
1073899467	2
1073899468	2
1073899469	2
1073899470	2
1073899471	2
1073899472	2
1073899473	2
1073899474	2
1073899475	2
1073899476	2
1073899477	2
1073899478	2
1073899479	2
1073899480	2
1073899481	2
1073899482	2
1073899483	2
1073899484	2
1073899485	2
1073899486	2
1073899487	2
1073899488	2
1073899489	2
1073899490	2
1073899491	2
1073899492	2
1073899493	2
1073899494	2
1073899495	2
1073899496	2
1073899497	2
1073899498	2
1073899499	2
1073899500	2
1073899501	2
1073899502	2
1073899503	2
1073899504	2
1073899505	2
1073899506	2
1073899507	2
1073899508	2
1073899509	2
1073899510	2
1073899511	2
1073899512	2
1073899513	2
1073899514	2
1073899515	2
1073899516	2
1073899517	2
1073899518	2
1073899519	2
1073899520	2
1073899521	2
1073899522	2
1073899523	2
1073899524	1
1073899525	1
1073899526	1
1073899527	1
1073899528	1
1073899529	1
1073899530	1
1073899531	1
1073899532	1
1073899533	1
1073899534	1
1073899535	1
1073899536	1
1073899537	1
1073899538	1
1073899539	1
1073899540	1
1073899541	1
1073916303	2
1073916304	2
1073916305	2
1073916306	2
1073916307	2
1073916308	2
1073916309	2
1073916310	2
1073916311	2
1073916312	2
1073916313	2
1073916314	2
1073916315	2
1073916316	2
1073916317	2
1073916318	1
1073916319	1
1073894826	1
1073894827	1
1073894828	1
1073894829	1
1073894830	1
1073894831	1
1073894832	1
1073894833	1
1073894834	1
1073894835	1
1073894836	1
1073894837	1
1073894838	1
1073894839	1
1073894840	1
1073894841	1
1073894842	1
1073894843	1
1073894844	1
1073894845	1
1073894846	1
1073894847	1
1073894848	1
1073894849	1
1073894850	1
1073894851	1
1073907923	1
1073894852	1
1073894853	1
1073913281	1
1073894854	1
1073919003	1
1073919004	1
1073898371	2
1073898372	4
1073898373	2
1073898374	4
1073898375	2
1073898376	4
1073898377	2
1073898378	4
1073898379	2
1073898380	4
1073898381	2
1073898382	4
1073898383	2
1073898384	4
1073898385	2
1073898386	4
1073898387	2
1073898388	4
1073898389	2
1073898390	4
1073898391	2
1073898392	4
1073898393	2
1073898394	4
1073898395	2
1073898396	4
1073898397	2
1073898398	4
1073898399	2
1073898400	4
1073898401	2
1073898402	4
1073898403	2
1073898404	4
1073898405	2
1073898406	4
1073898407	2
1073898408	4
1073898409	2
1073898410	4
1073898411	2
1073898412	4
1073898413	2
1073898414	4
1073898415	2
1073898416	4
1073898417	2
1073898418	4
1073898419	2
1073898420	4
1073898421	2
1073898422	4
1073898423	2
1073898424	4
1073898587	1
1073898622	1
1073898588	1
1073898589	1
1073898590	1
1073898591	1
1073898592	1
1073898593	1
1073898594	1
1073898595	1
1073898596	1
1073898597	1
1073898598	1
1073898599	1
1073898600	1
1073898601	1
1073898602	1
1073898603	1
1073897688	2
1073897689	2
1073897690	2
1073897691	2
1073897692	2
1073897693	2
1073897694	2
1073897695	2
1073897696	2
1073897697	2
1073897698	2
1073897699	2
1073897700	2
1073897701	2
1073897702	2
1073897703	2
1073897704	2
1073897705	2
1073897706	2
1073897707	2
1073897708	2
1073897709	2
1073897710	2
1073897711	2
1073897712	2
1073897713	2
1073897714	2
1073897715	2
1073897716	2
1073897717	2
1073897718	2
1073897719	2
1073897720	2
1073897721	2
1073897722	2
1073897723	2
1073897724	2
1073897725	2
1073897726	2
1073897727	2
1073897728	2
1073897729	2
1073897730	2
1073897731	2
1073897732	2
1073897733	2
1073897734	2
1073897735	2
1073897736	2
1073897737	2
1073897738	2
1073897739	2
1073897740	2
1073897741	2
1073897742	2
1073897743	2
1073897744	2
1073897745	2
1073897746	2
1073897747	2
1073897748	2
1073897749	2
1073897750	2
1073897751	2
1073897752	2
1073897753	2
1073897754	2
1073897755	2
1073897756	2
1073897757	2
1073897758	2
1073897759	2
1073897760	2
1073897761	2
1073897762	2
1073897763	2
1073897764	2
1073897765	2
1073897766	2
1073897767	2
1073897768	2
1073897769	2
1073897770	2
1073897771	2
1073897772	2
1073897773	2
1073897774	2
1073897775	2
1073897776	2
1073897777	2
1073918917	2
1073918918	2
1073918919	2
1073918920	2
1073918921	2
1073918922	2
1073918923	2
1073918924	2
1073918925	2
1073918926	2
1073897778	1
1073897779	1
1073897780	1
1073897781	1
1073897782	1
1073897783	1
1073897784	1
1073897785	1
1073897786	1
1073897787	1
1073897788	1
1073897789	1
1073897790	1
1073897791	1
1073897792	1
1073897793	1
1073897794	1
1073897795	1
1073897796	1
1073897797	1
1073897798	1
1073897799	1
1073897800	1
1073897801	1
1073897802	1
1073897803	1
1073919827	1
1073897804	1
1073897805	1
1073919828	1
1073897806	1
1073918927	1
1073918928	1
1073896889	2
1073896890	2
1073896891	2
1073896892	2
1073896893	2
1073896894	2
1073896895	2
1073896896	2
1073896897	2
1073896898	2
1073896899	2
1073896900	2
1073896901	2
1073896902	2
1073896903	2
1073896904	2
1073896905	2
1073896906	2
1073896907	2
1073896908	2
1073896909	2
1073896910	2
1073896911	2
1073896912	2
1073896913	2
1073896914	2
1073896915	2
1073896916	2
1073896917	2
1073896918	2
1073896919	2
1073896920	2
1073896921	2
1073896922	2
1073896923	2
1073896924	2
1073896925	2
1073896926	2
1073896927	2
1073896928	2
1073896929	2
1073896930	2
1073896931	2
1073896932	2
1073896933	2
1073896934	2
1073896935	2
1073896936	2
1073896937	2
1073896938	2
1073896939	2
1073896940	2
1073896941	2
1073896942	2
1073896943	2
1073896944	2
1073896945	2
1073896946	2
1073896947	2
1073896948	2
1073896949	2
1073896950	2
1073896951	2
1073896952	2
1073896953	2
1073896954	2
1073896955	2
1073896956	2
1073896957	2
1073896958	2
1073896959	2
1073896960	2
1073896961	2
1073896962	2
1073896963	2
1073896964	2
1073896965	2
1073896966	2
1073896967	2
1073896968	2
1073896969	2
1073896970	2
1073896971	2
1073896972	2
1073896973	2
1073896974	2
1073896975	2
1073896976	2
1073896977	2
1073896978	2
1073896979	2
1073896980	2
1073896981	2
1073896982	2
1073896983	2
1073896984	2
1073896985	2
1073896986	2
1073896987	2
1073896988	2
1073896989	2
1073896990	2
1073896991	2
1073896992	2
1073896993	2
1073896994	2
1073896995	2
1073896996	2
1073896997	2
1073896998	2
1073896999	2
1073897000	2
1073897001	2
1073897002	2
1073897003	2
1073897004	2
1073897005	2
1073897006	2
1073897007	2
1073897008	2
1073897009	2
1073897010	2
1073897011	2
1073897012	2
1073897013	2
1073897014	2
1073897015	2
1073897016	2
1073897017	2
1073897018	2
1073897019	2
1073897020	2
1073897021	2
1073897022	2
1073897023	2
1073897429	1
1073897430	1
1073897431	1
1073897432	1
1073897433	1
1073897434	1
1073897435	1
1073897436	1
1073897437	1
1073897438	1
1073897439	1
1073897440	1
1073897441	1
1073897442	1
1073897443	1
1073897444	1
1073897445	1
1073897446	1
1073895980	2
1073895981	2
1073895982	2
1073895983	2
1073895984	2
1073895985	2
1073895986	2
1073895987	2
1073895988	2
1073895989	2
1073895990	2
1073895991	2
1073895992	2
1073895993	2
1073895994	2
1073895995	2
1073895996	2
1073895997	2
1073895998	2
1073895999	2
1073896000	2
1073896001	2
1073896002	2
1073896003	2
1073896004	2
1073896005	2
1073896006	2
1073896007	2
1073896008	2
1073896009	2
1073896010	2
1073896011	2
1073896012	2
1073896013	2
1073896014	2
1073896015	2
1073896016	2
1073896017	2
1073896018	2
1073896019	2
1073896020	2
1073896021	2
1073896022	2
1073896023	2
1073896024	2
1073896025	2
1073896026	2
1073896027	2
1073896028	2
