ROWID	_GoldMin|INTEGER	_GoldMax|INTEGER	_GoldProb|INTEGER	_GoldLumpMin|INTEGER	_GoldLumpMax|INTEGER	_IsGroup1|BOOLEAN	_Item1Index|INTEGER	_Item1Prob|INTEGER	_Item1Info|INTEGER	_IsGroup2|BOOLEAN	_Item2Index|INTEGER	_Item2Prob|INTEGER	_Item2Info|INTEGER	_IsGroup3|BOOLEAN	_Item3Index|INTEGER	_Item3Prob|INTEGER	_Item3Info|INTEGER	_IsGroup4|BOOLEAN	_Item4Index|INTEGER	_Item4Prob|INTEGER	_Item4Info|INTEGER	_IsGroup5|BOOLEAN	_Item5Index|INTEGER	_Item5Prob|INTEGER	_Item5Info|INTEGER	_IsGroup6|BOOLEAN	_Item6Index|INTEGER	_Item6Prob|INTEGER	_Item6Info|INTEGER	_IsGroup7|BOOLEAN	_Item7Index|INTEGER	_Item7Prob|INTEGER	_Item7Info|INTEGER	_IsGroup8|BOOLEAN	_Item8Index|INTEGER	_Item8Prob|INTEGER	_Item8Info|INTEGER	_IsGroup9|BOOLEAN	_Item9Index|INTEGER	_Item9Prob|INTEGER	_Item9Info|INTEGER	_IsGroup10|BOOLEAN	_Item10Index|INTEGER	_Item10Prob|INTEGER	_Item10Info|INTEGER	_IsGroup11|BOOLEAN	_Item11Index|INTEGER	_Item11Prob|INTEGER	_Item11Info|INTEGER	_IsGroup12|BOOLEAN	_Item12Index|INTEGER	_Item12Prob|INTEGER	_Item12Info|INTEGER	_IsGroup13|BOOLEAN	_Item13Index|INTEGER	_Item13Prob|INTEGER	_Item13Info|INTEGER	_IsGroup14|BOOLEAN	_Item14Index|INTEGER	_Item14Prob|INTEGER	_Item14Info|INTEGER	_IsGroup15|BOOLEAN	_Item15Index|INTEGER	_Item15Prob|INTEGER	_Item15Info|INTEGER	_IsGroup16|BOOLEAN	_Item16Index|INTEGER	_Item16Prob|INTEGER	_Item16Info|INTEGER	_IsGroup17|BOOLEAN	_Item17Index|INTEGER	_Item17Prob|INTEGER	_Item17Info|INTEGER	_IsGroup18|BOOLEAN	_Item18Index|INTEGER	_Item18Prob|INTEGER	_Item18Info|INTEGER	_IsGroup19|BOOLEAN	_Item19Index|INTEGER	_Item19Prob|INTEGER	_Item19Info|INTEGER	_IsGroup20|BOOLEAN	_Item20Index|INTEGER	_Item20Prob|INTEGER	_Item20Info|INTEGER
6795	0	0	0	0	0	false	268445882	142857148	1	false	268445880	0	1	false	268445499	142857142	1	false	268445890	142857142	1	false	268445895	142857142	1	false	268445898	142857142	1	false	268445900	0	1	false	268445903	142857142	1	false	268445907	142857142	1	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0
6796	0	0	0	0	0	false	268445892	166666669	1	false	268446678	0	1	false	268446681	0	1	false	268446684	0	1	false	268446687	0	1	false	268445905	166666666	1	false	268445909	166666666	1	false	268445911	333333333	1	false	268445913	166666666	1	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0
6797	0	0	0	0	0	false	268445917	142857148	1	false	268445915	0	1	false	268445501	142857142	1	false	268445924	142857142	1	false	268445929	142857142	1	false	268445932	142857142	1	false	268445934	0	1	false	268445937	142857142	1	false	268445941	142857142	1	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0
6798	0	0	0	0	0	false	268445926	166666669	1	false	268446690	0	1	false	268446693	0	1	false	268446696	0	1	false	268446699	0	1	false	268445939	166666666	1	false	268445943	166666666	1	false	268445945	333333333	1	false	268445947	166666666	1	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0
6799	0	0	0	0	0	false	268445951	142857148	1	false	268445949	0	1	false	268445503	142857142	1	false	268445959	142857142	1	false	268445964	142857142	1	false	268445967	142857142	1	false	268445969	0	1	false	268445972	142857142	1	false	268445976	142857142	1	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0
6800	0	0	0	0	0	false	268445961	166666669	1	false	268446702	0	1	false	268446705	0	1	false	268446708	0	1	false	268446711	0	1	false	268445974	166666666	1	false	268445978	166666666	1	false	268445980	333333333	1	false	268445982	166666666	1	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0
6801	0	0	0	0	0	false	268445988	142857148	1	false	268445985	0	1	false	268445506	142857142	1	false	268445997	142857142	1	false	268446003	142857142	1	false	268446006	142857142	1	false	268446009	0	1	false	268446012	142857142	1	false	268446018	142857142	1	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0
6802	0	0	0	0	0	false	268446000	166666669	1	false	268446714	0	1	false	268446717	0	1	false	268446720	0	1	false	268446723	0	1	false	268446015	166666666	1	false	268446021	166666666	1	false	268446024	333333333	1	false	268446027	166666666	1	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0
6803	0	0	0	0	0	false	268446031	142857148	1	false	268446029	0	1	false	268446035	142857142	1	false	268446040	142857142	1	false	268446045	142857142	1	false	268446048	142857142	1	false	268446050	0	1	false	268446053	142857142	1	false	268446057	142857142	1	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0
6804	0	0	0	0	0	false	268446042	166666669	1	false	268446726	0	1	false	268446729	0	1	false	268446732	0	1	false	268446735	0	1	false	268446055	166666666	1	false	268446059	166666666	1	false	268446061	333333333	1	false	268446063	166666666	1	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0	false	0	0	0
