ROWID	_UseCompound|BOOLEAN	_UseDesign|BOOLEAN	_sort|INTEGER
1073888463	false	false	0
1073888464	false	false	0
1073888465	false	false	0
1073888466	false	false	0
1073888467	false	false	0
1073888468	false	false	0
1073888469	false	false	0
1073888470	false	false	0
1073888471	false	false	0
1073888472	false	false	0
1073888473	false	false	0
1073888474	false	false	0
1073888475	false	false	0
1073888476	false	false	0
1073888477	false	false	0
1073888478	false	false	0
1073888479	false	false	0
1073888480	false	false	0
1073888481	false	false	0
1073888482	false	false	0
1073888483	false	false	0
1073888484	false	false	0
1073888485	false	false	0
1073888486	false	false	0
1073888487	false	false	0
1073888488	false	false	0
1073888489	false	false	0
1073888490	false	false	0
1073888491	false	false	0
1073888492	false	false	0
1073888493	false	false	0
1073888494	false	false	0
1073888495	false	false	0
1073888496	false	false	0
1073888497	false	false	0
1073888498	false	false	0
1073888499	false	false	0
1073888500	false	false	0
1073888501	false	false	0
1073888502	false	false	0
1073888503	false	false	0
1073888504	false	false	0
1073888505	false	false	0
1073888506	false	false	0
1073888507	false	false	0
1073888508	false	false	0
1073888509	false	false	0
1073888510	false	false	0
1073888511	false	false	0
1073888512	false	false	0
1073888513	false	false	0
1073888514	false	false	0
1073888515	false	false	0
1073888516	false	false	0
1073887652	true	false	0
1073887653	true	false	0
1073887654	true	false	0
1073887655	true	false	0
1073887656	true	false	0
1073887657	true	false	0
1073887658	true	false	0
1073887659	true	false	0
1073887660	true	false	0
1073887661	true	false	0
1073887662	true	false	0
1073887663	true	false	0
1073887664	true	false	0
1073887665	true	false	0
1073887666	true	false	0
1073887667	true	false	0
1073887668	true	false	0
1073887669	true	false	0
1073887670	true	false	0
1073887671	true	false	0
1073887672	true	false	0
1073887673	true	false	0
1073887674	true	false	0
1073887675	true	false	0
1073887676	true	false	0
1073887677	true	false	0
1073887678	true	false	0
1073887679	true	false	0
1073887680	true	false	0
1073887681	true	false	0
1073887682	true	false	0
1073887683	true	false	0
1073887684	true	false	0
1073887685	true	false	0
1073887686	true	false	0
1073887687	true	false	0
1073887688	true	false	0
1073887689	true	false	0
1073887690	true	false	0
1073887691	true	false	0
1073887692	true	false	0
1073887693	true	false	0
1073887694	true	false	0
1073887695	true	false	0
1073887696	true	false	0
1073887697	true	false	0
1073887698	true	false	0
1073887699	true	false	0
1073887700	true	false	0
1073887701	true	false	0
1073887702	true	false	0
1073887703	true	false	0
1073887704	true	false	0
1073887705	true	false	0
1073887706	true	false	0
1073887707	true	false	0
1073887708	true	false	0
1073887709	true	false	0
1073887710	true	false	0
1073887711	true	false	0
1073887712	true	false	0
1073887713	true	false	0
1073887714	true	false	0
1073887715	true	false	0
1073887716	true	false	0
1073887717	true	false	0
1073887718	true	false	0
1073887719	true	false	0
1073887720	true	false	0
1073887721	true	false	0
1073887722	true	false	0
1073887723	true	false	0
1073887724	true	false	0
1073887725	true	false	0
1073887726	true	false	0
1073887727	true	false	0
1073887728	true	false	0
1073887729	true	false	0
1073887730	true	false	0
1073887731	true	false	0
1073887732	true	false	0
1073887733	true	false	0
1073887734	true	false	0
1073887735	true	false	0
1073887736	true	false	0
1073887737	true	false	0
1073887738	true	false	0
1073887739	true	false	0
1073887740	true	false	0
1073887741	true	false	0
1073887742	true	false	0
1073887743	true	false	0
1073887744	true	false	0
1073887745	true	false	0
1073887746	true	false	0
1073887747	true	false	0
1073887748	true	false	0
1073887749	true	false	0
1073887750	true	false	0
1073887751	true	false	0
1073887752	true	false	0
1073887753	true	false	0
1073887754	true	false	0
1073887755	true	false	0
1073887756	true	false	0
1073887757	true	false	0
1073887758	true	false	0
1073887759	true	false	0
1073887760	true	false	0
1073887761	true	false	0
1073887762	true	false	0
1073887763	true	false	0
1073887764	true	false	0
1073887765	true	false	0
1073887766	true	false	0
1073887767	true	false	0
1073887768	true	false	0
1073887769	true	false	0
1073887770	true	false	0
1073887771	true	false	0
1073887772	true	false	0
1073887773	true	false	0
1073887774	true	false	0
1073887775	true	false	0
1073887776	true	false	0
1073887777	true	false	0
1073887778	true	false	0
1073887779	true	false	0
1073887780	true	false	0
1073887781	true	false	0
1073887782	true	false	0
1073887783	true	false	0
1073887784	true	false	0
1073887785	true	false	0
1073887786	true	false	0
1073886425	true	false	0
1073886426	true	false	0
1073886427	true	false	0
1073886428	true	false	0
1073886429	true	false	0
1073886430	true	false	0
1073886431	true	false	0
1073886432	true	false	0
1073886433	true	false	0
1073886434	true	false	0
1073886435	true	false	0
1073886436	true	false	0
1073886437	true	false	0
1073886438	true	false	0
1073886439	true	false	0
1073886440	true	false	0
1073886441	true	false	0
1073886442	true	false	0
1073886443	true	false	0
1073886444	true	false	0
1073886445	true	false	0
1073886446	true	false	0
1073886447	true	false	0
1073886448	true	false	0
1073886449	true	false	0
1073886450	true	false	0
1073886451	true	false	0
1073886452	true	false	0
1073886453	true	false	0
1073886454	true	false	0
1073886455	true	false	0
1073886456	true	false	0
1073886457	true	false	0
1073886458	true	false	0
1073886459	true	false	0
1073886460	true	false	0
1073886461	true	false	0
1073886462	true	false	0
1073886463	true	false	0
1073886464	true	false	0
1073886465	true	false	0
1073886466	true	false	0
1073886467	true	false	0
1073886468	true	false	0
1073886469	true	false	0
1073886470	true	false	0
1073886471	true	false	0
1073886472	true	false	0
1073886473	true	false	0
1073886474	true	false	0
1073886475	true	false	0
1073886476	true	false	0
1073886477	true	false	0
1073886478	true	false	0
1073886479	true	false	0
1073886480	true	false	0
1073886481	true	false	0
1073886482	true	false	0
1073886483	true	false	0
1073886484	true	false	0
1073886485	true	false	0
1073886486	true	false	0
1073886487	true	false	0
1073886488	true	false	0
1073886489	true	false	0
1073886490	true	false	0
1073886491	true	false	0
1073886492	true	false	0
1073886493	true	false	0
1073886494	true	false	0
1073886495	true	false	0
1073886496	true	false	0
1073886497	true	false	0
1073886498	true	false	0
1073886499	true	false	0
1073886500	true	false	0
1073886501	true	false	0
1073886502	true	false	0
1073886503	true	false	0
1073886504	true	false	0
1073886505	true	false	0
1073886506	true	false	0
1073886507	true	false	0
1073886508	true	false	0
1073886509	true	false	0
1073886510	true	false	0
1073886511	true	false	0
1073886512	true	false	0
1073886513	true	false	0
1073886514	true	false	0
1073886515	true	false	0
1073886516	true	false	0
1073886517	true	false	0
1073886518	true	false	0
1073886519	true	false	0
1073886520	true	false	0
1073886521	true	false	0
1073886522	true	false	0
1073886523	true	false	0
1073886524	true	false	0
1073886525	true	false	0
1073886526	true	false	0
1073886527	true	false	0
1073886528	true	false	0
1073886529	true	false	0
1073886530	true	false	0
1073886531	true	false	0
1073886532	true	false	0
1073886533	true	false	0
1073886534	true	false	0
1073886535	true	false	0
1073886536	true	false	0
1073886537	true	false	0
1073886538	true	false	0
1073886539	true	false	0
1073886540	true	false	0
1073886541	true	false	0
1073886542	true	false	0
1073886543	true	false	0
1073886544	true	false	0
1073886545	true	false	0
1073886546	true	false	0
1073886547	true	false	0
1073886548	true	false	0
1073886549	true	false	0
1073886550	true	false	0
1073886551	true	false	0
1073886552	true	false	0
1073886553	true	false	0
1073886554	true	false	0
1073886555	true	false	0
1073886556	true	false	0
1073886557	true	false	0
1073886558	true	false	0
1073886559	true	false	0
1073887005	false	false	0
1073887006	false	false	0
1073887007	false	false	0
1073887008	false	false	0
1073887009	false	false	0
1073887010	false	false	0
1073887011	false	false	0
1073887012	false	false	0
1073887013	false	false	0
1073887014	false	false	0
1073887015	false	false	0
1073887016	false	false	0
1073887017	false	false	0
1073887018	false	false	0
1073887019	false	false	0
1073887020	false	false	0
1073887021	false	false	0
1073887022	false	false	0
1073887023	false	false	0
1073887024	false	false	0
1073887025	false	false	0
1073887026	false	false	0
1073887027	false	false	0
1073887028	false	false	0
1073887029	false	false	0
1073887030	false	false	0
1073887031	false	false	0
1073887032	false	false	0
1073887033	false	false	0
1073887034	false	false	0
1073887035	false	false	0
1073887036	false	false	0
1073887037	false	false	0
1073887038	false	false	0
1073887039	false	false	0
1073887040	false	false	0
1073887041	false	false	0
1073887042	false	false	0
1073887043	false	false	0
1073887044	false	false	0
1073887045	false	false	0
1073887046	false	false	0
1073887047	false	false	0
1073887048	false	false	0
1073887049	false	false	0
1073887050	false	false	0
1073887051	false	false	0
1073887052	false	false	0
1073887053	false	false	0
1073887054	false	false	0
1073887055	false	false	0
1073887056	false	false	0
1073887057	false	false	0
1073887058	false	false	0
1073885923	true	false	0
1073885924	true	false	0
1073885925	true	false	0
1073885926	true	false	0
1073885927	true	false	0
1073885928	true	false	0
1073885929	true	false	0
1073885930	true	false	0
1073885931	true	false	0
1073885932	true	false	0
1073885933	true	false	0
1073885934	true	false	0
1073885935	true	false	0
1073885936	true	false	0
1073885937	true	false	0
1073885938	true	false	0
1073885939	true	false	0
1073885940	true	false	0
1073885941	true	false	0
1073885942	true	false	0
1073885943	true	false	0
1073885944	true	false	0
1073885945	true	false	0
1073885946	true	false	0
1073885947	true	false	0
1073885948	true	false	0
1073885949	true	false	0
1073885950	true	false	0
1073885951	true	false	0
1073885952	true	false	0
1073885953	true	false	0
1073885954	true	false	0
1073885955	true	false	0
1073885956	true	false	0
1073885957	true	false	0
1073885958	true	false	0
1073885959	true	false	0
1073885960	true	false	0
1073885961	true	false	0
1073885962	true	false	0
1073885963	true	false	0
1073885964	true	false	0
1073885965	true	false	0
1073885966	true	false	0
1073885967	true	false	0
1073885968	true	false	0
1073885969	true	false	0
1073885970	true	false	0
1073885971	true	false	0
1073885972	true	false	0
1073885973	true	false	0
1073885974	true	false	0
1073885975	true	false	0
1073885976	true	false	0
1073885977	true	false	0
1073885978	true	false	0
1073885979	true	false	0
1073885980	true	false	0
1073885981	true	false	0
1073885982	true	false	0
1073885983	true	false	0
1073885984	true	false	0
1073885985	true	false	0
1073885986	true	false	0
1073885987	true	false	0
1073885988	true	false	0
1073885989	true	false	0
1073885990	true	false	0
1073885991	true	false	0
1073885992	true	false	0
1073885993	true	false	0
1073885994	true	false	0
1073885995	true	false	0
1073885996	true	false	0
1073885997	true	false	0
1073885998	true	false	0
1073885999	true	false	0
1073886000	true	false	0
1073886001	true	false	0
1073886002	true	false	0
1073886003	true	false	0
1073886004	true	false	0
1073886005	true	false	0
1073886006	true	false	0
1073886007	true	false	0
1073886008	true	false	0
1073886009	true	false	0
1073886010	true	false	0
1073886011	true	false	0
1073886012	true	false	0
1073885346	true	false	0
1073885347	true	false	0
1073885348	true	false	0
1073885349	true	false	0
1073885350	true	false	0
1073885351	true	false	0
1073885352	true	false	0
1073885353	true	false	0
1073885354	true	false	0
1073885355	true	false	0
1073885356	true	false	0
1073885357	true	false	0
1073885358	true	false	0
1073885359	true	false	0
1073885360	true	false	0
1073885361	true	false	0
1073885362	true	false	0
1073885363	true	false	0
1073885364	true	false	0
1073885365	true	false	0
1073885366	true	false	0
1073885367	true	false	0
1073885368	true	false	0
1073885369	true	false	0
1073885370	true	false	0
1073885371	true	false	0
1073885372	true	false	0
1073885373	true	false	0
1073885374	true	false	0
1073885375	true	false	0
1073885376	true	false	0
1073885377	true	false	0
1073885378	true	false	0
1073885379	true	false	0
1073885380	true	false	0
1073885381	true	false	0
1073885382	true	false	0
1073885383	true	false	0
1073885384	true	false	0
1073885385	true	false	0
1073885386	true	false	0
1073885387	true	false	0
1073885388	true	false	0
1073885389	true	false	0
1073885390	true	false	0
1073885391	true	false	0
1073885392	true	false	0
1073885393	true	false	0
1073885394	true	false	0
1073885395	true	false	0
1073885396	true	false	0
1073885397	true	false	0
1073885398	true	false	0
1073885399	true	false	0
1073885400	true	false	0
1073885401	true	false	0
1073885402	true	false	0
1073885403	true	false	0
1073885404	true	false	0
1073885405	true	false	0
1073885406	true	false	0
1073885407	true	false	0
1073885408	true	false	0
1073885409	true	false	0
1073885410	true	false	0
1073885411	true	false	0
1073885412	true	false	0
1073885413	true	false	0
1073885414	true	false	0
1073885415	true	false	0
1073885416	true	false	0
1073885417	true	false	0
1073885418	true	false	0
1073885419	true	false	0
1073885420	true	false	0
1073885421	true	false	0
1073885422	true	false	0
1073885423	true	false	0
1073885424	true	false	0
1073885425	true	false	0
1073885426	true	false	0
1073885427	true	false	0
1073885428	true	false	0
1073885429	true	false	0
1073885430	true	false	0
1073885431	true	false	0
1073885432	true	false	0
1073885433	true	false	0
1073885434	true	false	0
1073885435	true	false	0
1073885436	true	false	0
1073885437	true	false	0
1073885438	true	false	0
1073885439	true	false	0
1073885440	true	false	0
1073885441	true	false	0
1073885442	true	false	0
1073885443	true	false	0
1073885444	true	false	0
1073885445	true	false	0
1073885446	true	false	0
1073885447	true	false	0
1073885448	true	false	0
1073885449	true	false	0
1073885450	true	false	0
1073885451	true	false	0
1073885452	true	false	0
1073885453	true	false	0
1073885454	true	false	0
1073885455	true	false	0
1073885456	true	false	0
1073885457	true	false	0
1073885458	true	false	0
1073885459	true	false	0
1073885460	true	false	0
1073885461	true	false	0
1073885462	true	false	0
1073885463	true	false	0
1073885464	true	false	0
1073885465	true	false	0
1073885466	true	false	0
1073885467	true	false	0
1073885468	true	false	0
1073885469	true	false	0
1073885470	true	false	0
1073885471	true	false	0
1073885472	true	false	0
1073885473	true	false	0
1073885474	true	false	0
1073885475	true	false	0
1073885476	true	false	0
1073885477	true	false	0
1073885478	true	false	0
1073885479	true	false	0
1073885480	true	false	0
1073884342	true	false	0
1073884343	true	false	0
1073884344	true	false	0
1073884345	true	false	0
1073884346	true	false	0
1073884347	true	false	0
1073884348	true	false	0
1073884349	true	false	0
1073884350	true	false	0
1073884351	true	false	0
1073884352	true	false	0
1073884353	true	false	0
1073884354	true	false	0
1073884355	true	false	0
1073884356	true	false	0
1073884357	true	false	0
1073884358	true	false	0
1073884359	true	false	0
1073884360	true	false	0
1073884361	true	false	0
1073884362	true	false	0
1073884363	true	false	0
1073884364	true	false	0
1073884365	true	false	0
1073884366	true	false	0
1073884367	true	false	0
1073884368	true	false	0
1073884369	true	false	0
1073884370	true	false	0
1073884371	true	false	0
1073884372	true	false	0
1073884373	true	false	0
1073884374	true	false	0
1073884375	true	false	0
1073884376	true	false	0
1073884377	true	false	0
1073884378	true	false	0
1073884379	true	false	0
1073884380	true	false	0
1073884381	true	false	0
1073884382	true	false	0
1073884383	true	false	0
1073884384	true	false	0
1073884385	true	false	0
1073884386	true	false	0
1073884387	true	false	0
1073884388	true	false	0
1073884389	true	false	0
1073884390	true	false	0
1073884391	true	false	0
1073884392	true	false	0
1073884393	true	false	0
1073884394	true	false	0
1073884395	true	false	0
1073884396	true	false	0
1073884397	true	false	0
1073884398	true	false	0
1073884399	true	false	0
1073884400	true	false	0
1073884401	true	false	0
1073884402	true	false	0
1073884403	true	false	0
1073884404	true	false	0
1073884405	true	false	0
1073884406	true	false	0
1073884407	true	false	0
1073884408	true	false	0
1073884409	true	false	0
1073884410	true	false	0
1073884411	true	false	0
1073884412	true	false	0
1073884413	true	false	0
1073884414	true	false	0
1073884415	true	false	0
1073884416	true	false	0
1073884417	true	false	0
1073884418	true	false	0
1073884419	true	false	0
1073884420	true	false	0
1073884421	true	false	0
1073884422	true	false	0
1073884423	true	false	0
1073884424	true	false	0
1073884425	true	false	0
1073884426	true	false	0
1073884427	true	false	0
1073884428	true	false	0
1073884429	true	false	0
1073884430	true	false	0
1073884431	true	false	0
1073884432	true	false	0
1073884433	true	false	0
1073884434	true	false	0
1073884435	true	false	0
1073884436	true	false	0
1073884437	true	false	0
1073884438	true	false	0
1073884439	true	false	0
1073884440	true	false	0
1073884441	true	false	0
1073884442	true	false	0
1073884443	true	false	0
1073884444	true	false	0
1073884445	true	false	0
1073884446	true	false	0
1073884447	true	false	0
1073884448	true	false	0
1073884449	true	false	0
1073884450	true	false	0
1073884451	true	false	0
1073884452	true	false	0
1073884453	true	false	0
1073884454	true	false	0
1073884455	true	false	0
1073884456	true	false	0
1073884457	true	false	0
1073884458	true	false	0
1073884459	true	false	0
1073884460	true	false	0
1073884461	true	false	0
1073884462	true	false	0
1073884463	true	false	0
1073884464	true	false	0
1073884465	true	false	0
1073884466	true	false	0
1073884467	true	false	0
1073884468	true	false	0
1073884469	true	false	0
1073884470	true	false	0
1073884471	true	false	0
1073884472	true	false	0
1073884473	true	false	0
1073884474	true	false	0
1073884475	true	false	0
1073884476	true	false	0
1073882193	true	false	0
1073882194	true	false	0
1073882195	true	false	0
1073882196	true	false	0
1073882197	true	false	0
1073882198	true	false	0
1073882199	true	false	0
1073882200	true	false	0
1073882201	true	false	0
1073882202	true	false	0
1073882203	true	false	0
