ROWID	_ItemID|INTEGER	_Count|INTEGER	_Prob|INTEGER	_Period|INTEGER	_ChaoscubeNum|INTEGER	_Msg|BOOLEAN	_Gold|INTEGER	_Chaosmatchingnum|INTEGER	_Resultgrade|INTEGER
100059	268493875	1	725	0	1732	false	0	0	0
100060	268493876	1	725	0	1732	false	0	0	0
100061	268493877	1	725	0	1732	false	0	0	0
100062	268493878	1	725	0	1732	false	0	0	0
100063	268493879	1	725	0	1732	false	0	0	0
100064	268493880	1	725	0	1732	false	0	0	0
100065	268493881	1	725	0	1732	false	0	0	0
100066	268493882	1	725	0	1732	false	0	0	0
100067	268493883	1	725	0	1732	false	0	0	0
100068	268493884	1	725	0	1732	false	0	0	0
100069	268493885	1	725	0	1732	false	0	0	0
100070	268493886	1	725	0	1732	false	0	0	0
100071	268493887	1	725	0	1732	false	0	0	0
100072	268493888	1	725	0	1732	false	0	0	0
100073	268493889	1	725	0	1732	false	0	0	0
100074	268493890	1	725	0	1732	false	0	0	0
100075	268493891	1	725	0	1732	false	0	0	0
100076	268493892	1	725	0	1732	false	0	0	0
100077	268493893	1	725	0	1732	false	0	0	0
100078	268493894	1	725	0	1732	false	0	0	0
100079	268493895	1	725	0	1732	false	0	0	0
100080	268493896	1	725	0	1732	false	0	0	0
100081	268493897	1	725	0	1732	false	0	0	0
100082	268493898	1	725	0	1732	false	0	0	0
100083	268493899	1	725	0	1732	false	0	0	0
100084	268493900	1	725	0	1732	false	0	0	0
100085	268493901	1	725	0	1732	false	0	0	0
100086	268493902	1	725	0	1732	false	0	0	0
100087	268493903	1	725	0	1732	false	0	0	0
100088	268493904	1	725	0	1732	false	0	0	0
100089	268493905	1	725	0	1732	false	0	0	0
100090	268493906	1	725	0	1732	false	0	0	0
100091	268493907	1	725	0	1732	false	0	0	0
100092	268493908	1	725	0	1732	false	0	0	0
100093	268493909	1	725	0	1732	false	0	0	0
100094	268493910	1	725	0	1732	false	0	0	0
100095	268493911	1	725	0	1732	false	0	0	0
100096	268493912	1	725	0	1732	false	0	0	0
100097	268493913	1	725	0	1732	false	0	0	0
100098	268493914	1	725	0	1732	false	0	0	0
100099	268493915	1	725	0	1732	false	0	0	0
100100	268493916	1	725	0	1732	false	0	0	0
100101	268493917	1	725	0	1732	false	0	0	0
100102	268493918	1	725	0	1732	false	0	0	0
100103	268493919	1	725	0	1732	false	0	0	0
100104	268493920	1	725	0	1732	false	0	0	0
100105	268493921	1	725	0	1732	false	0	0	0
100106	268493922	1	725	0	1732	false	0	0	0
100107	268493923	1	725	0	1732	false	0	0	0
100108	268493924	1	725	0	1732	false	0	0	0
100109	268493925	1	725	0	1732	false	0	0	0
100110	268493926	1	725	0	1732	false	0	0	0
100111	268493927	1	725	0	1732	false	0	0	0
100112	268493928	1	725	0	1732	false	0	0	0
100113	268493929	1	725	0	1732	false	0	0	0
100114	268493930	1	725	0	1732	false	0	0	0
100115	268493931	1	725	0	1732	false	0	0	0
100116	268493932	1	725	0	1732	false	0	0	0
100117	268493933	1	725	0	1732	false	0	0	0
100118	268493934	1	725	0	1732	false	0	0	0
100119	268493935	1	725	0	1732	false	0	0	0
100120	268493936	1	725	0	1732	false	0	0	0
100121	268493937	1	725	0	1732	false	0	0	0
100122	268493938	1	725	0	1732	false	0	0	0
100123	268493939	1	725	0	1732	false	0	0	0
100124	268493940	1	725	0	1732	false	0	0	0
100125	268493941	1	725	0	1732	false	0	0	0
100126	268493942	1	725	0	1732	false	0	0	0
100127	268493943	1	725	0	1732	false	0	0	0
100128	268493944	1	725	0	1732	false	0	0	0
100129	268493945	1	725	0	1732	false	0	0	0
100130	268493946	1	725	0	1732	false	0	0	0
100131	268493947	1	725	0	1732	false	0	0	0
100132	268493948	1	725	0	1732	false	0	0	0
100133	268493949	1	725	0	1732	false	0	0	0
100134	268493950	1	725	0	1732	false	0	0	0
100135	268493951	1	725	0	1732	false	0	0	0
100136	268493952	1	725	0	1732	false	0	0	0
100137	268493953	1	725	0	1732	false	0	0	0
100138	268493954	1	725	0	1732	false	0	0	0
100139	268493955	1	725	0	1732	false	0	0	0
100140	268493956	1	725	0	1732	false	0	0	0
100141	268493957	1	725	0	1732	false	0	0	0
100142	268493958	1	725	0	1732	false	0	0	0
100143	268493959	1	725	0	1732	false	0	0	0
100144	268493960	1	725	0	1732	false	0	0	0
100145	268493961	1	725	0	1732	false	0	0	0
100146	268493962	1	725	0	1732	false	0	0	0
100147	268493963	1	725	0	1732	false	0	0	0
100148	268493964	1	725	0	1732	false	0	0	0
100149	268493965	1	725	0	1732	false	0	0	0
100150	268493966	1	725	0	1732	false	0	0	0
100151	268493967	1	725	0	1732	false	0	0	0
100152	268493968	1	725	0	1732	false	0	0	0
100153	268493969	1	725	0	1732	false	0	0	0
100154	268493970	1	725	0	1732	false	0	0	0
100155	268493971	1	725	0	1732	false	0	0	0
100156	268493972	1	725	0	1732	false	0	0	0
100157	268493973	1	725	0	1732	false	0	0	0
100158	268493974	1	725	0	1732	false	0	0	0
100159	268493975	1	725	0	1732	false	0	0	0
100160	268493976	1	725	0	1732	false	0	0	0
100161	268493977	1	725	0	1732	false	0	0	0
100162	268493978	1	725	0	1732	false	0	0	0
100163	268493979	1	725	0	1732	false	0	0	0
100164	268493980	1	725	0	1732	false	0	0	0
100165	268493981	1	725	0	1732	false	0	0	0
100166	268493982	1	725	0	1732	false	0	0	0
100167	268493983	1	725	0	1732	false	0	0	0
100168	268493984	1	725	0	1732	false	0	0	0
100169	268493985	1	725	0	1732	false	0	0	0
100170	268493986	1	725	0	1732	false	0	0	0
100171	268493987	1	725	0	1732	false	0	0	0
100172	268493988	1	725	0	1732	false	0	0	0
100173	268493989	1	725	0	1732	false	0	0	0
100174	268493990	1	725	0	1732	false	0	0	0
100175	268493991	1	725	0	1732	false	0	0	0
100176	268493992	1	725	0	1732	false	0	0	0
100177	268493993	1	725	0	1732	false	0	0	0
100178	268493994	1	725	0	1732	false	0	0	0
100179	268493995	1	725	0	1732	false	0	0	0
100180	268493996	1	725	0	1732	false	0	0	0
100181	268493997	1	725	0	1732	false	0	0	0
100182	268493998	1	725	0	1732	false	0	0	0
100183	268493999	1	725	0	1732	false	0	0	0
100184	268494000	1	725	0	1732	false	0	0	0
100185	268494001	1	725	0	1732	false	0	0	0
100186	268494002	1	725	0	1732	false	0	0	0
100187	268494003	1	725	0	1732	false	0	0	0
100188	268494004	1	725	0	1732	false	0	0	0
100189	268494005	1	725	0	1732	false	0	0	0
100190	268494006	1	725	0	1732	false	0	0	0
100191	268494007	1	725	0	1732	false	0	0	0
100192	268494008	1	725	0	1732	false	0	0	0
100193	268494009	1	725	0	1732	false	0	0	0
100194	268494010	1	725	0	1732	false	0	0	0
100195	268494011	1	725	0	1732	false	0	0	0
100196	268494012	1	725	0	1732	false	0	0	0
100197	268494013	1	725	0	1733	false	0	0	0
100198	268494014	1	725	0	1733	false	0	0	0
100199	268494015	1	725	0	1733	false	0	0	0
100200	268494016	1	725	0	1733	false	0	0	0
100201	268494017	1	725	0	1733	false	0	0	0
100202	268494018	1	725	0	1733	false	0	0	0
100203	268494019	1	725	0	1733	false	0	0	0
100204	268494020	1	725	0	1733	false	0	0	0
100205	268494021	1	725	0	1733	false	0	0	0
100206	268494022	1	725	0	1733	false	0	0	0
100207	268494023	1	725	0	1733	false	0	0	0
100208	268494024	1	725	0	1733	false	0	0	0
100209	268494025	1	725	0	1733	false	0	0	0
100210	268494026	1	725	0	1733	false	0	0	0
100211	268494027	1	725	0	1733	false	0	0	0
100212	268494028	1	725	0	1733	false	0	0	0
100213	268494029	1	725	0	1733	false	0	0	0
100214	268494030	1	725	0	1733	false	0	0	0
100215	268494031	1	725	0	1733	false	0	0	0
100216	268494032	1	725	0	1733	false	0	0	0
100217	268494033	1	725	0	1733	false	0	0	0
100218	268494034	1	725	0	1733	false	0	0	0
100219	268494035	1	725	0	1733	false	0	0	0
100220	268494036	1	725	0	1733	false	0	0	0
100221	268494037	1	725	0	1733	false	0	0	0
100222	268494038	1	725	0	1733	false	0	0	0
100223	268494039	1	725	0	1733	false	0	0	0
100224	268494040	1	725	0	1733	false	0	0	0
100225	268494041	1	725	0	1733	false	0	0	0
100226	268494042	1	725	0	1733	false	0	0	0
100227	268494043	1	725	0	1733	false	0	0	0
100228	268494044	1	725	0	1733	false	0	0	0
100229	268494045	1	725	0	1733	false	0	0	0
100230	268494046	1	725	0	1733	false	0	0	0
100231	268494047	1	725	0	1733	false	0	0	0
100232	268494048	1	725	0	1733	false	0	0	0
100233	268494049	1	725	0	1733	false	0	0	0
100234	268494050	1	725	0	1733	false	0	0	0
100235	268494051	1	725	0	1733	false	0	0	0
100236	268494052	1	725	0	1733	false	0	0	0
100237	268494053	1	725	0	1733	false	0	0	0
100238	268494054	1	725	0	1733	false	0	0	0
100239	268494055	1	725	0	1733	false	0	0	0
100240	268494056	1	725	0	1733	false	0	0	0
100241	268494057	1	725	0	1733	false	0	0	0
100242	268494058	1	725	0	1733	false	0	0	0
100243	268494059	1	725	0	1733	false	0	0	0
100244	268494060	1	725	0	1733	false	0	0	0
100245	268494061	1	725	0	1733	false	0	0	0
100246	268494062	1	725	0	1733	false	0	0	0
100247	268494063	1	725	0	1733	false	0	0	0
100248	268494064	1	725	0	1733	false	0	0	0
100249	268494065	1	725	0	1733	false	0	0	0
100250	268494066	1	725	0	1733	false	0	0	0
100251	268494067	1	725	0	1733	false	0	0	0
100252	268494068	1	725	0	1733	false	0	0	0
100253	268494069	1	725	0	1733	false	0	0	0
100254	268494070	1	725	0	1733	false	0	0	0
100255	268494071	1	725	0	1733	false	0	0	0
100256	268494072	1	725	0	1733	false	0	0	0
100257	268494073	1	725	0	1733	false	0	0	0
100258	268494074	1	725	0	1733	false	0	0	0
100259	268494075	1	725	0	1733	false	0	0	0
100260	268494076	1	725	0	1733	false	0	0	0
100261	268494077	1	725	0	1733	false	0	0	0
100262	268494078	1	725	0	1733	false	0	0	0
100263	268494079	1	725	0	1733	false	0	0	0
100264	268494080	1	725	0	1733	false	0	0	0
100265	268494081	1	725	0	1733	false	0	0	0
100266	268494082	1	725	0	1733	false	0	0	0
100267	268494083	1	725	0	1733	false	0	0	0
100268	268494084	1	725	0	1733	false	0	0	0
100269	268494085	1	725	0	1733	false	0	0	0
100270	268494086	1	725	0	1733	false	0	0	0
100271	268494087	1	725	0	1733	false	0	0	0
100272	268494088	1	725	0	1733	false	0	0	0
100273	268494089	1	725	0	1733	false	0	0	0
100274	268494090	1	725	0	1733	false	0	0	0
100275	268494091	1	725	0	1733	false	0	0	0
100276	268494092	1	725	0	1733	false	0	0	0
100277	268494093	1	725	0	1733	false	0	0	0
100278	268494094	1	725	0	1733	false	0	0	0
100279	268494095	1	725	0	1733	false	0	0	0
100280	268494096	1	725	0	1733	false	0	0	0
100281	268494097	1	725	0	1733	false	0	0	0
100282	268494098	1	725	0	1733	false	0	0	0
100283	268494099	1	725	0	1733	false	0	0	0
100284	268494100	1	725	0	1733	false	0	0	0
100285	268494101	1	725	0	1733	false	0	0	0
100286	268494102	1	725	0	1733	false	0	0	0
100287	268494103	1	725	0	1733	false	0	0	0
100288	268494104	1	725	0	1733	false	0	0	0
100289	268494105	1	725	0	1733	false	0	0	0
100290	268494106	1	725	0	1733	false	0	0	0
100291	268494107	1	725	0	1733	false	0	0	0
100292	268494108	1	725	0	1733	false	0	0	0
100293	268494109	1	725	0	1733	false	0	0	0
100294	268494110	1	725	0	1733	false	0	0	0
100295	268494111	1	725	0	1733	false	0	0	0
100296	268494112	1	725	0	1733	false	0	0	0
100297	268494113	1	725	0	1733	false	0	0	0
100298	268494114	1	725	0	1733	false	0	0	0
100299	268494115	1	725	0	1733	false	0	0	0
100300	268494116	1	725	0	1733	false	0	0	0
100301	268494117	1	725	0	1733	false	0	0	0
100302	268494118	1	725	0	1733	false	0	0	0
100303	268494119	1	725	0	1733	false	0	0	0
100304	268494120	1	725	0	1733	false	0	0	0
100305	268494121	1	725	0	1733	false	0	0	0
100306	268494122	1	725	0	1733	false	0	0	0
100307	268494123	1	725	0	1733	false	0	0	0
100308	268494124	1	725	0	1733	false	0	0	0
100309	268494125	1	725	0	1733	false	0	0	0
100310	268494126	1	725	0	1733	false	0	0	0
100311	268494127	1	725	0	1733	false	0	0	0
100312	268494128	1	725	0	1733	false	0	0	0
100313	268494129	1	725	0	1733	false	0	0	0
100314	268494130	1	725	0	1733	false	0	0	0
100315	268494131	1	725	0	1733	false	0	0	0
100316	268494132	1	725	0	1733	false	0	0	0
100317	268494133	1	725	0	1733	false	0	0	0
100318	268494134	1	725	0	1733	false	0	0	0
100319	268494135	1	725	0	1733	false	0	0	0
100320	268494136	1	725	0	1733	false	0	0	0
100321	268494137	1	725	0	1733	false	0	0	0
100322	268494138	1	725	0	1733	false	0	0	0
100323	268494139	1	725	0	1733	false	0	0	0
100324	268494140	1	725	0	1733	false	0	0	0
100325	268494141	1	725	0	1733	false	0	0	0
100326	268494142	1	725	0	1733	false	0	0	0
100327	268494143	1	725	0	1733	false	0	0	0
100328	268494144	1	725	0	1733	false	0	0	0
100329	268494145	1	725	0	1733	false	0	0	0
100330	268494146	1	725	0	1733	false	0	0	0
100331	268494147	1	725	0	1733	false	0	0	0
100332	268494148	1	725	0	1733	false	0	0	0
100333	268494149	1	725	0	1733	false	0	0	0
100334	268494150	1	725	0	1733	false	0	0	0
150000	1073914839	1	1	0	100901	false	0	0	0
150001	1073914841	1	1	0	100901	false	0	0	0
150002	1073914843	1	1	0	100901	false	0	0	0
150003	1073914845	1	1	0	100901	false	0	0	0
150004	1073914847	1	1	0	100901	false	0	0	0
150005	1073914849	1	1	0	100901	false	0	0	0
150006	1073914851	1	1	0	100901	false	0	0	0
150007	1073914853	1	1	0	100901	false	0	0	0
150008	1073914855	1	1	0	100901	false	0	0	0
150009	1073914857	1	1	0	100901	false	0	0	0
150010	1073914859	1	1	0	100901	false	0	0	0
150011	1073914861	1	1	0	100901	false	0	0	0
150012	1073914863	1	1	0	100901	false	0	0	0
150013	1073914865	1	1	0	100901	false	0	0	0
150014	1073914867	1	1	0	100901	false	0	0	0
150015	1073914869	1	1	0	100901	false	0	0	0
150016	1073914871	1	1	0	100901	false	0	0	0
150017	1073914873	1	1	0	100901	false	0	0	0
150018	1073914875	1	1	0	100901	false	0	0	0
150019	1073914877	1	1	0	100901	false	0	0	0
150020	1073914879	1	1	0	100901	false	0	0	0
150021	1073914881	1	1	0	100901	false	0	0	0
150022	1073914883	1	1	0	100901	false	0	0	0
150023	1073914885	1	1	0	100901	false	0	0	0
