ROWID	_DropGroupID|INTEGER	_FTGBoostFlag|BOOLEAN	_Difficulty|INTEGER	_ExDifficulty|INTEGER	_DropID|INTEGER	_Expectation|DOUBLE	_PropertyDrop|BOOLEAN	_MinLevel|INTEGER	_MaxLevel|INTEGER	_PropertyDropCopy|BOOLEAN
800001	169042400	false	0	0	169022400	1.0	false	0	0	false
800002	169042400	false	0	0	169022401	1.0	false	0	0	false
800003	169042400	false	1	0	169022400	1.0	false	0	0	false
800004	169042400	false	1	0	169022401	1.0	false	0	0	false
800005	169042400	false	2	0	169022400	1.0	false	0	0	false
800006	169042400	false	2	0	169022401	1.0	false	0	0	false
800007	169042400	false	3	0	169022400	1.0	false	0	0	false
800008	169042400	false	3	0	169022401	1.0	false	0	0	false
800009	169042400	false	4	0	169022400	1.0	false	0	0	false
800010	169042400	false	4	0	169022401	1.0	false	0	0	false
800011	169043200	false	0	0	169023200	1.0	false	0	0	false
800012	169043200	false	0	0	169023201	1.0	false	0	0	false
800013	169043200	false	1	0	169023200	1.0	false	0	0	false
800014	169043200	false	1	0	169023201	1.0	false	0	0	false
800015	169043200	false	2	0	169023200	1.0	false	0	0	false
800016	169043200	false	2	0	169023201	1.0	false	0	0	false
800017	169043200	false	3	0	169023200	1.0	false	0	0	false
800018	169043200	false	3	0	169023201	1.0	false	0	0	false
800019	169043200	false	4	0	169023200	1.0	false	0	0	false
800020	169043200	false	4	0	169023201	1.0	false	0	0	false
800021	169044000	false	0	0	169024000	1.0	false	0	0	false
800022	169044000	false	0	0	169024001	1.0	false	0	0	false
800023	169044000	false	1	0	169024000	1.0	false	0	0	false
800024	169044000	false	1	0	169024001	1.0	false	0	0	false
800025	169044000	false	2	0	169024000	1.0	false	0	0	false
800026	169044000	false	2	0	169024001	1.0	false	0	0	false
800027	169044000	false	3	0	169024000	1.0	false	0	0	false
800028	169044000	false	3	0	169024001	1.0	false	0	0	false
800029	169044000	false	4	0	169024000	1.0	false	0	0	false
800030	169044000	false	4	0	169024001	1.0	false	0	0	false
800031	169045000	false	0	0	169025000	1.0	false	0	0	false
800032	169045000	false	0	0	169025001	1.0	false	0	0	false
800033	169045000	false	1	0	169025000	1.0	false	0	0	false
800034	169045000	false	1	0	169025001	1.0	false	0	0	false
800035	169045000	false	2	0	169025000	1.0	false	0	0	false
800036	169045000	false	2	0	169025001	1.0	false	0	0	false
