ROWID	_MixUseCompound|BOOLEAN	_MixRank|INTEGER	_MixMsg|BOOLEAN	_MixResultAble|BOOLEAN
1073888463	true	2	false	false
1073888464	false	2	false	false
1073888465	true	2	false	false
1073888466	false	2	false	false
1073888467	true	2	false	false
1073888468	false	2	false	false
1073888469	true	2	false	false
1073888470	false	2	false	false
1073888471	true	2	false	false
1073888472	false	2	false	false
1073888473	true	2	false	false
1073888474	false	2	false	false
1073888475	true	2	false	false
1073888476	false	2	false	false
1073888477	true	2	false	false
1073888478	false	2	false	false
1073888479	true	2	false	false
1073888480	false	2	false	false
1073888481	true	2	false	false
1073888482	false	2	false	false
1073888483	true	2	false	false
1073888484	false	2	false	false
1073888485	true	2	false	false
1073888486	false	2	false	false
1073888487	true	2	false	false
1073888488	false	2	false	false
1073888489	true	2	false	false
1073888490	false	2	false	false
1073888491	true	2	false	false
1073888492	false	2	false	false
1073888493	true	2	false	false
1073888494	false	2	false	false
1073888495	true	2	false	false
1073888496	false	2	false	false
1073888497	true	2	false	false
1073888498	false	2	false	false
1073888499	true	2	false	false
1073888500	false	2	false	false
1073888501	true	2	false	false
1073888502	false	2	false	false
1073888503	true	2	false	false
1073888504	false	2	false	false
1073888505	true	2	false	false
1073888506	false	2	false	false
1073888507	true	2	false	false
1073888508	false	2	false	false
1073888509	true	2	false	false
1073888510	false	2	false	false
1073888511	true	2	false	false
1073888512	false	2	false	false
1073888513	true	2	false	false
1073888514	false	2	false	false
1073888515	true	2	false	false
1073888516	false	2	false	false
1073887652	false	3	false	false
1073887653	false	3	false	false
1073887654	false	3	false	false
1073887655	false	3	false	false
1073887656	false	3	false	false
1073887657	false	3	false	false
1073887658	false	3	false	false
1073887659	false	3	false	false
1073887660	false	3	false	false
1073887661	false	3	false	false
1073887662	false	3	false	false
1073887663	false	3	false	false
1073887664	false	3	false	false
1073887665	false	3	false	false
1073887666	false	3	false	false
1073887667	false	3	false	false
1073887668	false	3	false	false
1073887669	false	3	false	false
1073887670	false	3	false	false
1073887671	false	3	false	false
1073887672	false	3	false	false
1073887673	false	3	false	false
1073887674	false	3	false	false
1073887675	false	3	false	false
1073887676	false	3	false	false
1073887677	false	3	false	false
1073887678	false	3	false	false
1073887679	false	3	false	false
1073887680	false	3	false	false
1073887681	false	3	false	false
1073887682	false	3	false	false
1073887683	false	3	false	false
1073887684	false	3	false	false
1073887685	false	3	false	false
1073887686	false	3	false	false
1073887687	false	3	false	false
1073887688	false	3	false	false
1073887689	false	3	false	false
1073887690	false	3	false	false
1073887691	false	3	false	false
1073887692	false	3	false	false
1073887693	false	3	false	false
1073887694	false	3	false	false
1073887695	false	3	false	false
1073887696	false	3	false	false
1073887697	false	3	false	false
1073887698	false	3	false	false
1073887699	false	3	false	false
1073887700	false	3	false	false
1073887701	false	3	false	false
1073887702	false	3	false	false
1073887703	false	3	false	false
1073887704	false	3	false	false
1073887705	false	3	false	false
1073887706	false	3	false	false
1073887707	false	3	false	false
1073887708	false	3	false	false
1073887709	false	3	false	false
1073887710	false	3	false	false
1073887711	false	3	false	false
1073887712	false	3	false	false
1073887713	false	3	false	false
1073887714	false	3	false	false
1073887715	false	3	false	false
1073887716	false	3	false	false
1073887717	false	3	false	false
1073887718	false	3	false	false
1073887719	false	3	false	false
1073887720	false	3	false	false
1073887721	false	3	false	false
1073887722	false	3	false	false
1073887723	false	3	false	false
1073887724	false	3	false	false
1073887725	false	3	false	false
1073887726	false	3	false	false
1073887727	false	3	false	false
1073887728	false	3	false	false
1073887729	false	3	false	false
1073887730	false	3	false	false
1073887731	false	3	false	false
1073887732	false	3	false	false
1073887733	false	3	false	false
1073887734	false	3	false	false
1073887735	false	3	false	false
1073887736	false	3	false	false
1073887737	false	3	false	false
1073887738	false	3	false	false
1073887739	false	3	false	false
1073887740	false	3	false	false
1073887741	false	3	false	false
1073887742	false	3	false	false
1073887743	false	3	false	false
1073887744	false	3	false	false
1073887745	false	3	false	false
1073887746	false	3	false	false
1073887747	false	3	false	false
1073887748	false	3	false	false
1073887749	false	3	false	false
1073887750	false	3	false	false
1073887751	false	3	false	false
1073887752	false	3	false	false
1073887753	false	3	false	false
1073887754	false	3	false	false
1073887755	false	3	false	false
1073887756	false	3	false	false
1073887757	false	3	false	false
1073887758	false	3	false	false
1073887759	false	3	false	false
1073887760	false	3	false	false
1073887761	false	3	false	false
1073887762	false	3	false	false
1073887763	false	3	false	false
1073887764	false	3	false	false
1073887765	false	3	false	false
1073887766	false	3	false	false
1073887767	false	3	false	false
1073887768	false	3	false	false
1073887769	false	3	false	false
1073887770	false	3	false	false
1073887771	false	3	false	false
1073887772	false	3	false	false
1073887773	false	3	false	false
1073887774	false	3	false	false
1073887775	false	3	false	false
1073887776	false	3	false	false
1073887777	false	3	false	false
1073887778	false	3	false	false
1073887779	false	3	false	false
1073887780	false	3	false	false
1073887781	false	3	false	false
1073887782	false	3	false	false
1073887783	false	3	false	false
1073887784	false	3	false	false
1073887785	false	3	false	false
1073887786	false	3	false	false
1073886425	true	2	false	true
1073886426	true	2	false	true
1073886427	true	2	false	true
1073886428	true	2	false	true
1073886429	true	2	false	true
1073886430	true	2	false	true
1073886431	true	2	false	true
1073886432	true	2	false	true
1073886433	true	2	false	true
1073886434	true	2	false	true
1073886435	true	2	false	true
1073886436	true	2	false	true
1073886437	true	2	false	true
1073886438	true	2	false	true
1073886439	true	2	false	true
1073886440	true	2	false	true
1073886441	true	2	false	true
1073886442	true	2	false	true
1073886443	true	2	false	true
1073886444	true	2	false	true
