ROWID	_EquipType|INTEGER	_SkinName|INTEGER	_ActName|INTEGER	_AniName|INTEGER	_DecalName|INTEGER	_SimName|INTEGER	_Length|INTEGER	_Durability|INTEGER	_DurabilityRepairCoin|INTEGER	_Material1_Normal_Particle|INTEGER	_Material1_Critical_Particle|INTEGER	_Material1_Stun_Particle|INTEGER	_Material2_Normal_Particle|INTEGER	_Material2_Critical_Particle|INTEGER	_Material2_Stun_Particle|INTEGER	_Material3_Normal_Particle|INTEGER	_Material3_Critical_Particle|INTEGER	_Material3_Stun_Particle|INTEGER	_Defense_Particle|INTEGER	_Finish_Particle|INTEGER	_Material1_Normal_Sound|INTEGER	_Material2_Normal_Sound|INTEGER	_Material3_Normal_Sound|INTEGER	_Critical_Sound|INTEGER	_Stun_Sound|INTEGER	_Defense_Sound|INTEGER	_Finish_Sound|INTEGER	_Sound_Range|DOUBLE	_Sound_Rolloff|FLOAT	_EmptyDurabilitySound|INTEGER	_SetItemID|INTEGER	_SetEffect_ActName|INTEGER	_Grade_SetItem|BOOLEAN	_Material1_Normal_Action|INTEGER	_Material1_Critical_Action|INTEGER	_Material1_Stun_Action|INTEGER	_Material2_Normal_Action|INTEGER	_Material2_Critical_Action|INTEGER	_Material2_Stun_Action|INTEGER	_Material3_Normal_Action|INTEGER	_Material3_Critical_Action|INTEGER	_Material3_Stun_Action|INTEGER	_Defense_Action|INTEGER	_Finish_Action|INTEGER	_EquipTypeSub1|INTEGER	_SkinNameSub1|INTEGER	_ActNameSub1|INTEGER	_AniNameSub1|INTEGER	_SimNameSub1|INTEGER	_EquipTypeSub2|INTEGER	_SkinNameSub2|INTEGER	_ActNameSub2|INTEGER	_AniNameSub2|INTEGER	_SimNameSub2|INTEGER	_SetItemTextID|INTEGER	_Material4_Normal_Particle|INTEGER	_Material4_Critical_Particle|INTEGER	_Material4_Stun_Particle|INTEGER	_Material4_Normal_Sound|INTEGER	_Material4_Normal_Action|INTEGER	_Material4_Critical_Action|INTEGER	_Material4_Stun_Action|INTEGER	_OneType|BOOLEAN	_SetOverlap|BOOLEAN	_CloneParts|INTEGER	_CloneSetitemOn|INTEGER
536871136	2	15164	10928	10929	0	0	0	0	1	736	10216	10215	10289	10289	10289	10293	10292	10293	10345	10290	10892	10893	10894	10217	10892	143	10892	20.0	0.3	10920	872415280	0	false	0	0	0	0	0	0	0	0	0	0	0	0	15164	10889	10929	0	3	15164	11068	10929	0	0	10293	10292	10293	10895	0	0	0	false	false	0	0
536871137	0	15166	10889	11084	0	0	0	0	1	736	10216	10215	10289	10289	10289	10293	10292	10293	10345	10290	10892	10893	10894	10217	10892	143	10892	20.0	0.3	10920	872415280	0	false	0	0	0	0	0	0	0	0	0	0	0	2	15166	10928	11084	0	3	15166	11068	11084	0	0	10293	10292	10293	10895	0	0	0	false	false	0	0
536871138	3	15165	11068	11045	0	0	0	0	1	736	10216	10215	10289	10289	10289	10293	10292	10293	10345	10290	10892	10893	10894	10217	10892	143	10892	20.0	0.3	10920	872415280	0	false	0	0	0	0	0	0	0	0	0	0	0	0	15165	10889	11045	0	2	15165	10928	11045	0	0	10293	10292	10293	10895	0	0	0	false	false	0	0
536871139	1	15167	10986	2567	0	0	0	0	1	736	10216	10215	10289	10289	10289	10293	10292	10293	10345	10290	10892	10893	10894	10217	10892	143	10892	20.0	0.3	10920	872415280	0	false	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	10293	10292	10293	10895	0	0	0	false	false	0	0
536871140	4	15168	9749	9711	0	0	0	0	1	736	10216	10215	10289	10289	10289	10293	10292	10293	10345	10290	10496	10496	10496	10217	10892	143	10892	20.0	0.3	10920	872415281	0	false	0	0	0	0	0	0	0	0	0	0	0	5	15168	9625	18542	0	6	15168	9682	18543	0	0	10293	10292	10293	10496	0	0	0	false	false	0	0
536871141	5	15169	9625	9587	0	0	0	0	1	736	10216	10215	10289	10289	10289	10293	10292	10293	10345	10290	10496	10496	10496	10217	10892	143	10892	20.0	0.3	10920	872415281	0	false	0	0	0	0	0	0	0	0	0	0	0	4	15169	9749	9708	0	6	15169	9682	9707	0	0	10293	10292	10293	10496	0	0	0	false	false	0	0
536871142	6	15170	9682	9643	0	0	0	0	1	736	10216	10215	10289	10289	10289	10293	10292	10293	10345	10290	10496	10496	10496	10217	10892	143	10892	20.0	0.3	10920	872415281	0	false	0	0	0	0	0	0	0	0	0	0	0	5	15170	9682	9643	0	4	15170	9682	9643	0	0	10293	10292	10293	10496	0	0	0	false	false	0	0
536871143	15	9710	9797	0	0	0	0	0	1	736	10216	10215	10289	10289	10289	10293	10292	10293	10345	10290	0	0	0	10217	10892	143	10892	20.0	0.3	10920	872415281	0	false	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	10293	10292	10293	0	0	0	0	false	false	0	0
536871144	10	15249	10769	10770	0	0	0	0	1	736	10216	10215	10289	10289	10289	10293	10292	10293	10345	10290	10450	10450	10453	10217	10892	143	10892	20.0	0.3	10920	872415282	0	false	0	0	0	0	0	0	0	0	0	0	0	9	15249	10711	10843	0	8	15249	10646	10842	0	0	10293	10292	10293	10454	0	0	0	false	false	0	0
536871145	9	15250	10711	10712	0	0	0	0	1	736	10216	10215	10289	10289	10289	10293	10292	10293	10345	10290	10450	10450	10453	10217	10892	143	10892	20.0	0.3	10920	872415282	0	false	0	0	0	0	0	0	0	0	0	0	0	8	15250	10646	10840	0	10	15250	10769	10841	0	0	10293	10292	10293	10454	0	0	0	false	false	0	0
536871146	8	15251	10646	10665	0	0	0	0	1	736	10216	10215	10289	10289	10289	10293	10292	10293	10345	10290	10450	10450	10453	10217	10892	143	10892	20.0	0.3	10920	872415282	0	false	0	0	0	0	0	0	0	0	0	0	0	9	15251	10711	10666	0	10	15251	10769	10667	0	0	10293	10292	10293	10454	0	0	0	false	false	0	0
536871147	7	15248	10864	0	0	0	0	0	1	736	10216	10215	10289	10289	10289	10293	10292	10293	10345	10290	10450	10450	10453	10217	10892	143	10892	20.0	0.3	10920	872415282	0	false	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	10293	10292	10293	10454	0	0	0	false	false	0	0
536871148	12	15172	9918	9884	0	9885	0	0	1	736	10216	10215	10289	10289	10289	10293	10292	10293	10345	10290	10450	10450	10453	10217	10892	143	10892	20.0	0.3	10920	872415283	0	false	0	0	0	0	0	0	0	0	0	0	0	11	15172	14068	9884	9885	13	15172	14069	9884	9885	0	10293	10292	10293	10454	0	0	0	false	false	0	0
536871149	13	15173	10095	10096	0	0	0	0	1	736	10216	10215	10289	10289	10289	10293	10292	10293	10345	10290	10450	10450	10453	10217	10892	143	10892	20.0	0.3	10920	872415283	0	false	0	0	0	0	0	0	0	0	0	0	0	11	15173	9934	10096	0	12	15173	9918	10096	0	0	10293	10292	10293	10454	0	0	0	false	false	0	0
536871150	11	15171	9934	9935	0	0	0	0	1	736	10216	10215	10289	10289	10289	10293	10292	10293	10345	10290	10450	10450	10453	10217	10892	143	10892	20.0	0.3	10920	872415283	0	false	0	0	0	0	0	0	0	0	0	0	0	13	15171	10095	9935	0	12	15171	9918	9935	0	0	10293	10292	10293	10454	0	0	0	false	false	0	0
536871151	14	15174	9992	0	0	0	0	0	1	736	10216	10215	10289	10289	10289	10293	10292	10293	10345	10290	10450	10450	10453	10217	10892	143	10892	20.0	0.3	10920	872415283	0	false	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	10293	10292	10293	10454	0	0	0	false	false	0	0
536871152	16	15175	9503	9504	0	0	0	0	1	736	10216	10215	10289	10289	10289	10293	10292	10293	10345	10290	10450	10450	10453	10217	10892	143	10892	20.0	0.3	10920	872415284	0	false	0	0	0	0	0	0	0	0	0	0	0	17	15175	9442	9504	0	-1	0	0	0	0	0	10293	10292	10293	10454	0	0	0	false	false	0	0
